# in Mpc/h Units 
# D1 = 0.568455 
# k P N P(z=0)
0.0628319 3365.47 6 10414.9
0.0888577 1883.68 12 5829.29
0.108828 1522.01 8 4710.03
0.125664 1707.55 6 5284.21
0.140496 1146.04 24 3546.55
0.153906 738.975 24 2286.85
0.177715 802.738 12 2484.17
0.188496 688.389 30 2130.3
0.198692 782.716 24 2422.21
0.20839 649.741 24 2010.7
0.217656 640.14 8 1980.99
0.226543 362.767 24 1122.63
0.235095 680.334 48 2105.38
0.251327 415.714 6 1286.48
0.262281 414.935 84 1284.07
0.273878 234.868 24 726.828
0.280993 409.089 24 1265.98
0.29019 375.511 72 1162.07
0.307812 320.584 24 992.086
0.318551 338.699 102 1048.15
0.326484 413.652 32 1280.1
0.340674 272.358 120 842.844
0.355431 408.739 12 1264.89
0.366343 244.428 144 756.412
0.379302 171.432 54 530.518
0.389837 193.651 96 599.277
0.405099 209.148 168 647.236
0.422256 228.933 144 708.461
0.442145 143.244 146 443.285
0.456965 183.89 240 569.072
0.476937 156.529 192 484.399
0.493022 159.81 168 494.553
0.510602 152.909 270 473.197
0.527626 131.751 228 407.719
0.546637 136.03 344 420.962
0.570583 126.692 342 392.065
0.591498 129.841 456 401.81
0.616749 104.724 396 324.081
0.63768 96.7306 486 299.345
0.661928 100.366 560 310.594
0.686555 90.2891 558 279.411
0.712045 92.2243 708 285.399
0.737212 89.5329 672 277.071
0.767295 80.1703 998 248.097
0.797876 84.074 924 260.177
0.827231 72.8258 1014 225.368
0.855366 68.31 1064 211.394
0.888745 70.809 1434 219.127
0.922629 62.3523 1440 192.957
0.9574 60.2935 1662 186.586
0.994531 55.3838 1898 171.392
1.03188 56.0761 2040 173.534
1.07175 51.7989 2378 160.298
1.11154 47.4021 2430 146.692
1.15271 50.9711 2964 157.736
1.19766 44.5901 3278 137.99
1.2432 45.0291 3618 139.348
1.28924 40.4538 3896 125.189
1.33879 39.1726 4770 121.224
1.3903 37.8736 4902 117.205
1.44163 35.6186 5522 110.226
1.49595 34.7978 6402 107.686
1.55328 33.4159 7118 103.41
1.61149 32.509 7634 100.603
1.67267 30.5217 9090 94.453
1.73596 28.8713 9566 89.3458
1.80111 27.9818 11034 86.5931
1.86923 26.3863 12290 81.6556
1.94007 26.7702 13706 82.8435
2.01239 25.6146 14970 79.2675
2.08788 24.1013 17198 74.5846
2.16695 23.3773 19016 72.344
2.24881 22.6194 21458 69.9985
2.33445 21.8447 24186 67.6012
2.42318 21.3862 26624 66.1823
2.51406 20.7508 29594 64.2159
2.60906 19.7956 33536 61.2599
2.70773 19.359 37166 59.9088
2.80996 18.8004 41720 58.1801
2.91588 18.2142 46280 56.366
3.02527 17.6962 51536 54.7631
3.13941 17.1224 58466 52.9874
3.25901 16.7467 65564 51.8248
3.38216 16.233 72080 50.2351
3.50965 16.1295 81380 49.9147
3.64194 15.8553 90070 49.0663
3.7792 15.7918 101516 48.8696
3.92175 16.033 112736 49.6161
4.06885 16.1349 122371 49.9315
4.22253 15.6256 120908 48.3553
4.38168 15.2662 118888 47.2433
4.54705 15.0706 115424 46.6377
4.71893 15.1738 110068 46.9572
4.89655 15.5715 101516 48.1879
5.08084 16.2072 92536 50.1552
5.27183 16.7985 78532 51.9851
5.46879 17.9953 62872 55.6886
5.67269 18.8169 43009 58.2312
5.8872 19.2569 27262 59.5929
6.10775 22.3486 16264 69.1604
6.3354 25.2003 8614 77.9855
6.56292 32.4236 3046 100.339
6.76744 42.1357 550 130.394
6.96499 99.7997 1 308.843
