# in Mpc/h Units 
# D1 = 0.250445 
# k P N P(z=0)
0.0628319 690.428 6 11007.6
0.0888577 406.005 12 6473.02
0.108828 308.647 8 4920.83
0.125664 303.079 6 4832.05
0.140496 227.425 24 3625.88
0.153906 161.976 24 2582.41
0.177715 150.853 12 2405.08
0.188496 136.364 30 2174.08
0.198692 141.334 24 2253.32
0.20839 122.323 24 1950.22
0.217656 121.765 8 1941.33
0.226543 83.4073 24 1329.78
0.235095 104.775 48 1670.45
0.251327 72.7708 6 1160.2
0.262281 76.5079 84 1219.78
0.273878 55.302 24 881.692
0.280993 77.7261 24 1239.2
0.29019 61.9062 72 986.985
0.307812 50.011 24 797.337
0.318551 52.9497 102 844.188
0.326484 59.418 32 947.314
0.340674 46.8925 120 747.616
0.355431 51.8423 12 826.532
0.366343 39.0725 144 622.942
0.379302 31.4838 54 501.953
0.389837 32.793 96 522.825
0.405099 32.9572 168 525.443
0.422256 32.4054 144 516.646
0.442145 23.7835 146 379.186
0.456965 26.2177 240 417.995
0.476937 24.6541 192 393.065
0.493022 21.5126 168 342.98
0.510602 21.195 270 337.916
0.527626 19.297 228 307.656
0.546637 17.9344 344 285.932
0.570583 16.1996 342 258.274
0.591498 15.8766 456 253.124
0.616749 13.3293 396 212.512
0.63768 12.3152 486 196.344
0.661928 12.244 560 195.208
0.686555 11.1494 558 177.758
0.712045 10.8621 708 173.177
0.737212 9.59343 672 152.95
0.767295 9.17238 998 146.237
0.797876 7.9997 924 127.541
0.827231 7.5239 1014 119.955
0.855366 6.98219 1064 111.318
0.888745 6.56996 1434 104.746
0.922629 5.4189 1440 86.3947
0.9574 5.43576 1662 86.6636
0.994531 4.96834 1898 79.2114
1.03188 4.55469 2040 72.6164
1.07175 4.24414 2378 67.6652
1.11154 3.92437 2430 62.567
1.15271 3.67802 2964 58.6394
1.19766 3.41531 3278 54.451
1.2432 3.05044 3618 48.6338
1.28924 2.90051 3896 46.2435
1.33879 2.61289 4770 41.6579
1.3903 2.44715 4902 39.0154
1.44163 2.22265 5522 35.4361
1.49595 2.09076 6402 33.3334
1.55328 1.90558 7118 30.381
1.61149 1.79359 7634 28.5956
1.67267 1.65191 9090 26.3367
1.73596 1.56639 9566 24.9733
1.80111 1.47628 11034 23.5366
1.86923 1.41002 12290 22.4802
1.94007 1.36149 13706 21.7065
2.01239 1.256 14970 20.0247
2.08788 1.22017 17198 19.4534
2.16695 1.21444 19016 19.3621
2.24881 1.20989 21458 19.2895
2.33445 1.18025 24186 18.8169
2.42318 1.32362 26624 21.1028
2.51406 1.33773 29594 21.3277
2.60906 1.5074 33536 24.0328
2.70773 1.58628 37166 25.2904
2.80996 1.981 41720 31.5835
2.91588 2.17413 46280 34.6627
3.02527 2.5225 51536 40.2167
3.13941 3.11519 58466 49.6661
3.25901 3.76943 65564 60.0969
3.38216 4.40958 72080 70.3029
3.50965 4.77969 81380 76.2037
3.64194 5.45136 90070 86.9122
3.7792 6.43223 101516 102.55
3.92175 6.8078 112736 108.538
4.06885 4.75776 122371 75.8541
4.22253 3.07455 120908 49.0182
4.38168 3.43041 118888 54.6917
4.54705 4.20917 115424 67.1077
4.71893 5.51007 110068 87.8483
4.89655 7.20359 101516 114.848
5.08084 9.05116 92536 144.305
5.27183 10.5548 78532 168.277
5.46879 11.9164 62872 189.986
5.67269 10.848 43009 172.953
5.8872 12.7198 27262 202.795
6.10775 19.1449 16264 305.231
6.3354 26.9428 8614 429.555
6.56292 39.33 3046 627.046
6.76744 50.116 550 799.01
6.96499 388.592 1 6195.4
