# in Mpc/h Units 
# D1 = 0.716454 
# k P N P(z=0)
0.0628319 5194.78 6 10120.2
0.0888577 2840.1 12 5532.96
0.108828 2359.61 8 4596.88
0.125664 2795.45 6 5445.96
0.140496 1789.4 24 3486.01
0.153906 1125.75 24 2193.12
0.177715 1295.9 12 2524.61
0.188496 1070.12 30 2084.75
0.198692 1234.51 24 2405.02
0.20839 1012.24 24 1971.99
0.217656 942.359 8 1835.86
0.226543 527.719 24 1028.08
0.235095 1170.6 48 2280.51
0.251327 723.645 6 1409.77
0.262281 674.581 84 1314.19
0.273878 363.328 24 707.818
0.280993 605.458 24 1179.52
0.29019 650.409 72 1267.1
0.307812 598.385 24 1165.75
0.318551 579.161 102 1128.29
0.326484 715.647 32 1394.19
0.340674 444.262 120 865.489
0.355431 752.711 12 1466.4
0.366343 416.119 144 810.663
0.379302 287.867 54 560.809
0.389837 354.338 96 690.305
0.405099 369.5 168 719.842
0.422256 398.794 144 776.911
0.442145 247.859 146 482.866
0.456965 326.468 240 636.009
0.476937 287.993 192 561.054
0.493022 278.819 168 543.181
0.510602 276.516 270 538.696
0.527626 237.498 228 462.683
0.546637 244.367 344 476.064
0.570583 231.568 342 451.129
0.591498 243.716 456 474.795
0.616749 201.005 396 391.587
0.63768 188.262 486 366.763
0.661928 190.145 560 370.432
0.686555 181.147 558 352.902
0.712045 166.794 708 324.941
0.737212 171.353 672 333.822
0.767295 156.429 998 304.748
0.797876 167.165 924 325.662
0.827231 144.427 1014 281.365
0.855366 140.508 1064 273.731
0.888745 137.027 1434 266.95
0.922629 126.172 1440 245.802
0.9574 124.546 1662 242.636
0.994531 118.418 1898 230.696
1.03188 116.606 2040 227.166
1.07175 105.45 2378 205.432
1.11154 95.8703 2430 186.77
1.15271 107.485 2964 209.398
1.19766 93.689 3278 182.52
1.2432 95.6073 3618 186.258
1.28924 91.0625 3896 177.404
1.33879 86.2702 4770 168.068
1.3903 82.6945 4902 161.101
1.44163 80.724 5522 157.263
1.49595 77.1034 6402 150.209
1.55328 74.8589 7118 145.837
1.61149 72.3813 7634 141.01
1.67267 68.3195 9090 133.097
1.73596 66.5143 9566 129.58
1.80111 64.446 11034 125.551
1.86923 59.9437 12290 116.78
1.94007 58.542 13706 114.049
2.01239 56.055 14970 109.204
2.08788 52.6705 17198 102.61
2.16695 50.7138 19016 98.7982
2.24881 47.9692 21458 93.4513
2.33445 46.3476 24186 90.2921
2.42318 43.6856 26624 85.1061
2.51406 41.7103 29594 81.258
2.60906 40.1701 33536 78.2575
2.70773 38.2638 37166 74.5437
2.80996 36.5243 41720 71.1549
2.91588 35.4625 46280 69.0864
3.02527 33.6742 51536 65.6025
3.13941 32.224 58466 62.7772
3.25901 30.6024 65564 59.6181
3.38216 28.9126 72080 56.3261
3.50965 28.1551 81380 54.8505
3.64194 27.1822 90070 52.955
3.7792 26.6426 101516 51.9038
3.92175 26.8582 112736 52.3238
4.06885 27.0439 122371 52.6857
4.22253 25.6825 120908 50.0335
4.38168 24.672 118888 48.0647
4.54705 24.4211 115424 47.5761
4.71893 24.3498 110068 47.4371
4.89655 24.3711 101516 47.4786
5.08084 24.8998 92536 48.5086
5.27183 26.0335 78532 50.7172
5.46879 27.6852 62872 53.935
5.67269 28.5037 43009 55.5296
5.8872 28.9404 27262 56.3803
6.10775 30.1775 16264 58.7903
6.3354 35.0646 8614 68.3111
6.56292 42.9085 3046 83.5923
6.76744 57.6559 550 112.322
6.96499 6.1893 1 12.0577
