# in Mpc/h Units 
# D1 = 0.0714489 
# k P N P(z=0)
0.0628319 57.725 6 11307.7
0.0888577 34.9019 12 6836.89
0.108828 25.7116 8 5036.62
0.125664 23.2171 6 4547.97
0.140496 18.6041 24 3644.34
0.153906 14.4482 24 2830.24
0.177715 12.1921 12 2388.3
0.188496 11.2286 30 2199.55
0.198692 10.5703 24 2070.6
0.20839 9.37986 24 1837.41
0.217656 8.74601 8 1713.24
0.226543 7.38495 24 1446.63
0.235095 7.4781 48 1464.87
0.251327 6.45987 6 1265.41
0.262281 6.07884 84 1190.78
0.273878 5.14937 24 1008.7
0.280993 5.55211 24 1087.6
0.29019 4.83512 72 947.145
0.307812 4.16386 24 815.652
0.318551 4.04578 102 792.523
0.326484 4.09201 32 801.578
0.340674 3.56186 120 697.727
0.355431 3.46219 12 678.204
0.366343 3.00853 144 589.336
0.379302 2.72677 54 534.144
0.389837 2.6718 96 523.374
0.405099 2.47666 168 485.149
0.422256 2.32375 144 455.197
0.442145 1.98336 146 388.518
0.456965 1.93636 240 379.311
0.476937 1.7938 192 351.385
0.493022 1.58177 168 309.85
0.510602 1.5244 270 298.613
0.527626 1.42726 228 279.585
0.546637 1.30756 344 256.135
0.570583 1.19662 342 234.405
0.591498 1.12501 456 220.377
0.616749 0.983728 396 192.701
0.63768 0.928132 486 181.81
0.661928 0.846279 560 165.776
0.686555 0.780298 558 152.851
0.712045 0.721727 708 141.378
0.737212 0.643032 672 125.963
0.767295 0.618592 998 121.175
0.797876 0.554673 924 108.654
0.827231 0.510807 1014 100.061
0.855366 0.462642 1064 90.6263
0.888745 0.431369 1434 84.5004
0.922629 0.376526 1440 73.7572
0.9574 0.354007 1662 69.3459
0.994531 0.313843 1898 61.4782
1.03188 0.299604 2040 58.689
1.07175 0.269386 2378 52.7697
1.11154 0.257438 2430 50.4292
1.15271 0.22813 2964 44.6881
1.19766 0.202785 3278 39.7232
1.2432 0.185678 3618 36.3722
1.28924 0.172793 3896 33.8482
1.33879 0.156786 4770 30.7126
1.3903 0.145944 4902 28.5888
1.44163 0.132005 5522 25.8582
1.49595 0.119421 6402 23.3932
1.55328 0.110379 7118 21.622
1.61149 0.101294 7634 19.8424
1.67267 0.0935006 9090 18.3157
1.73596 0.0875415 9566 17.1484
1.80111 0.0829487 11034 16.2487
1.86923 0.0772512 12290 15.1326
1.94007 0.0739254 13706 14.4811
2.01239 0.0708065 14970 13.8702
2.08788 0.0688412 17198 13.4852
2.16695 0.0707752 19016 13.8641
2.24881 0.0721284 21458 14.1291
2.33445 0.0739161 24186 14.4793
2.42318 0.0827712 26624 16.2139
2.51406 0.0911383 29594 17.8529
2.60906 0.103502 33536 20.2749
2.70773 0.123304 37166 24.1539
2.80996 0.162297 41720 31.7922
2.91588 0.205308 46280 40.2175
3.02527 0.25477 51536 49.9066
3.13941 0.375222 58466 73.5017
3.25901 0.57128 65564 111.907
3.38216 0.879659 72080 172.315
3.50965 1.49179 81380 292.224
3.64194 3.19821 90070 626.493
3.7792 8.54427 101516 1673.73
3.92175 15.6025 112736 3056.35
4.06885 15.7977 122371 3094.6
4.22253 0.224734 120908 44.0228
4.38168 0.308122 118888 60.3575
4.54705 0.520981 115424 102.054
4.71893 0.970145 110068 190.04
4.89655 2.07815 101516 407.086
5.08084 5.17093 92536 1012.93
5.27183 13.4475 78532 2634.2
5.46879 54.9342 62872 10761
5.67269 72.1985 43009 14142.9
5.8872 3.88612 27262 761.246
6.10775 13.2839 16264 2602.17
6.3354 64.8475 8614 12702.9
6.56292 430.36 3046 84302.7
6.76744 4402.08 550 862318
6.96499 1085.66 1 212668
