# in Mpc/h Units 
# D1 = 0.0298933 
# k P N P(z=0)
0.0628319 10.1786 6 11390.4
0.0888577 6.19374 12 6931.14
0.108828 4.53469 8 5074.57
0.125664 3.90999 6 4375.5
0.140496 3.26955 24 3658.81
0.153906 2.59184 24 2900.42
0.177715 2.14951 12 2405.43
0.188496 1.96688 30 2201.05
0.198692 1.81468 24 2030.73
0.20839 1.62357 24 1816.87
0.217656 1.47649 8 1652.28
0.226543 1.33157 24 1490.1
0.235095 1.28617 48 1439.3
0.251327 1.21013 6 1354.21
0.262281 1.05688 84 1182.71
0.273878 0.932689 24 1043.73
0.280993 0.932429 24 1043.44
0.29019 0.844945 72 945.541
0.307812 0.742642 24 831.059
0.318551 0.710562 102 795.159
0.326484 0.679922 32 760.871
0.340674 0.628621 120 703.463
0.355431 0.595819 12 666.755
0.366343 0.535228 144 598.951
0.379302 0.491396 54 549.9
0.389837 0.463148 96 518.288
0.405099 0.436627 168 488.611
0.422256 0.402048 144 449.915
0.442145 0.364843 146 408.28
0.456965 0.338738 240 379.067
0.476937 0.312115 192 349.274
0.493022 0.283309 168 317.039
0.510602 0.268963 270 300.985
0.527626 0.24828 228 277.84
0.546637 0.231869 344 259.474
0.570583 0.20983 342 234.811
0.591498 0.197862 456 221.419
0.616749 0.176302 396 197.292
0.63768 0.166192 486 185.979
0.661928 0.150751 560 168.698
0.686555 0.138235 558 154.693
0.712045 0.127516 708 142.697
0.737212 0.118511 672 132.621
0.767295 0.109364 998 122.384
0.797876 0.0989578 924 110.739
0.827231 0.0922615 1014 103.246
0.855366 0.0845756 1064 94.6449
0.888745 0.0780116 1434 87.2993
0.922629 0.0701638 1440 78.5172
0.9574 0.0646794 1662 72.3799
0.994531 0.0589318 1898 65.948
1.03188 0.0545403 2040 61.0337
1.07175 0.0498312 2378 55.764
1.11154 0.0468147 2430 52.3883
1.15271 0.0424352 2964 47.4874
1.19766 0.0382837 3278 42.8417
1.2432 0.0355104 3618 39.7382
1.28924 0.0325763 3896 36.4548
1.33879 0.030002 4770 33.5739
1.3903 0.0275271 4902 30.8044
1.44163 0.0254784 5522 28.5118
1.49595 0.0231167 6402 25.8689
1.55328 0.0216265 7118 24.2013
1.61149 0.0197722 7634 22.1262
1.67267 0.0184922 9090 20.6939
1.73596 0.0175356 9566 19.6234
1.80111 0.0164515 11034 18.4101
1.86923 0.0153687 12290 17.1984
1.94007 0.0148363 13706 16.6027
2.01239 0.0140806 14970 15.757
2.08788 0.0137298 17198 15.3645
2.16695 0.0142311 19016 15.9254
2.24881 0.0143682 21458 16.0788
2.33445 0.0143187 24186 16.0234
2.42318 0.0163729 26624 18.3223
2.51406 0.0173631 29594 19.4303
2.60906 0.0200493 33536 22.4363
2.70773 0.0237417 37166 26.5683
2.80996 0.0304347 41720 34.0581
2.91588 0.0389204 46280 43.5542
3.02527 0.0494209 51536 55.3048
3.13941 0.0720683 58466 80.6485
3.25901 0.110689 65564 123.868
3.38216 0.173994 72080 194.71
3.50965 0.293793 81380 328.771
3.64194 0.657468 90070 735.744
3.7792 2.20514 101516 2467.68
3.92175 9.37972 112736 10496.4
4.06885 28.5642 122371 31965
4.22253 0.0407212 120908 45.5694
4.38168 0.0556081 118888 62.2286
4.54705 0.0891663 115424 99.7821
4.71893 0.165709 110068 185.438
4.89655 0.354213 101516 396.385
5.08084 0.944248 92536 1056.67
5.27183 2.8187 78532 3154.28
5.46879 22.4346 62872 25105.6
5.67269 85.1126 43009 95245.8
5.8872 0.482296 27262 539.716
6.10775 1.6873 16264 1888.18
6.3354 8.91622 8614 9977.76
6.56292 84.0939 3046 94105.8
6.76744 2237.77 550 2.5042e+06
6.96499 29737.3 1 3.32777e+07
