# in Mpc/h Units 
# D1 = 0.0283137 
# k P N P(z=0)
0.0628319 9.12031 6 11376.7
0.0888577 5.56745 12 6944.84
0.108828 4.0578 8 5061.7
0.125664 3.61708 6 4511.94
0.140496 2.91965 24 3641.97
0.153906 2.34074 24 2919.84
0.177715 1.92149 12 2396.87
0.188496 1.77128 30 2209.5
0.198692 1.60943 24 2007.6
0.20839 1.43031 24 1784.16
0.217656 1.32309 8 1650.42
0.226543 1.17867 24 1470.28
0.235095 1.15791 48 1444.38
0.251327 1.01756 6 1269.3
0.262281 0.955077 84 1191.36
0.273878 0.844818 24 1053.83
0.280993 0.833663 24 1039.91
0.29019 0.761183 72 949.5
0.307812 0.675238 24 842.292
0.318551 0.645475 102 805.166
0.326484 0.633591 32 790.341
0.340674 0.555891 120 693.418
0.355431 0.517077 12 645.002
0.366343 0.477171 144 595.223
0.379302 0.448157 54 559.031
0.389837 0.424308 96 529.282
0.405099 0.389433 168 485.778
0.422256 0.360458 144 449.635
0.442145 0.319651 146 398.733
0.456965 0.304129 240 379.371
0.476937 0.28013 192 349.435
0.493022 0.257632 168 321.37
0.510602 0.241532 270 301.287
0.527626 0.223279 228 278.518
0.546637 0.207124 344 258.366
0.570583 0.186633 342 232.805
0.591498 0.172803 456 215.554
0.616749 0.160148 396 199.769
0.63768 0.149086 486 185.97
0.661928 0.134629 560 167.936
0.686555 0.125405 558 156.43
0.712045 0.115301 708 143.826
0.737212 0.105406 672 131.483
0.767295 0.0985558 998 122.938
0.797876 0.0893423 924 111.446
0.827231 0.0830563 1014 103.604
0.855366 0.0763049 1064 95.1827
0.888745 0.0697506 1434 87.0069
0.922629 0.0635417 1440 79.262
0.9574 0.0579781 1662 72.3219
0.994531 0.0530288 1898 66.1481
1.03188 0.0495153 2040 61.7654
1.07175 0.0448729 2378 55.9745
1.11154 0.0422743 2430 52.733
1.15271 0.0376616 2964 46.9791
1.19766 0.0348606 3278 43.4851
1.2432 0.0319449 3618 39.8481
1.28924 0.029364 3896 36.6286
1.33879 0.0270924 4770 33.795
1.3903 0.0250138 4902 31.2023
1.44163 0.0230069 5522 28.6988
1.49595 0.0208813 6402 26.0473
1.55328 0.0195503 7118 24.3871
1.61149 0.0179443 7634 22.3837
1.67267 0.016774 9090 20.9239
1.73596 0.0158022 9566 19.7116
1.80111 0.0147217 11034 18.3639
1.86923 0.0140761 12290 17.5586
1.94007 0.0133521 13706 16.6554
2.01239 0.0125761 14970 15.6874
2.08788 0.0125104 17198 15.6054
2.16695 0.0129623 19016 16.1692
2.24881 0.0128386 21458 16.0149
2.33445 0.0131005 24186 16.3416
2.42318 0.0147138 26624 18.3539
2.51406 0.0156238 29594 19.4892
2.60906 0.0183976 33536 22.9492
2.70773 0.0216165 37166 26.9644
2.80996 0.0272852 41720 34.0356
2.91588 0.0341854 46280 42.6428
3.02527 0.0440193 51536 54.9096
3.13941 0.0654415 58466 81.6317
3.25901 0.0994827 65564 124.095
3.38216 0.159268 72080 198.671
3.50965 0.263442 81380 328.618
3.64194 0.600467 90070 749.022
3.7792 2.0428 101516 2548.19
3.92175 9.398 112736 11723.1
4.06885 29.7164 122371 37068.3
4.22253 0.0375153 120908 46.7966
4.38168 0.0508907 118888 63.4811
4.54705 0.0813479 115424 101.473
4.71893 0.150419 110068 187.633
4.89655 0.323046 101516 402.968
5.08084 0.864004 92536 1077.76
5.27183 2.58082 78532 3219.31
5.46879 21.2608 62872 26520.7
5.67269 112.917 43009 140853
5.8872 0.46666 27262 582.112
6.10775 1.66413 16264 2075.84
6.3354 8.74566 8614 10909.3
6.56292 85.6966 3046 106898
6.76744 2699.29 550 3.3671e+06
6.96499 82818.6 1 1.03308e+08
