# in Mpc/h Units 
# D1 = 0.130267 
# k P N P(z=0)
0.0628319 190.282 6 11213.1
0.0888577 114.017 12 6718.9
0.108828 84.7346 8 4993.33
0.125664 78.7341 6 4639.73
0.140496 61.7102 24 3636.52
0.153906 46.4834 24 2739.22
0.177715 40.4854 12 2385.77
0.188496 37.0912 30 2185.75
0.198692 36.271 24 2137.42
0.20839 31.8682 24 1877.96
0.217656 30.5647 8 1801.15
0.226543 23.8591 24 1406
0.235095 25.8989 48 1526.2
0.251327 20.3187 6 1197.36
0.262281 20.3234 84 1197.64
0.273878 16.3362 24 962.677
0.280993 19.39 24 1142.64
0.29019 16.1581 72 952.181
0.307812 13.6326 24 803.354
0.318551 13.6002 102 801.447
0.326484 14.2058 32 837.137
0.340674 12.0399 120 709.499
0.355431 12.1007 12 713.084
0.366343 10.0708 144 593.461
0.379302 8.74604 54 515.396
0.389837 8.84039 96 520.956
0.405099 8.38733 168 494.257
0.422256 7.94591 144 468.245
0.442145 6.48776 146 382.318
0.456965 6.49902 240 382.981
0.476937 6.14539 192 362.142
0.493022 5.30363 168 312.538
0.510602 5.19296 270 306.016
0.527626 4.81835 228 283.941
0.546637 4.37761 344 257.968
0.570583 4.00123 342 235.788
0.591498 3.81281 456 224.685
0.616749 3.32864 396 196.154
0.63768 3.12508 486 184.158
0.661928 2.88411 560 169.958
0.686555 2.63749 558 155.425
0.712045 2.46584 708 145.309
0.737212 2.17571 672 128.213
0.767295 2.12249 998 125.076
0.797876 1.86722 924 110.034
0.827231 1.7168 1014 101.17
0.855366 1.56134 1064 92.0083
0.888745 1.46693 1434 86.4449
0.922629 1.23924 1440 73.0274
0.9574 1.19649 1662 70.5078
0.994531 1.03955 1898 61.2598
1.03188 1.01251 2040 59.6665
1.07175 0.897904 2378 52.9126
1.11154 0.886042 2430 52.2136
1.15271 0.768968 2964 45.3146
1.19766 0.686926 3278 40.4799
1.2432 0.614678 3618 36.2224
1.28924 0.597308 3896 35.1988
1.33879 0.524104 4770 30.8849
1.3903 0.489567 4902 28.8497
1.44163 0.443863 5522 26.1564
1.49595 0.406749 6402 23.9693
1.55328 0.368699 7118 21.7271
1.61149 0.349706 7634 20.6078
1.67267 0.312011 9090 18.3865
1.73596 0.295043 9566 17.3866
1.80111 0.278884 11034 16.4343
1.86923 0.257112 12290 15.1514
1.94007 0.248769 13706 14.6597
2.01239 0.236094 14970 13.9128
2.08788 0.227551 17198 13.4094
2.16695 0.232448 19016 13.698
2.24881 0.24212 21458 14.2679
2.33445 0.24462 24186 14.4152
2.42318 0.276486 26624 16.2931
2.51406 0.295231 29594 17.3977
2.60906 0.358368 33536 21.1183
2.70773 0.396954 37166 23.3921
2.80996 0.520795 41720 30.6899
2.91588 0.65439 46280 38.5626
3.02527 0.810122 51536 47.7397
3.13941 1.15458 58466 68.0383
3.25901 1.7744 65564 104.564
3.38216 2.45983 72080 144.955
3.50965 3.50559 81380 206.581
3.64194 5.90346 90070 347.885
3.7792 11.0415 101516 650.664
3.92175 13.0713 112736 770.28
4.06885 3.97091 122371 234.002
4.22253 0.753172 120908 44.3837
4.38168 1.0248 118888 60.3904
4.54705 1.66664 115424 98.2132
4.71893 2.93908 110068 173.197
4.89655 5.438 101516 320.456
5.08084 10.606 92536 625.001
5.27183 18.66 78532 1099.62
5.46879 34.1263 62872 2011.03
5.67269 15.9981 43009 942.755
5.8872 10.6294 27262 626.382
6.10775 29.2889 16264 1725.97
6.3354 88.4449 8614 5211.98
6.56292 266.722 3046 15717.7
6.76744 642.233 550 37846.2
6.96499 3148.82 1 185557
