# in Mpc/h Units 
# D1 = 0.201527 
# k P N P(z=0)
0.0628319 450.507 6 11092.6
0.0888577 266.944 12 6572.85
0.108828 201.042 8 4950.18
0.125664 193.138 6 4755.56
0.140496 147.475 24 3631.21
0.153906 107.34 24 2642.99
0.177715 97.3 12 2395.78
0.188496 88.4517 30 2177.91
0.198692 89.6552 24 2207.54
0.20839 78.099 24 1923
0.217656 76.7994 8 1891
0.226543 55.2528 24 1360.47
0.235095 65.3162 48 1608.25
0.251327 47.5627 6 1171.12
0.262281 49.1493 84 1210.18
0.273878 37.1149 24 913.865
0.280993 48.9512 24 1205.3
0.29019 39.3915 72 969.92
0.307812 32.2804 24 794.827
0.318551 33.4098 102 822.634
0.326484 36.497 32 898.65
0.340674 29.6459 120 729.958
0.355431 31.4967 12 775.529
0.366343 24.6928 144 608
0.379302 20.5025 54 504.824
0.389837 21.1709 96 521.281
0.405099 20.7555 168 511.055
0.422256 20.0345 144 493.301
0.442145 15.3643 146 378.308
0.456965 16.2558 240 400.259
0.476937 15.4437 192 380.263
0.493022 13.2529 168 326.319
0.510602 13.1056 270 322.692
0.527626 12.028 228 296.16
0.546637 11.0472 344 272.012
0.570583 10.0154 342 246.606
0.591498 9.7289 456 239.55
0.616749 8.25133 396 203.169
0.63768 7.7085 486 189.803
0.661928 7.42136 560 182.733
0.686555 6.80481 558 167.552
0.712045 6.46266 708 159.127
0.737212 5.67655 672 139.771
0.767295 5.53188 998 136.209
0.797876 4.79152 924 117.98
0.827231 4.4705 1014 110.075
0.855366 4.10835 1064 101.158
0.888745 3.85989 1434 95.0403
0.922629 3.19974 1440 78.7859
0.9574 3.18124 1662 78.3302
0.994531 2.83105 1898 69.7077
1.03188 2.67131 2040 65.7746
1.07175 2.41768 2378 59.5296
1.11154 2.31108 2430 56.9047
1.15271 2.09598 2964 51.6085
1.19766 1.90614 3278 46.9342
1.2432 1.68327 3618 41.4465
1.28924 1.63563 3896 40.2735
1.33879 1.4277 4770 35.1536
1.3903 1.35337 4902 33.3235
1.44163 1.22655 5522 30.2008
1.49595 1.15419 6402 28.419
1.55328 1.01492 7118 24.99
1.61149 0.978508 7634 24.0934
1.67267 0.882611 9090 21.7321
1.73596 0.83633 9566 20.5926
1.80111 0.785762 11034 19.3475
1.86923 0.7479 12290 18.4152
1.94007 0.715424 13706 17.6156
2.01239 0.667796 14970 16.4429
2.08788 0.654092 17198 16.1054
2.16695 0.648776 19016 15.9745
2.24881 0.658633 21458 16.2172
2.33445 0.653594 24186 16.0932
2.42318 0.75394 26624 18.5639
2.51406 0.772165 29594 19.0127
2.60906 0.869567 33536 21.411
2.70773 0.950703 37166 23.4088
2.80996 1.2445 41720 30.6428
2.91588 1.44089 46280 35.4784
3.02527 1.69692 51536 41.7826
3.13941 2.30058 58466 56.6461
3.25901 3.09172 65564 76.126
3.38216 3.88407 72080 95.6357
3.50965 4.64214 81380 114.302
3.64194 5.78803 90070 142.516
3.7792 7.67892 101516 189.075
3.92175 8.15045 112736 200.685
4.06885 4.25337 122371 104.729
4.22253 1.93144 120908 47.557
4.38168 2.39041 118888 58.858
4.54705 3.34456 115424 82.3517
4.71893 4.83311 110068 119.003
4.89655 7.20887 101516 177.501
5.08084 10.3981 92536 256.029
5.27183 13.2738 78532 326.835
5.46879 16.0605 62872 395.451
5.67269 11.6873 43009 287.771
5.8872 14.1558 27262 348.552
6.10775 25.7353 16264 633.67
6.3354 46.9723 8614 1156.58
6.56292 79.579 3046 1959.44
6.76744 104.51 550 2573.31
6.96499 327.636 1 8067.25
