# in Mpc/h Units 
# D1 = 0.043742 
# k P N P(z=0)
0.0628319 21.7392 6 11361.8
0.0888577 13.2316 12 6915.35
0.108828 9.6465 8 5041.64
0.125664 8.64293 6 4517.14
0.140496 6.96834 24 3641.93
0.153906 5.51776 24 2883.8
0.177715 4.54413 12 2374.94
0.188496 4.20862 30 2199.59
0.198692 3.90533 24 2041.08
0.20839 3.44878 24 1802.47
0.217656 3.21228 8 1678.86
0.226543 2.80795 24 1467.55
0.235095 2.76863 48 1446.99
0.251327 2.30157 6 1202.89
0.262281 2.27158 84 1187.22
0.273878 1.95671 24 1022.66
0.280993 1.99658 24 1043.49
0.29019 1.8082 72 945.036
0.307812 1.63233 24 853.12
0.318551 1.54305 102 806.459
0.326484 1.4861 32 776.693
0.340674 1.32497 120 692.484
0.355431 1.24769 12 652.094
0.366343 1.13402 144 592.685
0.379302 1.03079 54 538.733
0.389837 1.02421 96 535.294
0.405099 0.936898 168 489.66
0.422256 0.857066 144 447.937
0.442145 0.762149 146 398.329
0.456965 0.712453 240 372.356
0.476937 0.668063 192 349.156
0.493022 0.603442 168 315.382
0.510602 0.571275 270 298.571
0.527626 0.534272 228 279.232
0.546637 0.484668 344 253.306
0.570583 0.452707 342 236.603
0.591498 0.416219 456 217.533
0.616749 0.377337 396 197.211
0.63768 0.347257 486 181.49
0.661928 0.32292 560 168.771
0.686555 0.292426 558 152.833
0.712045 0.27105 708 141.662
0.737212 0.246031 672 128.585
0.767295 0.232328 998 121.424
0.797876 0.210072 924 109.792
0.827231 0.192087 1014 100.392
0.855366 0.176901 1064 92.4556
0.888745 0.164321 1434 85.8809
0.922629 0.147798 1440 77.2449
0.9574 0.134752 1662 70.4269
0.994531 0.12065 1898 63.0566
1.03188 0.115046 2040 60.1275
1.07175 0.103525 2378 54.1063
1.11154 0.0991064 2430 51.7969
1.15271 0.087789 2964 45.882
1.19766 0.0792517 3278 41.4201
1.2432 0.0732554 3618 38.2862
1.28924 0.0679397 3896 35.508
1.33879 0.0617345 4770 32.2649
1.3903 0.0561649 4902 29.354
1.44163 0.0516206 5522 26.979
1.49595 0.0477344 6402 24.9479
1.55328 0.0436678 7118 22.8225
1.61149 0.0398245 7634 20.8138
1.67267 0.0376297 9090 19.6668
1.73596 0.0349359 9566 18.2589
1.80111 0.0328734 11034 17.181
1.86923 0.0309368 12290 16.1688
1.94007 0.0299393 13706 15.6475
2.01239 0.027845 14970 14.5529
2.08788 0.0276454 17198 14.4486
2.16695 0.0285 19016 14.8952
2.24881 0.0285142 21458 14.9026
2.33445 0.0290814 24186 15.1991
2.42318 0.0321678 26624 16.8121
2.51406 0.0353375 29594 18.4688
2.60906 0.0410358 33536 21.4469
2.70773 0.0485574 37166 25.378
2.80996 0.0621888 41720 32.5023
2.91588 0.0791363 46280 41.3597
3.02527 0.10269 51536 53.6696
3.13941 0.147342 58466 77.0068
3.25901 0.230284 65564 120.356
3.38216 0.356475 72080 186.308
3.50965 0.568447 81380 297.093
3.64194 1.33905 90070 699.839
3.7792 4.39766 101516 2298.39
3.92175 17.4239 112736 9106.42
4.06885 20.5239 122371 10726.6
4.22253 0.08489 120908 44.3668
4.38168 0.117052 118888 61.1757
4.54705 0.19108 115424 99.8658
4.71893 0.363421 110068 189.938
4.89655 0.803015 101516 419.687
5.08084 2.02226 92536 1056.91
5.27183 6.06303 78532 3168.78
5.46879 40.5067 62872 21170.4
5.67269 115.633 43009 60434.1
5.8872 1.30657 27262 682.863
6.10775 4.8347 16264 2526.8
6.3354 25.8673 8614 13519.3
6.56292 220.361 3046 115169
6.76744 6444.1 550 3.36794e+06
6.96499 22847.1 1 1.19408e+07
