# in Mpc/h Units 
# D1 = 0.237224 
# k P N P(z=0)
0.0628319 620.758 6 11030.7
0.0888577 365.786 12 6499.94
0.108828 277.362 8 4928.65
0.125664 270.746 6 4811.11
0.140496 204.129 24 3627.32
0.153906 146.203 24 2598
0.177715 135.191 12 2402.31
0.188496 122.41 30 2175.2
0.198692 126.137 24 2241.42
0.20839 109.37 24 1943.48
0.217656 108.575 8 1929.36
0.226543 75.3136 24 1338.31
0.235095 93.0336 48 1653.19
0.251327 65.3606 6 1161.44
0.262281 68.5066 84 1217.35
0.273878 50.1225 24 890.667
0.280993 69.2631 24 1230.79
0.29019 55.2642 72 982.033
0.307812 44.7831 24 795.787
0.318551 47.1469 102 837.791
0.326484 52.5278 32 933.408
0.340674 41.7879 120 742.561
0.355431 45.6765 12 811.662
0.366343 34.8216 144 618.773
0.379302 28.2599 54 502.172
0.389837 29.3863 96 522.188
0.405099 29.3363 168 521.299
0.422256 28.6979 144 509.955
0.442145 21.3138 146 378.742
0.456965 23.2507 240 413.161
0.476937 21.9243 192 389.591
0.493022 19.0269 168 338.103
0.510602 18.7596 270 333.353
0.527626 17.1017 228 303.894
0.546637 15.8575 344 281.784
0.570583 14.329 342 254.624
0.591498 14.0294 456 249.299
0.616749 11.8048 396 209.769
0.63768 10.9327 486 194.271
0.661928 10.7773 560 191.511
0.686555 9.82494 558 174.587
0.712045 9.52428 708 169.244
0.737212 8.39232 672 149.13
0.767295 8.08187 998 143.613
0.797876 7.01315 924 124.622
0.827231 6.58555 1014 117.024
0.855366 6.09084 1064 108.233
0.888745 5.71807 1434 101.609
0.922629 4.73358 1440 84.1147
0.9574 4.74694 1662 84.3521
0.994531 4.30699 1898 76.5343
1.03188 3.95711 2040 70.317
1.07175 3.6691 2378 65.199
1.11154 3.4359 2430 61.0551
1.15271 3.17477 2964 56.4149
1.19766 2.95629 3278 52.5326
1.2432 2.60144 3618 46.2271
1.28924 2.49508 3896 44.3371
1.33879 2.23793 4770 39.7676
1.3903 2.10562 4902 37.4163
1.44163 1.90585 5522 33.8666
1.49595 1.78711 6402 31.7566
1.55328 1.62627 7118 28.8985
1.61149 1.53 7634 27.1878
1.67267 1.39151 9090 24.7268
1.73596 1.34419 9566 23.886
1.80111 1.257 11034 22.3367
1.86923 1.19609 12290 21.2543
1.94007 1.15182 13706 20.4677
2.01239 1.06676 14970 18.956
2.08788 1.0361 17198 18.4114
2.16695 1.03374 19016 18.3694
2.24881 1.02319 21458 18.1818
2.33445 1.00872 24186 17.9247
2.42318 1.13717 26624 20.2072
2.51406 1.15853 29594 20.5869
2.60906 1.32179 33536 23.4878
2.70773 1.38783 37166 24.6615
2.80996 1.74512 41720 31.0103
2.91588 1.94558 46280 34.5726
3.02527 2.25763 51536 40.1177
3.13941 2.82059 58466 50.1214
3.25901 3.63444 65564 64.5832
3.38216 4.33811 72080 77.0873
3.50965 4.68565 81380 83.263
3.64194 5.5583 90070 98.7698
3.7792 6.57694 101516 116.871
3.92175 7.01107 112736 124.585
4.06885 4.65116 122371 82.65
4.22253 2.75733 120908 48.9972
4.38168 3.12642 118888 55.5559
4.54705 3.99486 115424 70.9878
4.71893 5.35505 110068 95.1581
4.89655 7.19212 101516 127.802
5.08084 9.23346 92536 164.077
5.27183 11.0387 78532 196.156
5.46879 12.6074 62872 224.03
5.67269 10.9273 43009 194.176
5.8872 13.047 27262 231.843
6.10775 19.9731 16264 354.918
6.3354 30.4917 8614 541.832
6.56292 43.573 3046 774.283
6.76744 58.5433 550 1040.3
6.96499 127.394 1 2263.76
