# in Mpc/h Units 
# D1 = 0.0371526 
# k P N P(z=0)
0.0628319 15.7119 6 11382.8
0.0888577 9.55452 12 6921.98
0.108828 6.9793 8 5056.3
0.125664 6.16488 6 4466.27
0.140496 5.0405 24 3651.7
0.153906 3.9921 24 2892.16
0.177715 3.29583 12 2387.74
0.188496 3.0473 30 2207.68
0.198692 2.79608 24 2025.68
0.20839 2.4821 24 1798.21
0.217656 2.30125 8 1667.19
0.226543 2.05288 24 1487.25
0.235095 1.98681 48 1439.39
0.251327 1.7292 6 1252.76
0.262281 1.63505 84 1184.55
0.273878 1.4347 24 1039.4
0.280993 1.41634 24 1026.1
0.29019 1.30522 72 945.594
0.307812 1.16062 24 840.833
0.318551 1.11068 102 804.653
0.326484 1.08164 32 783.618
0.340674 0.961369 120 696.484
0.355431 0.894682 12 648.171
0.366343 0.820325 144 594.302
0.379302 0.749915 54 543.292
0.389837 0.729679 96 528.632
0.405099 0.673382 168 487.846
0.422256 0.610313 144 442.155
0.442145 0.554948 146 402.044
0.456965 0.519606 240 376.44
0.476937 0.481061 192 348.515
0.493022 0.435994 168 315.865
0.510602 0.411571 270 298.172
0.527626 0.386455 228 279.976
0.546637 0.352618 344 255.461
0.570583 0.325678 342 235.945
0.591498 0.301236 456 218.237
0.616749 0.272179 396 197.186
0.63768 0.253158 486 183.406
0.661928 0.231362 560 167.615
0.686555 0.211042 558 152.894
0.712045 0.196651 708 142.468
0.737212 0.179481 672 130.029
0.767295 0.167722 998 121.509
0.797876 0.151528 924 109.778
0.827231 0.140662 1014 101.905
0.855366 0.129044 1064 93.4884
0.888745 0.118585 1434 85.9112
0.922629 0.106701 1440 77.3015
0.9574 0.0982981 1662 71.2141
0.994531 0.0895313 1898 64.8629
1.03188 0.0842807 2040 61.059
1.07175 0.0756467 2378 54.8039
1.11154 0.071073 2430 51.4904
1.15271 0.0638346 2964 46.2463
1.19766 0.0580392 3278 42.0477
1.2432 0.0538211 3618 38.9918
1.28924 0.049555 3896 35.9012
1.33879 0.0450442 4770 32.6332
1.3903 0.0411438 4902 29.8075
1.44163 0.0379436 5522 27.489
1.49595 0.0345482 6402 25.0292
1.55328 0.0320472 7118 23.2173
1.61149 0.0293086 7634 21.2333
1.67267 0.0274925 9090 19.9175
1.73596 0.0258897 9566 18.7563
1.80111 0.0240864 11034 17.4499
1.86923 0.0229068 12290 16.5953
1.94007 0.0217836 13706 15.7816
2.01239 0.0206238 14970 14.9413
2.08788 0.0201728 17198 14.6146
2.16695 0.0209395 19016 15.1701
2.24881 0.0210609 21458 15.258
2.33445 0.0211497 24186 15.3223
2.42318 0.0238114 26624 17.2506
2.51406 0.025647 29594 18.5805
2.60906 0.0293481 33536 21.2619
2.70773 0.03483 37166 25.2333
2.80996 0.0455979 41720 33.0343
2.91588 0.0568324 46280 41.1734
3.02527 0.0740284 51536 53.6315
3.13941 0.108161 58466 78.3594
3.25901 0.166696 65564 120.766
3.38216 0.264899 72080 191.912
3.50965 0.43916 81380 318.159
3.64194 1.05432 90070 763.823
3.7792 3.53049 101516 2557.74
3.92175 15.8533 112736 11485.3
4.06885 14.1237 122371 10232.2
4.22253 0.0541915 120908 39.2602
4.38168 0.0742809 118888 53.8144
4.54705 0.119822 115424 86.8078
4.71893 0.228199 110068 165.324
4.89655 0.488209 101516 353.693
5.08084 1.27102 92536 920.816
5.27183 3.7352 78532 2706.04
5.46879 25.9976 62872 18834.5
5.67269 72.5149 43009 52534.9
5.8872 0.67165 27262 486.591
6.10775 2.40269 16264 1740.68
6.3354 12.9172 8614 9358.16
6.56292 115.643 3046 83779.7
6.76744 2966.2 550 2.14892e+06
6.96499 2070.23 1 1.49982e+06
