Step 0, Time: 0.01, MPIs: 8 Threads: 14 Elapsed: 0.0805645
                                   7.67 100.0%        0.02 115.5%        0.02       0.02
 Domain                            0.34  4.5%        0.00  7.6%        0.00       0.00
  Decompose                         0.01  0.2%        0.00  0.0%        0.00       0.00
   Misc@domain.c:0355                0.00  0.0%        0.00  0.0%        0.00       0.00
   Sumcost@domain.c:0407             0.01  0.1%        0.00  0.0%        0.00       0.00
   assignbalance@domain.c:0412        0.00  0.0%        0.00  0.0%        0.00       0.00
   memorybound@domain.c:0418         0.00  0.0%        0.00  0.0%        0.00       0.00
  DetermineTopTree                  0.17  2.2%        0.00  0.0%        0.00       0.00
   Addnodes@domain.c:1211            0.00  0.0%        0.00  0.0%        0.00       0.00
   Combine@domain.c:1199             0.01  0.1%        0.00  0.0%        0.00       0.00
   CreateLeaves@domain.c:0378        0.00  0.0%        0.00  0.0%        0.00       0.00
   LocalRefine                       0.00  0.0%        0.00  0.0%        0.00       0.00
    Init@domain.c:1159                0.00  0.0%        0.00  0.0%        0.00       0.00
    truncate@domain.c:1177            0.00  0.0%        0.00  0.0%        0.00       0.00
   Misc@domain.c:1150                0.00  0.0%        0.00  0.0%        0.00       0.00
   Sort@domain.c:0950                0.15  2.0%        0.00  0.0%        0.00       0.00
  PeanoSort@domain.c:0229           0.08  1.0%        0.00  0.0%        0.00       0.00
  exchange                          0.08  1.1%        0.00  7.6%        0.00       0.00
   alltoall@exchange.c:0354          0.05  0.6%        0.00  0.9%        0.00       0.00
   finalize@exchange.c:0377          0.00  0.0%        0.00  0.0%        0.00       0.00
   garbage@exchange.c:0254           0.00  0.0%        0.00  0.0%        0.00       0.00
   init@exchange.c:0115              0.00  0.0%        0.00  0.0%        0.00       0.00
   makebuf@exchange.c:0243           0.01  0.2%        0.00  0.9%        0.00       0.00
   togo@exchange.c:0130              0.00  0.0%        0.00  0.0%        0.00       0.00
   togo@exchange.c:0137              0.02  0.3%        0.00  5.7%        0.00       0.00
  All@drift.c:0110                  0.01  0.1%        0.00  0.0%        0.00       0.00
 Init@init.c:0256                  0.05  0.6%        0.00  0.0%        0.00       0.00
 LongRange@gravpm.c:0097           0.02  0.3%        0.00  0.0%        0.00       0.00
 Misc@checkpoint.c:0026            0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@domain.c:0168                0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@domain.c:0238                0.00  0.0%        0.00  0.1%        0.00       0.00
 Misc@drift.c:0094                 0.02  0.3%        0.00  0.0%        0.00       0.00
 Misc@forcetree.c:0147             0.04  0.5%        0.00  7.5%        0.00       0.00
 Misc@gravshort-tree.c:0138        0.00  0.0%        0.00  0.5%        0.00       0.00
 Misc@gravshort-tree.c:0144        0.00  0.0%        0.00  0.2%        0.00       0.00
 Misc@run.c:0153                   0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@timestep.c:0187              0.06  0.8%        0.00 17.3%        0.00       0.00
 Misc@timestep.c:0336              0.00  0.0%        0.00  0.4%        0.00       0.00
 PMgrav                            1.89 24.6%        0.00  0.0%        0.00       0.00
  Misc@petapm.c:0263                0.01  0.1%        0.00  0.0%        0.00       0.00
  Misc@petapm.c:0345                0.00  0.0%        0.00  0.0%        0.00       0.00
  Regions@gravpm.c:0188             0.00  0.0%        0.00  0.0%        0.00       0.00
  c2r@petapm.c:0336                 0.95 12.3%        0.00  0.0%        0.00       0.00
  calc@petapm.c:0332                0.12  1.5%        0.00  0.0%        0.00       0.00
  cic@petapm.c:0265                 0.01  0.2%        0.00  0.0%        0.00       0.00
  comm2@petapm.c:0286               0.08  1.0%        0.00  0.0%        0.00       0.00
  comm@petapm.c:0269                0.05  0.6%        0.00  0.0%        0.00       0.00
  comm@petapm.c:0340                0.35  4.5%        0.00  0.0%        0.00       0.00
  r2c@petapm.c:0308                 0.27  3.6%        0.00  0.0%        0.00       0.00
  readout@petapm.c:0343             0.05  0.7%        0.00  0.0%        0.00       0.00
 Timeline                          0.08  1.0%        0.00 12.2%        0.00       0.00
  Active@timestep.c:0815            0.04  0.5%        0.00  2.8%        0.00       0.00
  HalfKick                          0.01  0.1%        0.00  1.0%        0.00       0.00
   Long@timestep.c:0402              0.00  0.1%        0.00  0.3%        0.00       0.00
   Short@timestep.c:0379             0.00  0.1%        0.00  0.7%        0.00       0.00
 Timeline@timestep.c:0311          0.03  0.4%        0.00  8.4%        0.00       0.00
 Tree                              5.15 67.1%        0.01 69.9%        0.01       0.01
  Build                             0.08  1.0%        0.00 22.2%        0.00       0.00
   Moments@forcetree.c:0152          0.06  0.8%        0.00 19.1%        0.00       0.00
   Nodes@forcetree.c:0203            0.02  0.2%        0.00  3.1%        0.00       0.00
  Misc@gravshort-tree.c:0165        0.02  0.3%        0.00  0.5%        0.00       0.00
  PostProcess@gravshort-tree.c:0157        0.00  0.0%        0.00  0.0%        0.00       0.00
  Recv@gravshort-tree.c:0159        0.33  4.4%        0.00 11.9%        0.00       0.00
  Send@gravshort-tree.c:0158        0.07  0.9%        0.00  2.0%        0.00       0.00
  Wait1@gravshort-tree.c:0160        0.37  4.8%        0.00 12.0%        0.00       0.00
  Wait2@gravshort-tree.c:0161        0.01  0.1%        0.00  0.4%        0.00       0.00
  Walk1@gravshort-tree.c:0155        3.20 41.7%        0.00 13.2%        0.00       0.00
  Walk2@gravshort-tree.c:0156        1.08 14.0%        0.00  7.7%        0.00       0.00
Step 23, Time: 0.0253807, MPIs: 8 Threads: 14 Elapsed: 8.05407
                                   8.05 100.0%        0.38 99.4%        0.38       0.38
 Domain                            0.36  4.5%        0.01  3.8%        0.01       0.02
  Decompose                         0.01  0.2%        0.00  0.1%        0.00       0.00
   Misc@domain.c:0355                0.00  0.0%        0.00  0.0%        0.00       0.00
   Sumcost@domain.c:0407             0.01  0.1%        0.00  0.1%        0.00       0.00
   assignbalance@domain.c:0412        0.00  0.0%        0.00  0.0%        0.00       0.00
   memorybound@domain.c:0418         0.00  0.0%        0.00  0.0%        0.00       0.00
  DetermineTopTree                  0.18  2.2%        0.01  2.2%        0.01       0.01
   Addnodes@domain.c:1211            0.00  0.0%        0.00  0.0%        0.00       0.00
   Combine@domain.c:1199             0.01  0.1%        0.00  0.1%        0.00       0.00
   CreateLeaves@domain.c:0378        0.00  0.0%        0.00  0.0%        0.00       0.00
   LocalRefine                       0.00  0.0%        0.00  0.0%        0.00       0.00
    Init@domain.c:1159                0.00  0.0%        0.00  0.0%        0.00       0.00
    truncate@domain.c:1177            0.00  0.0%        0.00  0.0%        0.00       0.00
   Misc@domain.c:1150                0.00  0.0%        0.00  0.0%        0.00       0.00
   Sort@domain.c:0950                0.16  2.0%        0.01  2.1%        0.01       0.01
  PeanoSort@domain.c:0229           0.08  1.0%        0.00  1.0%        0.00       0.00
  exchange                          0.08  1.0%        0.00  0.5%        0.00       0.00
   alltoall@exchange.c:0354          0.05  0.6%        0.00  0.3%        0.00       0.00
   finalize@exchange.c:0377          0.00  0.0%        0.00  0.0%        0.00       0.00
   garbage@exchange.c:0254           0.00  0.0%        0.00  0.0%        0.00       0.00
   init@exchange.c:0115              0.00  0.0%        0.00  0.0%        0.00       0.00
   makebuf@exchange.c:0243           0.01  0.2%        0.00  0.1%        0.00       0.00
   togo@exchange.c:0130              0.00  0.0%        0.00  0.0%        0.00       0.00
   togo@exchange.c:0137              0.02  0.3%        0.00  0.1%        0.00       0.00
  All@drift.c:0110                  0.01  0.1%        0.00  0.1%        0.00       0.00
 Init@init.c:0256                  0.05  0.6%        0.00  0.0%        0.00       0.00
 LongRange@gravpm.c:0097           0.03  0.3%        0.00  0.4%        0.00       0.00
 Misc@checkpoint.c:0026            0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@domain.c:0168                0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@domain.c:0238                0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@drift.c:0094                 0.03  0.3%        0.00  0.3%        0.00       0.00
 Misc@forcetree.c:0147             0.04  0.5%        0.00  0.3%        0.00       0.00
 Misc@gravshort-tree.c:0138        0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@gravshort-tree.c:0144        0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@run.c:0153                   0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@timestep.c:0187              0.06  0.8%        0.00  0.1%        0.00       0.00
 Misc@timestep.c:0336              0.00  0.0%        0.00  0.0%        0.00       0.00
 PMgrav                            2.00 24.8%        0.11 27.8%        0.10       0.11
  Misc@petapm.c:0263                0.01  0.1%        0.00  0.1%        0.00       0.00
  Misc@petapm.c:0345                0.00  0.0%        0.00  0.0%        0.00       0.00
  Regions@gravpm.c:0188             0.00  0.0%        0.00  0.0%        0.00       0.00
  c2r@petapm.c:0336                 1.00 12.4%        0.05 13.8%        0.05       0.06
  calc@petapm.c:0332                0.12  1.5%        0.01  1.7%        0.01       0.01
  cic@petapm.c:0265                 0.01  0.2%        0.00  0.2%        0.00       0.00
  comm2@petapm.c:0286               0.09  1.1%        0.00  1.3%        0.00       0.01
  comm@petapm.c:0269                0.05  0.6%        0.00  0.8%        0.00       0.00
  comm@petapm.c:0340                0.37  4.5%        0.02  5.1%        0.02       0.02
  r2c@petapm.c:0308                 0.29  3.6%        0.02  4.0%        0.01       0.02
  readout@petapm.c:0343             0.06  0.7%        0.00  0.9%        0.00       0.01
 Timeline                          0.08  1.0%        0.00  0.6%        0.00       0.00
  Active@timestep.c:0815            0.04  0.5%        0.00  0.4%        0.00       0.00
  HalfKick                          0.01  0.1%        0.00  0.1%        0.00       0.00
   Long@timestep.c:0402              0.00  0.1%        0.00  0.0%        0.00       0.00
   Short@timestep.c:0379             0.00  0.0%        0.00  0.0%        0.00       0.00
 Timeline@timestep.c:0311          0.03  0.4%        0.00  0.1%        0.00       0.00
 Tree                              5.40 67.1%        0.25 66.0%        0.25       0.25
  Build                             0.08  1.0%        0.00  0.7%        0.00       0.00
   Moments@forcetree.c:0152          0.06  0.8%        0.00  0.6%        0.00       0.00
   Nodes@forcetree.c:0203            0.02  0.2%        0.00  0.1%        0.00       0.00
  Misc@gravshort-tree.c:0165        0.02  0.3%        0.00  0.3%        0.00       0.00
  PostProcess@gravshort-tree.c:0157        0.00  0.0%        0.00  0.0%        0.00       0.00
  Recv@gravshort-tree.c:0159        0.35  4.3%        0.01  3.7%        0.00       0.02
  Send@gravshort-tree.c:0158        0.07  0.9%        0.00  1.1%        0.00       0.00
  Wait1@gravshort-tree.c:0160        0.37  4.6%        0.01  2.1%        0.00       0.02
  Wait2@gravshort-tree.c:0161        0.01  0.1%        0.00  0.1%        0.00       0.00
  Walk1@gravshort-tree.c:0155        3.37 41.8%        0.17 44.1%        0.16       0.18
  Walk2@gravshort-tree.c:0156        1.13 14.0%        0.05 13.7%        0.05       0.06
Step 24, Time: 0.0260856, MPIs: 8 Threads: 14 Elapsed: 8.07668
                                   8.08 100.0%        0.02 110.1%        0.02       0.03
 Domain                            0.36  4.5%        0.00  6.3%        0.00       0.00
  Decompose                         0.01  0.2%        0.00  0.0%        0.00       0.00
   Misc@domain.c:0355                0.00  0.0%        0.00  0.0%        0.00       0.00
   Sumcost@domain.c:0407             0.01  0.1%        0.00  0.0%        0.00       0.00
   assignbalance@domain.c:0412        0.00  0.0%        0.00  0.0%        0.00       0.00
   memorybound@domain.c:0418         0.00  0.0%        0.00  0.0%        0.00       0.00
  DetermineTopTree                  0.18  2.2%        0.00  0.0%        0.00       0.00
   Addnodes@domain.c:1211            0.00  0.0%        0.00  0.0%        0.00       0.00
   Combine@domain.c:1199             0.01  0.1%        0.00  0.0%        0.00       0.00
   CreateLeaves@domain.c:0378        0.00  0.0%        0.00  0.0%        0.00       0.00
   LocalRefine                       0.00  0.0%        0.00  0.0%        0.00       0.00
    Init@domain.c:1159                0.00  0.0%        0.00  0.0%        0.00       0.00
    truncate@domain.c:1177            0.00  0.0%        0.00  0.0%        0.00       0.00
   Misc@domain.c:1150                0.00  0.0%        0.00  0.0%        0.00       0.00
   Sort@domain.c:0950                0.16  2.0%        0.00  0.0%        0.00       0.00
  PeanoSort@domain.c:0229           0.08  1.0%        0.00  0.0%        0.00       0.00
  exchange                          0.09  1.1%        0.00  6.3%        0.00       0.00
   alltoall@exchange.c:0354          0.05  0.6%        0.00  0.5%        0.00       0.00
   finalize@exchange.c:0377          0.00  0.0%        0.00  0.0%        0.00       0.00
   garbage@exchange.c:0254           0.00  0.0%        0.00  0.0%        0.00       0.00
   init@exchange.c:0115              0.00  0.0%        0.00  0.0%        0.00       0.00
   makebuf@exchange.c:0243           0.01  0.2%        0.00  1.0%        0.00       0.00
   togo@exchange.c:0130              0.00  0.0%        0.00  0.0%        0.00       0.00
   togo@exchange.c:0137              0.02  0.3%        0.00  4.7%        0.00       0.00
  All@drift.c:0110                  0.01  0.1%        0.00  0.0%        0.00       0.00
 Init@init.c:0256                  0.05  0.6%        0.00  0.0%        0.00       0.00
 LongRange@gravpm.c:0097           0.03  0.3%        0.00  0.0%        0.00       0.00
 Misc@checkpoint.c:0026            0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@domain.c:0168                0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@domain.c:0238                0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@drift.c:0094                 0.03  0.3%        0.00  0.0%        0.00       0.00
 Misc@forcetree.c:0147             0.04  0.5%        0.00  8.2%        0.00       0.00
 Misc@gravshort-tree.c:0138        0.00  0.0%        0.00  0.4%        0.00       0.00
 Misc@gravshort-tree.c:0144        0.00  0.0%        0.00  0.2%        0.00       0.00
 Misc@run.c:0153                   0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@timestep.c:0187              0.06  0.8%        0.00 11.6%        0.00       0.00
 Misc@timestep.c:0336              0.00  0.0%        0.00  0.3%        0.00       0.00
 PMgrav                            2.00 24.7%        0.00  0.0%        0.00       0.00
  Misc@petapm.c:0263                0.01  0.1%        0.00  0.0%        0.00       0.00
  Misc@petapm.c:0345                0.00  0.0%        0.00  0.0%        0.00       0.00
  Regions@gravpm.c:0188             0.00  0.0%        0.00  0.0%        0.00       0.00
  c2r@petapm.c:0336                 1.00 12.4%        0.00  0.0%        0.00       0.00
  calc@petapm.c:0332                0.12  1.5%        0.00  0.0%        0.00       0.00
  cic@petapm.c:0265                 0.01  0.2%        0.00  0.0%        0.00       0.00
  comm2@petapm.c:0286               0.09  1.1%        0.00  0.0%        0.00       0.00
  comm@petapm.c:0269                0.05  0.6%        0.00  0.0%        0.00       0.00
  comm@petapm.c:0340                0.37  4.5%        0.00  0.0%        0.00       0.00
  r2c@petapm.c:0308                 0.29  3.6%        0.00  0.0%        0.00       0.00
  readout@petapm.c:0343             0.06  0.7%        0.00  0.0%        0.00       0.00
 Timeline                          0.08  1.0%        0.00  8.9%        0.00       0.00
  Active@timestep.c:0815            0.04  0.5%        0.00  2.3%        0.00       0.00
  HalfKick                          0.01  0.1%        0.00  0.6%        0.00       0.00
   Long@timestep.c:0402              0.00  0.1%        0.00  0.2%        0.00       0.00
   Short@timestep.c:0379             0.00  0.1%        0.00  0.5%        0.00       0.00
 Timeline@timestep.c:0311          0.03  0.4%        0.00  5.9%        0.00       0.00
 Tree                              5.42 67.1%        0.02 74.1%        0.02       0.02
  Build                             0.08  1.0%        0.00 16.4%        0.00       0.00
   Moments@forcetree.c:0152          0.06  0.8%        0.00 11.4%        0.00       0.00
   Nodes@forcetree.c:0203            0.02  0.2%        0.00  5.0%        0.00       0.00
  Misc@gravshort-tree.c:0165        0.02  0.3%        0.00  0.5%        0.00       0.00
  PostProcess@gravshort-tree.c:0157        0.00  0.0%        0.00  0.0%        0.00       0.00
  Recv@gravshort-tree.c:0159        0.35  4.4%        0.00 11.5%        0.00       0.00
  Send@gravshort-tree.c:0158        0.08  0.9%        0.00  2.2%        0.00       0.00
  Wait1@gravshort-tree.c:0160        0.38  4.7%        0.00 15.2%        0.00       0.01
  Wait2@gravshort-tree.c:0161        0.01  0.1%        0.00  0.3%        0.00       0.00
  Walk1@gravshort-tree.c:0155        3.37 41.7%        0.00 17.0%        0.00       0.01
  Walk2@gravshort-tree.c:0156        1.13 14.0%        0.00 11.0%        0.00       0.00
Step 25, Time: 0.02681, MPIs: 8 Threads: 14 Elapsed: 8.50482
                                   8.50 100.0%        0.43 99.4%        0.42       0.43
 Domain                            0.38  4.4%        0.02  4.0%        0.02       0.02
  Decompose                         0.02  0.2%        0.00  0.2%        0.00       0.00
   Misc@domain.c:0355                0.00  0.0%        0.00  0.1%        0.00       0.00
   Sumcost@domain.c:0407             0.01  0.1%        0.00  0.1%        0.00       0.00
   assignbalance@domain.c:0412        0.00  0.0%        0.00  0.0%        0.00       0.00
   memorybound@domain.c:0418         0.00  0.0%        0.00  0.0%        0.00       0.00
  DetermineTopTree                  0.19  2.2%        0.01  2.4%        0.01       0.01
   Addnodes@domain.c:1211            0.00  0.0%        0.00  0.0%        0.00       0.00
   Combine@domain.c:1199             0.01  0.1%        0.00  0.1%        0.00       0.00
   CreateLeaves@domain.c:0378        0.00  0.0%        0.00  0.1%        0.00       0.00
   LocalRefine                       0.00  0.0%        0.00  0.0%        0.00       0.00
    Init@domain.c:1159                0.00  0.0%        0.00  0.0%        0.00       0.00
    truncate@domain.c:1177            0.00  0.0%        0.00  0.0%        0.00       0.00
   Misc@domain.c:1150                0.00  0.0%        0.00  0.0%        0.00       0.00
   Sort@domain.c:0950                0.17  2.0%        0.01  2.2%        0.01       0.01
  PeanoSort@domain.c:0229           0.09  1.0%        0.00  1.0%        0.00       0.00
  exchange                          0.09  1.0%        0.00  0.4%        0.00       0.00
   alltoall@exchange.c:0354          0.05  0.6%        0.00  0.2%        0.00       0.00
   finalize@exchange.c:0377          0.00  0.0%        0.00  0.0%        0.00       0.00
   garbage@exchange.c:0254           0.00  0.0%        0.00  0.0%        0.00       0.00
   init@exchange.c:0115              0.00  0.0%        0.00  0.0%        0.00       0.00
   makebuf@exchange.c:0243           0.01  0.2%        0.00  0.1%        0.00       0.00
   togo@exchange.c:0130              0.00  0.0%        0.00  0.0%        0.00       0.00
   togo@exchange.c:0137              0.02  0.3%        0.00  0.2%        0.00       0.00
  All@drift.c:0110                  0.01  0.1%        0.00  0.1%        0.00       0.00
 Init@init.c:0256                  0.05  0.6%        0.00  0.0%        0.00       0.00
 LongRange@gravpm.c:0097           0.03  0.3%        0.00  0.3%        0.00       0.00
 Misc@checkpoint.c:0026            0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@domain.c:0168                0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@domain.c:0238                0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@drift.c:0094                 0.03  0.3%        0.00  0.3%        0.00       0.00
 Misc@forcetree.c:0147             0.04  0.5%        0.00  0.3%        0.00       0.00
 Misc@gravshort-tree.c:0138        0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@gravshort-tree.c:0144        0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@run.c:0153                   0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@timestep.c:0187              0.06  0.8%        0.00  0.1%        0.00       0.00
 Misc@timestep.c:0336              0.00  0.0%        0.00  0.0%        0.00       0.00
 PMgrav                            2.10 24.7%        0.11 24.7%        0.10       0.11
  Misc@petapm.c:0263                0.01  0.1%        0.00  0.1%        0.00       0.00
  Misc@petapm.c:0345                0.00  0.0%        0.00  0.0%        0.00       0.00
  Regions@gravpm.c:0188             0.00  0.0%        0.00  0.0%        0.00       0.00
  c2r@petapm.c:0336                 1.05 12.4%        0.05 12.2%        0.05       0.06
  calc@petapm.c:0332                0.13  1.5%        0.01  1.6%        0.01       0.01
  cic@petapm.c:0265                 0.01  0.2%        0.00  0.2%        0.00       0.00
  comm2@petapm.c:0286               0.09  1.1%        0.01  1.2%        0.00       0.01
  comm@petapm.c:0269                0.05  0.6%        0.00  0.7%        0.00       0.00
  comm@petapm.c:0340                0.38  4.5%        0.02  4.2%        0.01       0.02
  r2c@petapm.c:0308                 0.31  3.6%        0.02  3.7%        0.01       0.02
  readout@petapm.c:0343             0.06  0.7%        0.00  0.7%        0.00       0.01
 Timeline                          0.08  1.0%        0.00  0.4%        0.00       0.00
  Active@timestep.c:0815            0.04  0.5%        0.00  0.3%        0.00       0.00
  HalfKick                          0.01  0.1%        0.00  0.1%        0.00       0.00
   Long@timestep.c:0402              0.00  0.1%        0.00  0.0%        0.00       0.00
   Short@timestep.c:0379             0.00  0.0%        0.00  0.0%        0.00       0.00
 Timeline@timestep.c:0311          0.03  0.4%        0.00  0.1%        0.00       0.00
 Tree                              5.71 67.2%        0.30 69.2%        0.30       0.30
  Build                             0.09  1.0%        0.00  0.7%        0.00       0.00
   Moments@forcetree.c:0152          0.07  0.8%        0.00  0.6%        0.00       0.00
   Nodes@forcetree.c:0203            0.02  0.2%        0.00  0.1%        0.00       0.00
  Misc@gravshort-tree.c:0165        0.02  0.3%        0.00  0.3%        0.00       0.00
  PostProcess@gravshort-tree.c:0157        0.00  0.0%        0.00  0.0%        0.00       0.00
  Recv@gravshort-tree.c:0159        0.37  4.4%        0.02  4.9%        0.00       0.04
  Send@gravshort-tree.c:0158        0.08  0.9%        0.00  1.0%        0.00       0.00
  Wait1@gravshort-tree.c:0160        0.39  4.6%        0.02  3.7%        0.00       0.04
  Wait2@gravshort-tree.c:0161        0.01  0.1%        0.00  0.1%        0.00       0.00
  Walk1@gravshort-tree.c:0155        3.55 41.8%        0.18 42.6%        0.16       0.20
  Walk2@gravshort-tree.c:0156        1.20 14.1%        0.07 16.0%        0.05       0.09
Step 26, Time: 0.0275546, MPIs: 8 Threads: 14 Elapsed: 8.53654
                                   8.54 100.0%        0.03 108.4%        0.03       0.03
 Domain                            0.38  4.4%        0.00  4.6%        0.00       0.00
  Decompose                         0.02  0.2%        0.00  0.0%        0.00       0.00
   Misc@domain.c:0355                0.00  0.0%        0.00  0.0%        0.00       0.00
   Sumcost@domain.c:0407             0.01  0.1%        0.00  0.0%        0.00       0.00
   assignbalance@domain.c:0412        0.00  0.0%        0.00  0.0%        0.00       0.00
   memorybound@domain.c:0418         0.00  0.0%        0.00  0.0%        0.00       0.00
  DetermineTopTree                  0.19  2.2%        0.00  0.0%        0.00       0.00
   Addnodes@domain.c:1211            0.00  0.0%        0.00  0.0%        0.00       0.00
   Combine@domain.c:1199             0.01  0.1%        0.00  0.0%        0.00       0.00
   CreateLeaves@domain.c:0378        0.00  0.0%        0.00  0.0%        0.00       0.00
   LocalRefine                       0.00  0.0%        0.00  0.0%        0.00       0.00
    Init@domain.c:1159                0.00  0.0%        0.00  0.0%        0.00       0.00
    truncate@domain.c:1177            0.00  0.0%        0.00  0.0%        0.00       0.00
   Misc@domain.c:1150                0.00  0.0%        0.00  0.0%        0.00       0.00
   Sort@domain.c:0950                0.17  2.0%        0.00  0.0%        0.00       0.00
  PeanoSort@domain.c:0229           0.09  1.0%        0.00  0.0%        0.00       0.00
  exchange                          0.09  1.0%        0.00  4.6%        0.00       0.00
   alltoall@exchange.c:0354          0.05  0.6%        0.00  0.5%        0.00       0.00
   finalize@exchange.c:0377          0.00  0.0%        0.00  0.0%        0.00       0.00
   garbage@exchange.c:0254           0.00  0.0%        0.00  0.0%        0.00       0.00
   init@exchange.c:0115              0.00  0.0%        0.00  0.0%        0.00       0.00
   makebuf@exchange.c:0243           0.01  0.2%        0.00  0.5%        0.00       0.00
   togo@exchange.c:0130              0.00  0.0%        0.00  0.0%        0.00       0.00
   togo@exchange.c:0137              0.02  0.3%        0.00  3.5%        0.00       0.00
  All@drift.c:0110                  0.01  0.1%        0.00  0.0%        0.00       0.00
 Init@init.c:0256                  0.05  0.6%        0.00  0.0%        0.00       0.00
 LongRange@gravpm.c:0097           0.03  0.3%        0.00  0.0%        0.00       0.00
 Misc@checkpoint.c:0026            0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@domain.c:0168                0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@domain.c:0238                0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@drift.c:0094                 0.03  0.3%        0.00  0.0%        0.00       0.00
 Misc@forcetree.c:0147             0.04  0.5%        0.00  4.9%        0.00       0.00
 Misc@gravshort-tree.c:0138        0.00  0.0%        0.00  0.2%        0.00       0.00
 Misc@gravshort-tree.c:0144        0.00  0.0%        0.00  0.1%        0.00       0.00
 Misc@run.c:0153                   0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@timestep.c:0187              0.07  0.8%        0.00  9.6%        0.00       0.00
 Misc@timestep.c:0336              0.00  0.0%        0.00  0.2%        0.00       0.00
 PMgrav                            2.10 24.6%        0.00  0.0%        0.00       0.00
  Misc@petapm.c:0263                0.01  0.1%        0.00  0.0%        0.00       0.00
  Misc@petapm.c:0345                0.00  0.0%        0.00  0.0%        0.00       0.00
  Regions@gravpm.c:0188             0.00  0.0%        0.00  0.0%        0.00       0.00
  c2r@petapm.c:0336                 1.05 12.3%        0.00  0.0%        0.00       0.00
  calc@petapm.c:0332                0.13  1.5%        0.00  0.0%        0.00       0.00
  cic@petapm.c:0265                 0.01  0.2%        0.00  0.0%        0.00       0.00
  comm2@petapm.c:0286               0.09  1.1%        0.00  0.0%        0.00       0.00
  comm@petapm.c:0269                0.05  0.6%        0.00  0.0%        0.00       0.00
  comm@petapm.c:0340                0.38  4.5%        0.00  0.0%        0.00       0.00
  r2c@petapm.c:0308                 0.31  3.6%        0.00  0.0%        0.00       0.00
  readout@petapm.c:0343             0.06  0.7%        0.00  0.0%        0.00       0.00
 Timeline                          0.09  1.0%        0.00  7.3%        0.00       0.00
  Active@timestep.c:0815            0.04  0.5%        0.00  1.6%        0.00       0.00
  HalfKick                          0.01  0.1%        0.00  0.5%        0.00       0.00
   Long@timestep.c:0402              0.00  0.1%        0.00  0.1%        0.00       0.00
   Short@timestep.c:0379             0.00  0.1%        0.00  0.4%        0.00       0.00
 Timeline@timestep.c:0311          0.03  0.4%        0.00  5.2%        0.00       0.00
 Tree                              5.74 67.2%        0.03 81.4%        0.03       0.03
  Build                             0.09  1.0%        0.00 10.2%        0.00       0.00
   Moments@forcetree.c:0152          0.07  0.8%        0.00  8.5%        0.00       0.00
   Nodes@forcetree.c:0203            0.02  0.2%        0.00  1.7%        0.00       0.00
  Misc@gravshort-tree.c:0165        0.02  0.3%        0.00  0.4%        0.00       0.00
  PostProcess@gravshort-tree.c:0157        0.00  0.0%        0.00  0.0%        0.00       0.00
  Recv@gravshort-tree.c:0159        0.38  4.4%        0.00 15.2%        0.00       0.01
  Send@gravshort-tree.c:0158        0.08  0.9%        0.00  2.0%        0.00       0.00
  Wait1@gravshort-tree.c:0160        0.40  4.7%        0.01 17.1%        0.00       0.01
  Wait2@gravshort-tree.c:0161        0.01  0.1%        0.00  0.3%        0.00       0.00
  Walk1@gravshort-tree.c:0155        3.56 41.7%        0.01 21.6%        0.00       0.01
  Walk2@gravshort-tree.c:0156        1.20 14.1%        0.00 14.5%        0.00       0.01
Step 27, Time: 0.0283199, MPIs: 8 Threads: 14 Elapsed: 9.00656
                                   9.00 100.0%        0.47 99.4%        0.47       0.47
 Domain                            0.40  4.4%        0.02  3.6%        0.02       0.02
  Decompose                         0.02  0.2%        0.00  0.1%        0.00       0.00
   Misc@domain.c:0355                0.00  0.0%        0.00  0.0%        0.00       0.00
   Sumcost@domain.c:0407             0.01  0.1%        0.00  0.1%        0.00       0.00
   assignbalance@domain.c:0412        0.00  0.0%        0.00  0.0%        0.00       0.00
   memorybound@domain.c:0418         0.00  0.0%        0.00  0.0%        0.00       0.00
  DetermineTopTree                  0.20  2.2%        0.01  2.0%        0.01       0.01
