Step 0, Time: 0.01, MPIs: 8 Threads: 14 Elapsed: 0.0805645
                                  22.94 100.0%        0.24 100.0%        0.24       0.24
 Domain                            0.80  3.5%        0.00  0.6%        0.00       0.00
  Decompose                         0.03  0.1%        0.00  0.0%        0.00       0.00
   Misc@domain.c:0355                0.01  0.0%        0.00  0.0%        0.00       0.00
   Sumcost@domain.c:0407             0.02  0.1%        0.00  0.0%        0.00       0.00
   assignbalance@domain.c:0412        0.01  0.0%        0.00  0.0%        0.00       0.00
   memorybound@domain.c:0418         0.00  0.0%        0.00  0.0%        0.00       0.00
  DetermineTopTree                  0.38  1.7%        0.00  0.0%        0.00       0.00
   Addnodes@domain.c:1211            0.00  0.0%        0.00  0.0%        0.00       0.00
   Combine@domain.c:1199             0.02  0.1%        0.00  0.0%        0.00       0.00
   CreateLeaves@domain.c:0378        0.01  0.0%        0.00  0.0%        0.00       0.00
   LocalRefine                       0.01  0.0%        0.00  0.0%        0.00       0.00
    Init@domain.c:1159                0.00  0.0%        0.00  0.0%        0.00       0.00
    truncate@domain.c:1177            0.00  0.0%        0.00  0.0%        0.00       0.00
   Misc@domain.c:1150                0.00  0.0%        0.00  0.0%        0.00       0.00
   Sort@domain.c:0950                0.35  1.5%        0.00  0.0%        0.00       0.00
  PeanoSort@domain.c:0229           0.19  0.8%        0.00  0.0%        0.00       0.00
  exchange                          0.20  0.9%        0.00  0.6%        0.00       0.00
   alltoall@exchange.c:0354          0.08  0.4%        0.00  0.1%        0.00       0.00
   finalize@exchange.c:0377          0.00  0.0%        0.00  0.0%        0.00       0.00
   garbage@exchange.c:0254           0.00  0.0%        0.00  0.0%        0.00       0.00
   init@exchange.c:0115              0.00  0.0%        0.00  0.0%        0.00       0.00
   makebuf@exchange.c:0243           0.03  0.1%        0.00  0.0%        0.00       0.00
   togo@exchange.c:0130              0.00  0.0%        0.00  0.0%        0.00       0.00
   togo@exchange.c:0137              0.08  0.4%        0.00  0.5%        0.00       0.00
  All@drift.c:0110                  0.02  0.1%        0.00  0.0%        0.00       0.00
 Init@init.c:0256                  0.05  0.2%        0.00  0.0%        0.00       0.00
 LongRange@gravpm.c:0097           0.06  0.3%        0.00  0.0%        0.00       0.00
 Misc@checkpoint.c:0026            0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@domain.c:0168                0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@domain.c:0238                0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@drift.c:0094                 0.06  0.2%        0.00  0.0%        0.00       0.00
 Misc@forcetree.c:0147             0.14  0.6%        0.00  0.6%        0.00       0.00
 Misc@gravshort-tree.c:0138        0.01  0.0%        0.00  0.0%        0.00       0.00
 Misc@gravshort-tree.c:0144        0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@run.c:0153                   0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@timestep.c:0187              0.18  0.8%        0.00  0.1%        0.00       0.00
 Misc@timestep.c:0336              0.00  0.0%        0.00  0.0%        0.00       0.00
 PMgrav                            4.77 20.8%        0.00  0.0%        0.00       0.00
  Misc@petapm.c:0263                0.02  0.1%        0.00  0.0%        0.00       0.00
  Misc@petapm.c:0345                0.00  0.0%        0.00  0.0%        0.00       0.00
  Regions@gravpm.c:0188             0.01  0.0%        0.00  0.0%        0.00       0.00
  c2r@petapm.c:0336                 2.37 10.3%        0.00  0.0%        0.00       0.00
  calc@petapm.c:0332                0.29  1.3%        0.00  0.0%        0.00       0.00
  cic@petapm.c:0265                 0.03  0.1%        0.00  0.0%        0.00       0.00
  comm2@petapm.c:0286               0.21  0.9%        0.00  0.0%        0.00       0.00
  comm@petapm.c:0269                0.13  0.6%        0.00  0.0%        0.00       0.00
  comm@petapm.c:0340                0.89  3.9%        0.00  0.0%        0.00       0.00
  r2c@petapm.c:0308                 0.69  3.0%        0.00  0.0%        0.00       0.00
  readout@petapm.c:0343             0.14  0.6%        0.00  0.0%        0.00       0.00
 Timeline                          0.22  0.9%        0.00  0.5%        0.00       0.00
  Active@timestep.c:0815            0.10  0.4%        0.00  0.3%        0.00       0.00
  HalfKick                          0.02  0.1%        0.00  0.0%        0.00       0.00
   Long@timestep.c:0402              0.01  0.1%        0.00  0.0%        0.00       0.00
   Short@timestep.c:0379             0.01  0.1%        0.00  0.0%        0.00       0.00
 Timeline@timestep.c:0311          0.09  0.4%        0.00  0.2%        0.00       0.00
 Tree                             16.63 72.5%        0.24 98.1%        0.24       0.24
  Build                             0.36  1.6%        0.01  2.1%        0.01       0.01
   Moments@forcetree.c:0152          0.31  1.3%        0.00  1.9%        0.00       0.00
   Nodes@forcetree.c:0203            0.05  0.2%        0.00  0.2%        0.00       0.00
  Misc@gravshort-tree.c:0165        0.07  0.3%        0.00  0.5%        0.00       0.00
  PostProcess@gravshort-tree.c:0157        0.01  0.0%        0.00  0.1%        0.00       0.00
  Recv@gravshort-tree.c:0159        1.33  5.8%        0.02  8.7%        0.00       0.03
  Send@gravshort-tree.c:0158        0.23  1.0%        0.00  1.6%        0.00       0.00
  Wait1@gravshort-tree.c:0160        1.55  6.8%        0.01  6.2%        0.00       0.06
  Wait2@gravshort-tree.c:0161        0.02  0.1%        0.00  0.1%        0.00       0.00
  Walk1@gravshort-tree.c:0155        9.74 42.5%        0.14 59.2%        0.09       0.16
  Walk2@gravshort-tree.c:0156        3.32 14.5%        0.05 19.6%        0.04       0.07
Step 84, Time: 0.0984945, MPIs: 8 Threads: 14 Elapsed: 22.9537
                                  22.95 100.0%        0.01 100.5%        0.01       0.01
 Domain                            0.80  3.5%        0.00  9.3%        0.00       0.00
  Decompose                         0.03  0.1%        0.00  0.0%        0.00       0.00
   Misc@domain.c:0355                0.01  0.0%        0.00  0.0%        0.00       0.00
   Sumcost@domain.c:0407             0.02  0.1%        0.00  0.0%        0.00       0.00
   assignbalance@domain.c:0412        0.01  0.0%        0.00  0.0%        0.00       0.00
   memorybound@domain.c:0418         0.00  0.0%        0.00  0.0%        0.00       0.00
  DetermineTopTree                  0.38  1.7%        0.00  0.0%        0.00       0.00
   Addnodes@domain.c:1211            0.00  0.0%        0.00  0.0%        0.00       0.00
   Combine@domain.c:1199             0.02  0.1%        0.00  0.0%        0.00       0.00
   CreateLeaves@domain.c:0378        0.01  0.0%        0.00  0.0%        0.00       0.00
   LocalRefine                       0.01  0.0%        0.00  0.0%        0.00       0.00
    Init@domain.c:1159                0.00  0.0%        0.00  0.0%        0.00       0.00
    truncate@domain.c:1177            0.00  0.0%        0.00  0.0%        0.00       0.00
   Misc@domain.c:1150                0.00  0.0%        0.00  0.0%        0.00       0.00
   Sort@domain.c:0950                0.35  1.5%        0.00  0.0%        0.00       0.00
  PeanoSort@domain.c:0229           0.19  0.8%        0.00  0.0%        0.00       0.00
  exchange                          0.20  0.9%        0.00  9.3%        0.00       0.00
   alltoall@exchange.c:0354          0.08  0.4%        0.00  1.1%        0.00       0.00
   finalize@exchange.c:0377          0.00  0.0%        0.00  0.0%        0.00       0.00
   garbage@exchange.c:0254           0.00  0.0%        0.00  0.0%        0.00       0.00
   init@exchange.c:0115              0.00  0.0%        0.00  0.0%        0.00       0.00
   makebuf@exchange.c:0243           0.03  0.1%        0.00  1.0%        0.00       0.00
   togo@exchange.c:0130              0.00  0.0%        0.00  0.0%        0.00       0.00
   togo@exchange.c:0137              0.08  0.4%        0.00  7.2%        0.00       0.00
  All@drift.c:0110                  0.02  0.1%        0.00  0.0%        0.00       0.00
 Init@init.c:0256                  0.05  0.2%        0.00  0.0%        0.00       0.00
 LongRange@gravpm.c:0097           0.06  0.3%        0.00  0.0%        0.00       0.00
 Misc@checkpoint.c:0026            0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@domain.c:0168                0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@domain.c:0238                0.00  0.0%        0.00  0.1%        0.00       0.00
 Misc@drift.c:0094                 0.06  0.2%        0.00  0.0%        0.00       0.00
 Misc@forcetree.c:0147             0.15  0.6%        0.00 10.4%        0.00       0.00
 Misc@gravshort-tree.c:0138        0.01  0.0%        0.00  0.5%        0.00       0.00
 Misc@gravshort-tree.c:0144        0.00  0.0%        0.00  0.3%        0.00       0.00
 Misc@run.c:0153                   0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@timestep.c:0187              0.18  0.8%        0.00  2.7%        0.00       0.00
 Misc@timestep.c:0336              0.00  0.0%        0.00  0.5%        0.00       0.00
 PMgrav                            4.77 20.8%        0.00  0.0%        0.00       0.00
  Misc@petapm.c:0263                0.02  0.1%        0.00  0.0%        0.00       0.00
  Misc@petapm.c:0345                0.00  0.0%        0.00  0.0%        0.00       0.00
  Regions@gravpm.c:0188             0.01  0.0%        0.00  0.0%        0.00       0.00
  c2r@petapm.c:0336                 2.37 10.3%        0.00  0.0%        0.00       0.00
  calc@petapm.c:0332                0.29  1.3%        0.00  0.0%        0.00       0.00
  cic@petapm.c:0265                 0.03  0.1%        0.00  0.0%        0.00       0.00
  comm2@petapm.c:0286               0.21  0.9%        0.00  0.0%        0.00       0.00
  comm@petapm.c:0269                0.13  0.6%        0.00  0.0%        0.00       0.00
  comm@petapm.c:0340                0.89  3.9%        0.00  0.0%        0.00       0.00
  r2c@petapm.c:0308                 0.69  3.0%        0.00  0.0%        0.00       0.00
  readout@petapm.c:0343             0.14  0.6%        0.00  0.0%        0.00       0.00
 Timeline                          0.22  0.9%        0.00  8.3%        0.00       0.00
  Active@timestep.c:0815            0.10  0.4%        0.00  3.2%        0.00       0.00
  HalfKick                          0.03  0.1%        0.00  0.7%        0.00       0.00
   Long@timestep.c:0402              0.01  0.1%        0.00  0.0%        0.00       0.00
   Short@timestep.c:0379             0.01  0.1%        0.00  0.7%        0.00       0.00
 Timeline@timestep.c:0311          0.09  0.4%        0.00  4.4%        0.00       0.00
 Tree                             16.64 72.5%        0.01 68.4%        0.01       0.01
  Build                             0.36  1.6%        0.00 38.0%        0.00       0.00
   Moments@forcetree.c:0152          0.31  1.3%        0.00 34.3%        0.00       0.00
   Nodes@forcetree.c:0203            0.05  0.2%        0.00  3.7%        0.00       0.00
  Misc@gravshort-tree.c:0165        0.07  0.3%        0.00  0.6%        0.00       0.00
  PostProcess@gravshort-tree.c:0157        0.01  0.0%        0.00  0.0%        0.00       0.00
  Recv@gravshort-tree.c:0159        1.33  5.8%        0.00  6.2%        0.00       0.00
  Send@gravshort-tree.c:0158        0.23  1.0%        0.00  1.7%        0.00       0.00
  Wait1@gravshort-tree.c:0160        1.55  6.8%        0.00  7.2%        0.00       0.00
  Wait2@gravshort-tree.c:0161        0.02  0.1%        0.00  0.3%        0.00       0.00
  Walk1@gravshort-tree.c:0155        9.74 42.4%        0.00  8.9%        0.00       0.00
  Walk2@gravshort-tree.c:0156        3.32 14.5%        0.00  5.3%        0.00       0.00
Step 85, Time: 0.0998529, MPIs: 8 Threads: 14 Elapsed: 23.3405
                                  23.34 100.0%        0.38 99.4%        0.38       0.39
 Domain                            0.81  3.5%        0.01  3.6%        0.01       0.01
  Decompose                         0.03  0.1%        0.00  0.1%        0.00       0.00
   Misc@domain.c:0355                0.01  0.0%        0.00  0.0%        0.00       0.00
   Sumcost@domain.c:0407             0.02  0.1%        0.00  0.1%        0.00       0.00
   assignbalance@domain.c:0412        0.01  0.0%        0.00  0.0%        0.00       0.00
   memorybound@domain.c:0418         0.00  0.0%        0.00  0.0%        0.00       0.00
  DetermineTopTree                  0.39  1.7%        0.01  2.1%        0.01       0.01
   Addnodes@domain.c:1211            0.00  0.0%        0.00  0.0%        0.00       0.00
   Combine@domain.c:1199             0.02  0.1%        0.00  0.1%        0.00       0.00
   CreateLeaves@domain.c:0378        0.01  0.0%        0.00  0.0%        0.00       0.00
   LocalRefine                       0.01  0.0%        0.00  0.0%        0.00       0.00
    Init@domain.c:1159                0.00  0.0%        0.00  0.0%        0.00       0.00
    truncate@domain.c:1177            0.00  0.0%        0.00  0.0%        0.00       0.00
   Misc@domain.c:1150                0.00  0.0%        0.00  0.0%        0.00       0.00
   Sort@domain.c:0950                0.36  1.5%        0.01  2.0%        0.01       0.01
  PeanoSort@domain.c:0229           0.19  0.8%        0.00  1.0%        0.00       0.00
  exchange                          0.20  0.9%        0.00  0.4%        0.00       0.00
   alltoall@exchange.c:0354          0.08  0.4%        0.00  0.2%        0.00       0.00
   finalize@exchange.c:0377          0.00  0.0%        0.00  0.0%        0.00       0.00
   garbage@exchange.c:0254           0.00  0.0%        0.00  0.0%        0.00       0.00
   init@exchange.c:0115              0.00  0.0%        0.00  0.0%        0.00       0.00
   makebuf@exchange.c:0243           0.03  0.1%        0.00  0.1%        0.00       0.00
   togo@exchange.c:0130              0.00  0.0%        0.00  0.0%        0.00       0.00
   togo@exchange.c:0137              0.08  0.4%        0.00  0.1%        0.00       0.00
  All@drift.c:0110                  0.02  0.1%        0.00  0.1%        0.00       0.00
 Init@init.c:0256                  0.05  0.2%        0.00  0.0%        0.00       0.00
 LongRange@gravpm.c:0097           0.06  0.3%        0.00  0.3%        0.00       0.00
 Misc@checkpoint.c:0026            0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@domain.c:0168                0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@domain.c:0238                0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@drift.c:0094                 0.06  0.2%        0.00  0.4%        0.00       0.00
 Misc@forcetree.c:0147             0.15  0.6%        0.00  0.3%        0.00       0.00
 Misc@gravshort-tree.c:0138        0.01  0.0%        0.00  0.0%        0.00       0.00
 Misc@gravshort-tree.c:0144        0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@run.c:0153                   0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@timestep.c:0187              0.18  0.8%        0.00  0.1%        0.00       0.00
 Misc@timestep.c:0336              0.00  0.0%        0.00  0.0%        0.00       0.00
 PMgrav                            4.87 20.9%        0.11 27.6%        0.10       0.11
  Misc@petapm.c:0263                0.02  0.1%        0.00  0.1%        0.00       0.00
  Misc@petapm.c:0345                0.00  0.0%        0.00  0.0%        0.00       0.00
  Regions@gravpm.c:0188             0.01  0.0%        0.00  0.1%        0.00       0.00
  c2r@petapm.c:0336                 2.42 10.4%        0.05 13.3%        0.05       0.06
  calc@petapm.c:0332                0.30  1.3%        0.01  1.7%        0.01       0.01
  cic@petapm.c:0265                 0.03  0.1%        0.00  0.2%        0.00       0.00
  comm2@petapm.c:0286               0.21  0.9%        0.01  1.3%        0.00       0.01
  comm@petapm.c:0269                0.13  0.6%        0.00  0.7%        0.00       0.00
  comm@petapm.c:0340                0.91  3.9%        0.02  5.1%        0.01       0.02
  r2c@petapm.c:0308                 0.71  3.0%        0.02  4.2%        0.01       0.02
  readout@petapm.c:0343             0.14  0.6%        0.00  0.9%        0.00       0.01
 Timeline                          0.22  0.9%        0.00  0.5%        0.00       0.00
  Active@timestep.c:0815            0.10  0.4%        0.00  0.3%        0.00       0.00
  HalfKick                          0.03  0.1%        0.00  0.1%        0.00       0.00
   Long@timestep.c:0402              0.01  0.1%        0.00  0.0%        0.00       0.00
   Short@timestep.c:0379             0.01  0.1%        0.00  0.0%        0.00       0.00
 Timeline@timestep.c:0311          0.09  0.4%        0.00  0.1%        0.00       0.00
 Tree                             16.90 72.4%        0.26 66.5%        0.26       0.26
  Build                             0.37  1.6%        0.00  1.2%        0.00       0.00
   Moments@forcetree.c:0152          0.31  1.3%        0.00  1.1%        0.00       0.00
   Nodes@forcetree.c:0203            0.06  0.2%        0.00  0.1%        0.00       0.00
  Misc@gravshort-tree.c:0165        0.07  0.3%        0.00  0.3%        0.00       0.00
  PostProcess@gravshort-tree.c:0157        0.01  0.0%        0.00  0.0%        0.00       0.00
  Recv@gravshort-tree.c:0159        1.35  5.8%        0.02  4.4%        0.00       0.04
  Send@gravshort-tree.c:0158        0.24  1.0%        0.01  1.3%        0.01       0.01
  Wait1@gravshort-tree.c:0160        1.58  6.8%        0.03  7.0%        0.00       0.06
  Wait2@gravshort-tree.c:0161        0.02  0.1%        0.00  0.1%        0.00       0.00
  Walk1@gravshort-tree.c:0155        9.89 42.4%        0.14 37.1%        0.11       0.17
  Walk2@gravshort-tree.c:0156        3.38 14.5%        0.06 15.0%        0.04       0.07
Step 86, Time: 0.10123, MPIs: 8 Threads: 14 Elapsed: 23.3607
                                  23.36 100.0%        0.02 111.3%        0.02       0.02
 Domain                            0.82  3.5%        0.00  6.8%        0.00       0.00
  Decompose                         0.03  0.1%        0.00  0.0%        0.00       0.00
   Misc@domain.c:0355                0.01  0.0%        0.00  0.0%        0.00       0.00
   Sumcost@domain.c:0407             0.02  0.1%        0.00  0.0%        0.00       0.00
   assignbalance@domain.c:0412        0.01  0.0%        0.00  0.0%        0.00       0.00
   memorybound@domain.c:0418         0.00  0.0%        0.00  0.0%        0.00       0.00
  DetermineTopTree                  0.39  1.7%        0.00  0.0%        0.00       0.00
   Addnodes@domain.c:1211            0.00  0.0%        0.00  0.0%        0.00       0.00
   Combine@domain.c:1199             0.02  0.1%        0.00  0.0%        0.00       0.00
   CreateLeaves@domain.c:0378        0.01  0.0%        0.00  0.0%        0.00       0.00
   LocalRefine                       0.01  0.0%        0.00  0.0%        0.00       0.00
    Init@domain.c:1159                0.00  0.0%        0.00  0.0%        0.00       0.00
    truncate@domain.c:1177            0.00  0.0%        0.00  0.0%        0.00       0.00
   Misc@domain.c:1150                0.00  0.0%        0.00  0.0%        0.00       0.00
   Sort@domain.c:0950                0.36  1.5%        0.00  0.0%        0.00       0.00
  PeanoSort@domain.c:0229           0.19  0.8%        0.00  0.0%        0.00       0.00
  exchange                          0.20  0.9%        0.00  6.8%        0.00       0.00
   alltoall@exchange.c:0354          0.08  0.4%        0.00  1.0%        0.00       0.00
   finalize@exchange.c:0377          0.00  0.0%        0.00  0.0%        0.00       0.00
   garbage@exchange.c:0254           0.00  0.0%        0.00  0.0%        0.00       0.00
   init@exchange.c:0115              0.00  0.0%        0.00  0.0%        0.00       0.00
   makebuf@exchange.c:0243           0.03  0.1%        0.00  0.5%        0.00       0.00
   togo@exchange.c:0130              0.00  0.0%        0.00  0.0%        0.00       0.00
   togo@exchange.c:0137              0.09  0.4%        0.00  5.3%        0.00       0.00
  All@drift.c:0110                  0.02  0.1%        0.00  0.0%        0.00       0.00
 Init@init.c:0256                  0.05  0.2%        0.00  0.0%        0.00       0.00
 LongRange@gravpm.c:0097           0.06  0.3%        0.00  0.0%        0.00       0.00
 Misc@checkpoint.c:0026            0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@domain.c:0168                0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@domain.c:0238                0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@drift.c:0094                 0.06  0.2%        0.00  0.0%        0.00       0.00
 Misc@forcetree.c:0147             0.15  0.6%        0.00  6.6%        0.00       0.00
 Misc@gravshort-tree.c:0138        0.01  0.0%        0.00  0.3%        0.00       0.00
 Misc@gravshort-tree.c:0144        0.00  0.0%        0.00  0.2%        0.00       0.00
 Misc@run.c:0153                   0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@timestep.c:0187              0.18  0.8%        0.00 12.6%        0.00       0.00
 Misc@timestep.c:0336              0.00  0.0%        0.00  0.3%        0.00       0.00
 PMgrav                            4.87 20.9%        0.00  0.0%        0.00       0.00
  Misc@petapm.c:0263                0.02  0.1%        0.00  0.0%        0.00       0.00
  Misc@petapm.c:0345                0.00  0.0%        0.00  0.0%        0.00       0.00
  Regions@gravpm.c:0188             0.01  0.0%        0.00  0.0%        0.00       0.00
  c2r@petapm.c:0336                 2.42 10.3%        0.00  0.0%        0.00       0.00
  calc@petapm.c:0332                0.30  1.3%        0.00  0.0%        0.00       0.00
  cic@petapm.c:0265                 0.03  0.1%        0.00  0.0%        0.00       0.00
  comm2@petapm.c:0286               0.21  0.9%        0.00  0.0%        0.00       0.00
  comm@petapm.c:0269                0.13  0.6%        0.00  0.0%        0.00       0.00
  comm@petapm.c:0340                0.91  3.9%        0.00  0.0%        0.00       0.00
  r2c@petapm.c:0308                 0.71  3.0%        0.00  0.0%        0.00       0.00
  readout@petapm.c:0343             0.14  0.6%        0.00  0.0%        0.00       0.00
 Timeline                          0.22  0.9%        0.00 10.0%        0.00       0.00
  Active@timestep.c:0815            0.10  0.4%        0.00  2.1%        0.00       0.00
  HalfKick                          0.03  0.1%        0.00  0.8%        0.00       0.00
   Long@timestep.c:0402              0.01  0.1%        0.00  0.2%        0.00       0.00
   Short@timestep.c:0379             0.01  0.1%        0.00  0.6%        0.00       0.00
 Timeline@timestep.c:0311          0.09  0.4%        0.00  7.2%        0.00       0.00
 Tree                             16.91 72.4%        0.01 74.5%        0.01       0.02
  Build                             0.38  1.6%        0.01 30.6%        0.01       0.01
   Moments@forcetree.c:0152          0.32  1.4%        0.01 27.9%        0.01       0.01
   Nodes@forcetree.c:0203            0.06  0.2%        0.00  2.7%        0.00       0.00
  Misc@gravshort-tree.c:0165        0.07  0.3%        0.00  0.5%        0.00       0.00
  PostProcess@gravshort-tree.c:0157        0.01  0.0%        0.00  0.0%        0.00       0.00
  Recv@gravshort-tree.c:0159        1.35  5.8%        0.00  8.7%        0.00       0.00
  Send@gravshort-tree.c:0158        0.24  1.0%        0.00  1.8%        0.00       0.00
  Wait1@gravshort-tree.c:0160        1.58  6.8%        0.00 10.2%        0.00       0.00
  Wait2@gravshort-tree.c:0161        0.02  0.1%        0.00  0.3%        0.00       0.00
  Walk1@gravshort-tree.c:0155        9.89 42.3%        0.00 12.7%        0.00       0.00
  Walk2@gravshort-tree.c:0156        3.38 14.5%        0.00  9.6%        0.00       0.00
Step 87, Time: 0.102626, MPIs: 8 Threads: 14 Elapsed: 23.5997
                                  23.60 100.0%        0.24 100.0%        0.24       0.24
 Domain                            0.82  3.5%        0.00  0.6%        0.00       0.00
  Decompose                         0.03  0.1%        0.00  0.0%        0.00       0.00
   Misc@domain.c:0355                0.01  0.0%        0.00  0.0%        0.00       0.00
   Sumcost@domain.c:0407             0.02  0.1%        0.00  0.0%        0.00       0.00
   assignbalance@domain.c:0412        0.01  0.0%        0.00  0.0%        0.00       0.00
   memorybound@domain.c:0418         0.00  0.0%        0.00  0.0%        0.00       0.00
  DetermineTopTree                  0.39  1.7%        0.00  0.0%        0.00       0.00
   Addnodes@domain.c:1211            0.00  0.0%        0.00  0.0%        0.00       0.00
   Combine@domain.c:1199             0.02  0.1%        0.00  0.0%        0.00       0.00
   CreateLeaves@domain.c:0378        0.01  0.0%        0.00  0.0%        0.00       0.00
   LocalRefine                       0.01  0.0%        0.00  0.0%        0.00       0.00
    Init@domain.c:1159                0.00  0.0%        0.00  0.0%        0.00       0.00
    truncate@domain.c:1177            0.00  0.0%        0.00  0.0%        0.00       0.00
   Misc@domain.c:1150                0.00  0.0%        0.00  0.0%        0.00       0.00
   Sort@domain.c:0950                0.36  1.5%        0.00  0.0%        0.00       0.00
  PeanoSort@domain.c:0229           0.19  0.8%        0.00  0.0%        0.00       0.00
  exchange                          0.21  0.9%        0.00  0.6%        0.00       0.00
   alltoall@exchange.c:0354          0.08  0.4%        0.00  0.1%        0.00       0.00
   finalize@exchange.c:0377          0.00  0.0%        0.00  0.0%        0.00       0.00
   garbage@exchange.c:0254           0.00  0.0%        0.00  0.0%        0.00       0.00
   init@exchange.c:0115              0.00  0.0%        0.00  0.0%        0.00       0.00
   makebuf@exchange.c:0243           0.03  0.1%        0.00  0.0%        0.00       0.00
   togo@exchange.c:0130              0.00  0.0%        0.00  0.0%        0.00       0.00
   togo@exchange.c:0137              0.09  0.4%        0.00  0.5%        0.00       0.00
  All@drift.c:0110                  0.02  0.1%        0.00  0.0%        0.00       0.00
 Init@init.c:0256                  0.05  0.2%        0.00  0.0%        0.00       0.00
 LongRange@gravpm.c:0097           0.06  0.3%        0.00  0.0%        0.00       0.00
 Misc@checkpoint.c:0026            0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@domain.c:0168                0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@domain.c:0238                0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@drift.c:0094                 0.06  0.2%        0.00  0.0%        0.00       0.00
 Misc@forcetree.c:0147             0.15  0.6%        0.00  0.6%        0.00       0.00
 Misc@gravshort-tree.c:0138        0.01  0.0%        0.00  0.0%        0.00       0.00
 Misc@gravshort-tree.c:0144        0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@run.c:0153                   0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@timestep.c:0187              0.18  0.8%        0.00  0.1%        0.00       0.00
 Misc@timestep.c:0336              0.00  0.0%        0.00  0.0%        0.00       0.00
 PMgrav                            4.87 20.7%        0.00  0.0%        0.00       0.00
  Misc@petapm.c:0263                0.02  0.1%        0.00  0.0%        0.00       0.00
  Misc@petapm.c:0345                0.00  0.0%        0.00  0.0%        0.00       0.00
  Regions@gravpm.c:0188             0.01  0.0%        0.00  0.0%        0.00       0.00
  c2r@petapm.c:0336                 2.42 10.2%        0.00  0.0%        0.00       0.00
  calc@petapm.c:0332                0.30  1.3%        0.00  0.0%        0.00       0.00
  cic@petapm.c:0265                 0.03  0.1%        0.00  0.0%        0.00       0.00
  comm2@petapm.c:0286               0.21  0.9%        0.00  0.0%        0.00       0.00
  comm@petapm.c:0269                0.13  0.5%        0.00  0.0%        0.00       0.00
  comm@petapm.c:0340                0.91  3.9%        0.00  0.0%        0.00       0.00
  r2c@petapm.c:0308                 0.71  3.0%        0.00  0.0%        0.00       0.00
  readout@petapm.c:0343             0.14  0.6%        0.00  0.0%        0.00       0.00
 Timeline                          0.22  0.9%        0.00  0.5%        0.00       0.00
  Active@timestep.c:0815            0.10  0.4%        0.00  0.3%        0.00       0.00
  HalfKick                          0.03  0.1%        0.00  0.0%        0.00       0.00
   Long@timestep.c:0402              0.01  0.1%        0.00  0.0%        0.00       0.00
   Short@timestep.c:0379             0.01  0.1%        0.00  0.0%        0.00       0.00
 Timeline@timestep.c:0311          0.09  0.4%        0.00  0.2%        0.00       0.00
 Tree                             17.15 72.7%        0.23 98.2%        0.23       0.23
  Build                             0.38  1.6%        0.01  2.6%        0.01       0.01
   Moments@forcetree.c:0152          0.33  1.4%        0.01  2.3%        0.01       0.01
   Nodes@forcetree.c:0203            0.06  0.2%        0.00  0.2%        0.00       0.00
  Misc@gravshort-tree.c:0165        0.07  0.3%        0.00  0.5%        0.00       0.00
  PostProcess@gravshort-tree.c:0157        0.01  0.0%        0.00  0.1%        0.00       0.00
  Recv@gravshort-tree.c:0159        1.38  5.8%        0.03 11.0%        0.00       0.03
  Send@gravshort-tree.c:0158        0.24  1.0%        0.00  1.6%        0.00       0.00
  Wait1@gravshort-tree.c:0160        1.60  6.8%        0.02  9.0%        0.00       0.04
  Wait2@gravshort-tree.c:0161        0.02  0.1%        0.00  0.1%        0.00       0.00
  Walk1@gravshort-tree.c:0155       10.02 42.5%        0.13 56.3%        0.12       0.16
  Walk2@gravshort-tree.c:0156        3.42 14.5%        0.04 17.1%        0.03       0.07
Step 88, Time: 0.104041, MPIs: 8 Threads: 14 Elapsed: 23.6167
                                  23.62 100.0%        0.02 100.4%        0.02       0.02
 Domain                            0.82  3.5%        0.00  6.5%        0.00       0.00
  Decompose                         0.03  0.1%        0.00  0.0%        0.00       0.00
   Misc@domain.c:0355                0.01  0.0%        0.00  0.0%        0.00       0.00
   Sumcost@domain.c:0407             0.02  0.1%        0.00  0.0%        0.00       0.00
   assignbalance@domain.c:0412        0.01  0.0%        0.00  0.0%        0.00       0.00
   memorybound@domain.c:0418         0.00  0.0%        0.00  0.0%        0.00       0.00
  DetermineTopTree                  0.39  1.7%        0.00  0.0%        0.00       0.00
