# in Mpc/h Units 
# D1 = 0.928988 
# k P N P(z=0)
0.0628319 8364.44 6 9692.07
0.0888577 4421.02 12 5122.74
0.108828 3812.78 8 4417.95
0.125664 4849.1 6 5618.76
0.140496 2924.9 24 3389.15
0.153906 1806.76 24 2093.54
0.177715 2232.45 12 2586.79
0.188496 1733.54 30 2008.69
0.198692 1973.39 24 2286.61
0.20839 1621.03 24 1878.32
0.217656 1305.45 8 1512.65
0.226543 792.92 24 918.775
0.235095 2119.64 48 2456.07
0.251327 1375.11 6 1593.38
0.262281 1178.82 84 1365.93
0.273878 675.176 24 782.343
0.280993 888.99 24 1030.09
0.29019 1221.06 72 1414.87
0.307812 1220.35 24 1414.05
0.318551 1039.39 102 1204.37
0.326484 1287.77 32 1492.17
0.340674 789.735 120 915.085
0.355431 1443.28 12 1672.36
0.366343 755.913 144 875.894
0.379302 564.806 54 654.454
0.389837 734.721 96 851.338
0.405099 732.406 168 848.656
0.422256 700.309 144 811.465
0.442145 469.037 146 543.485
0.456965 638.348 240 739.668
0.476937 624.724 192 723.882
0.493022 504.941 168 585.086
0.510602 566.572 270 656.5
0.527626 467.869 228 542.131
0.546637 479.65 344 555.782
0.570583 474.335 342 549.623
0.591498 482.877 456 559.521
0.616749 423.759 396 491.019
0.63768 407.331 486 471.983
0.661928 397.85 560 460.998
0.686555 391.073 558 453.145
0.712045 327.543 708 379.532
0.737212 364.12 672 421.914
0.767295 338.123 998 391.791
0.797876 340.777 924 394.866
0.827231 307.433 1014 356.229
0.855366 312.887 1064 362.549
0.888745 297.52 1434 344.744
0.922629 285.697 1440 331.044
0.9574 263.933 1662 305.825
0.994531 272.344 1898 315.571
1.03188 269.128 2040 311.845
1.07175 247.088 2378 286.307
1.11154 231.495 2430 268.239
1.15271 230.18 2964 266.715
1.19766 214.372 3278 248.398
1.2432 209.671 3618 242.95
1.28924 204.434 3896 236.882
1.33879 195.315 4770 226.316
1.3903 189.481 4902 219.556
1.44163 181.601 5522 210.426
1.49595 180.077 6402 208.66
1.55328 175.419 7118 203.262
1.61149 163.104 7634 188.993
1.67267 154.46 9090 178.976
1.73596 156.653 9566 181.518
1.80111 149.164 11034 172.84
1.86923 138.042 12290 159.953
1.94007 131.144 13706 151.96
2.01239 126.861 14970 146.996
2.08788 118.686 17198 137.525
2.16695 114.999 19016 133.252
2.24881 110.208 21458 127.7
2.33445 104.59 24186 121.19
2.42318 97.6634 26624 113.165
2.51406 93.1765 29594 107.966
2.60906 87.6269 33536 101.535
2.70773 83.1823 37166 96.3853
2.80996 79.2672 41720 91.8487
2.91588 73.7426 46280 85.4473
3.02527 69.9797 51536 81.0871
3.13941 66.8504 58466 77.4611
3.25901 63.7344 65564 73.8505
3.38216 60.157 72080 69.7053
3.50965 56.743 81380 65.7494
3.64194 54.8325 90070 63.5357
3.7792 52.6828 101516 61.0448
3.92175 52.2454 112736 60.538
4.06885 51.785 122371 60.0045
4.22253 49.9348 120908 57.8606
4.38168 47.7635 118888 55.3447
4.54705 45.7043 115424 52.9586
4.71893 44.5155 110068 51.5811
4.89655 44.0659 101516 51.0602
5.08084 44.3526 92536 51.3924
5.27183 45.006 78532 52.1494
5.46879 46.7599 62872 54.1818
5.67269 47.0865 43009 54.5602
5.8872 45.8373 27262 53.1128
6.10775 45.6385 16264 52.8824
6.3354 49.6332 8614 57.5111
6.56292 58.8272 3046 68.1645
6.76744 67.8129 550 78.5763
6.96499 2.31253 1 2.67958
