# in Mpc/h Units 
# D1 = 0.470881 
# k P N P(z=0)
0.0628319 2351.1 6 10603.5
0.0888577 1336.21 12 6026.3
0.108828 1059.71 8 4779.29
0.125664 1143.82 6 5158.63
0.140496 793.698 24 3579.58
0.153906 523.823 24 2362.44
0.177715 545.027 12 2458.07
0.188496 476.972 30 2151.14
0.198692 532.064 24 2399.61
0.20839 446.813 24 2015.13
0.217656 448.654 8 2023.43
0.226543 263.28 24 1187.39
0.235095 437.711 48 1974.08
0.251327 270.381 6 1219.42
0.262281 280.362 84 1264.43
0.273878 169.035 24 762.349
0.280993 286.869 24 1293.78
0.29019 243.603 72 1098.65
0.307812 199.736 24 900.809
0.318551 218.15 102 983.859
0.326484 262.563 32 1184.16
0.340674 182.317 120 822.251
0.355431 248.476 12 1120.63
0.366343 158.437 144 714.549
0.379302 114.526 54 516.513
0.389837 124.105 96 559.712
0.405099 134.364 168 605.981
0.422256 143.745 144 648.292
0.442145 92.5609 146 417.45
0.456965 115.759 240 522.072
0.476937 100.08 192 451.36
0.493022 99.6374 168 449.365
0.510602 95.2928 270 429.771
0.527626 83.0488 228 374.551
0.546637 84.0121 344 378.895
0.570583 77.1043 342 347.741
0.591498 77.1638 456 348.009
0.616749 62.6866 396 282.717
0.63768 57.0821 486 257.44
0.661928 60.2189 560 271.588
0.686555 52.8068 558 238.159
0.712045 55.8569 708 251.915
0.737212 52.8105 672 238.176
0.767295 46.9097 998 211.563
0.797876 46.795 924 211.046
0.827231 41.9717 1014 189.293
0.855366 38.9476 1064 175.654
0.888745 40.1343 1434 181.006
0.922629 34.3311 1440 154.834
0.9574 32.8621 1662 148.208
0.994531 30.6648 1898 138.298
1.03188 30.1821 2040 136.121
1.07175 28.4954 2378 128.514
1.11154 25.5365 2430 115.17
1.15271 26.0874 2964 117.654
1.19766 23.8456 3278 107.544
1.2432 23.1782 3618 104.534
1.28924 20.565 3896 92.7481
1.33879 20.3967 4770 91.9894
1.3903 19.7868 4902 89.2385
1.44163 18.4455 5522 83.1893
1.49595 17.8342 6402 80.4322
1.55328 17.2158 7118 77.6435
1.61149 16.1914 7634 73.0233
1.67267 15.2275 9090 68.6761
1.73596 14.3381 9566 64.6651
1.80111 13.9038 11034 62.7062
1.86923 13.4909 12290 60.8438
1.94007 12.9835 13706 58.5558
2.01239 12.6145 14970 56.8914
2.08788 11.9585 17198 53.933
2.16695 11.7402 19016 52.9483
2.24881 11.5138 21458 51.9272
2.33445 10.9866 24186 49.5495
2.42318 11.09 26624 50.0159
2.51406 10.7662 29594 48.5554
2.60906 10.5473 33536 47.5683
2.70773 10.4632 37166 47.1893
2.80996 10.3922 41720 46.8688
2.91588 10.227 46280 46.1236
3.02527 10.0474 51536 45.3139
3.13941 10.1414 58466 45.7376
3.25901 9.94147 65564 44.836
3.38216 10.0026 72080 45.1117
3.50965 9.98502 81380 45.0325
3.64194 9.94431 90070 44.8489
3.7792 10.1865 101516 45.9413
3.92175 10.4639 112736 47.1921
4.06885 10.6557 122371 48.0572
4.22253 10.2054 120908 46.0264
4.38168 10.1567 118888 45.8068
4.54705 10.3196 115424 46.5412
4.71893 10.5783 110068 47.7081
4.89655 11.0003 101516 49.6116
5.08084 11.505 92536 51.8875
5.27183 12.4696 78532 56.2381
5.46879 13.522 62872 60.9841
5.67269 14.2153 43009 64.1112
5.8872 15.1949 27262 68.5291
6.10775 16.6115 16264 74.9178
6.3354 19.627 8614 88.5178
6.56292 24.8996 3046 112.297
6.76744 31.1965 550 140.696
6.96499 17.6156 1 79.4463
