# in Mpc/h Units 
# D1 = 0.51799 
# k P N P(z=0)
0.0628319 2820.82 6 10513.1
0.0888577 1591.4 12 5931.13
0.108828 1273.48 8 4746.22
0.125664 1400.92 6 5221.21
0.140496 956.412 24 3564.53
0.153906 623.705 24 2324.54
0.177715 662.985 12 2470.93
0.188496 574.751 30 2142.09
0.198692 647.688 24 2413.92
0.20839 540.794 24 2015.53
0.217656 538.946 8 2008.64
0.226543 310.226 24 1156.21
0.235095 546.966 48 2038.53
0.251327 335.305 6 1249.68
0.262281 341.817 84 1273.95
0.273878 199.492 24 743.505
0.280993 344.563 24 1284.18
0.29019 302.78 72 1128.46
0.307812 252.624 24 941.524
0.318551 272.623 102 1016.06
0.326484 330.596 32 1232.12
0.340674 223.622 120 833.436
0.355431 319.361 12 1190.25
0.366343 197.259 144 735.179
0.379302 140.327 54 522.998
0.389837 154.723 96 576.651
0.405099 167.865 168 625.629
0.422256 181.936 144 678.072
0.442145 115.337 146 429.861
0.456965 146.329 240 545.367
0.476937 125.07 192 466.135
0.493022 126.698 168 472.202
0.510602 121.035 270 451.094
0.527626 104.757 228 390.426
0.546637 107.262 344 399.765
0.570583 99.2573 342 369.93
0.591498 100.391 456 374.157
0.616749 81.0821 396 302.192
0.63768 74.4281 486 277.392
0.661928 77.9283 560 290.437
0.686555 68.9887 558 257.12
0.712045 72.1381 708 268.857
0.737212 69.1166 672 257.596
0.767295 61.5283 998 229.315
0.797876 63.0242 924 234.89
0.827231 55.4889 1014 206.806
0.855366 51.6562 1064 192.522
0.888745 53.6559 1434 199.975
0.922629 46.6385 1440 173.821
0.9574 44.681 1662 166.525
0.994531 41.3449 1898 154.092
1.03188 41.477 2040 154.584
1.07175 38.7721 2378 144.503
1.11154 35.0792 2430 130.74
1.15271 36.7425 2964 136.939
1.19766 32.8369 3278 122.382
1.2432 32.6045 3618 121.516
1.28924 28.8933 3896 107.685
1.33879 28.4344 4770 105.974
1.3903 27.4871 4902 102.444
1.44163 25.9069 5522 96.5544
1.49595 25.297 6402 94.2814
1.55328 24.3236 7118 90.6535
1.61149 23.4697 7634 87.471
1.67267 21.9518 9090 81.814
1.73596 20.7598 9566 77.3715
1.80111 20.1926 11034 75.2573
1.86923 19.4286 12290 72.4101
1.94007 19.263 13706 71.7928
2.01239 18.4725 14970 68.8467
2.08788 17.4902 17198 65.1858
2.16695 17.1582 19016 63.9482
2.24881 16.6987 21458 62.2359
2.33445 16.1697 24186 60.2643
2.42318 15.9577 26624 59.4741
2.51406 15.4739 29594 57.6711
2.60906 14.9263 33536 55.6301
2.70773 14.7788 37166 55.0803
2.80996 14.4656 41720 53.9131
2.91588 14.0864 46280 52.4996
3.02527 13.6198 51536 50.7609
3.13941 13.5303 58466 50.427
3.25901 13.2584 65564 49.4138
3.38216 13.0611 72080 48.6783
3.50965 13.0167 81380 48.5132
3.64194 12.7365 90070 47.4686
3.7792 12.8936 101516 48.0543
3.92175 13.2491 112736 49.3792
4.06885 13.3335 122371 49.6937
4.22253 13.0759 120908 48.7335
4.38168 12.7144 118888 47.3865
4.54705 12.7801 115424 47.631
4.71893 12.9839 110068 48.3908
4.89655 13.4451 101516 50.1096
5.08084 13.9472 92536 51.981
5.27183 14.7809 78532 55.0883
5.46879 16.0291 62872 59.7402
5.67269 16.7527 43009 62.4369
5.8872 17.536 27262 65.3563
6.10775 19.3863 16264 72.2526
6.3354 22.4844 8614 83.799
6.56292 28.0757 3046 104.638
6.76744 41.1079 550 153.208
6.96499 13.8205 1 51.5087
