# in Mpc/h Units 
# D1 = 0.441412 
# k P N P(z=0)
0.0628319 2076.88 6 10659.2
0.0888577 1185.79 12 6085.86
0.108828 935.116 8 4799.3
0.125664 997.179 6 5117.83
0.140496 699.102 24 3588
0.153906 465.215 24 2387.63
0.177715 477.412 12 2450.22
0.188496 420.032 30 2155.73
0.198692 465.15 24 2387.29
0.20839 392.102 24 2012.39
0.217656 394.969 8 2027.1
0.226543 235.147 24 1206.85
0.235095 376.678 48 1933.23
0.251327 234.417 6 1203.1
0.262281 245.194 84 1258.41
0.273878 151.078 24 775.377
0.280993 252.503 24 1295.92
0.29019 210.639 72 1081.06
0.307812 171.102 24 878.149
0.318551 187.764 102 963.661
0.326484 224.739 32 1153.43
0.340674 158.648 120 814.23
0.355431 209.959 12 1077.57
0.366343 136.672 144 701.441
0.379302 99.9304 54 512.873
0.389837 107.345 96 550.925
0.405099 115.755 168 594.092
0.422256 122.609 144 629.266
0.442145 79.9199 146 410.173
0.456965 98.859 240 507.375
0.476937 86.2682 192 442.755
0.493022 84.6129 168 434.259
0.510602 81.1388 270 416.429
0.527626 71.1162 228 364.99
0.546637 71.2136 344 365.49
0.570583 65.0071 342 333.636
0.591498 64.7526 456 332.33
0.616749 52.8054 396 271.014
0.63768 47.94 486 246.043
0.661928 50.672 560 260.064
0.686555 44.3578 558 227.658
0.712045 46.9477 708 240.95
0.737212 43.9953 672 225.797
0.767295 39.1903 998 201.137
0.797876 38.3103 924 196.62
0.827231 34.8333 1014 178.775
0.855366 32.3286 1064 165.92
0.888745 32.9452 1434 169.085
0.922629 27.9238 1440 143.313
0.9574 26.8168 1662 137.632
0.994531 25.139 1898 129.021
1.03188 24.403 2040 125.243
1.07175 23.1308 2378 118.714
1.11154 20.6474 2430 105.969
1.15271 20.8047 2964 106.776
1.19766 19.2762 3278 98.9312
1.2432 18.485 3618 94.8709
1.28924 16.453 3896 84.4416
1.33879 16.3782 4770 84.058
1.3903 15.8888 4902 81.546
1.44163 14.6579 5522 75.2288
1.49595 14.0244 6402 71.9775
1.55328 13.6021 7118 69.8103
1.61149 12.6123 7634 64.7303
1.67267 11.9269 9090 61.2126
1.73596 11.2296 9566 57.6339
1.80111 10.7987 11034 55.4224
1.86923 10.5389 12290 54.089
1.94007 10.0843 13706 51.7558
2.01239 9.83005 14970 50.4508
2.08788 9.33858 17198 47.9284
2.16695 9.24617 19016 47.4542
2.24881 9.06724 21458 46.5358
2.33445 8.65554 24186 44.4229
2.42318 8.83082 26624 45.3225
2.51406 8.63758 29594 44.3307
2.60906 8.58393 33536 44.0554
2.70773 8.57413 37166 44.005
2.80996 8.56385 41720 43.9523
2.91588 8.55853 46280 43.925
3.02527 8.53432 51536 43.8008
3.13941 8.67819 58466 44.5391
3.25901 8.59141 65564 44.0937
3.38216 8.64789 72080 44.3836
3.50965 8.75196 81380 44.9177
3.64194 8.80965 90070 45.2138
3.7792 9.18686 101516 47.1498
3.92175 9.46389 112736 48.5716
4.06885 9.52092 122371 48.8643
4.22253 9.12032 120908 46.8083
4.38168 9.10765 118888 46.7433
4.54705 9.28161 115424 47.6361
4.71893 9.58278 110068 49.1817
4.89655 10.1334 101516 52.0075
5.08084 10.7402 92536 55.1218
5.27183 11.6788 78532 59.9391
5.46879 12.6855 62872 65.1056
5.67269 13.1308 43009 67.3913
5.8872 14.1285 27262 72.5119
6.10775 16.0088 16264 82.1621
6.3354 18.929 8614 97.1496
6.56292 23.5511 3046 120.871
6.76744 27.5382 550 141.334
6.96499 77.6714 1 398.633
