# in Mpc/h Units 
# D1 = 0.678026 
# k P N P(z=0)
0.0628319 4687.93 6 10197.4
0.0888577 2578.78 12 5609.46
0.108828 2127.25 8 4627.29
0.125664 2485.84 6 5407.3
0.140496 1610.2 24 3502.57
0.153906 1018.34 24 2215.14
0.177715 1155.69 12 2513.9
0.188496 964.417 30 2097.84
0.198692 1110.42 24 2415.43
0.20839 912.444 24 1984.78
0.217656 865.086 8 1881.77
0.226543 483.607 24 1051.96
0.235095 1029.37 48 2239.14
0.251327 632.578 6 1376.01
0.262281 600.55 84 1306.34
0.273878 325.253 24 707.503
0.280993 554.062 24 1205.22
0.29019 569.765 72 1239.38
0.307812 514.38 24 1118.9
0.318551 510.393 102 1110.23
0.326484 629.56 32 1369.45
0.340674 395.252 120 859.769
0.355431 651.919 12 1418.08
0.366343 366.838 144 797.96
0.379302 253.421 54 551.252
0.389837 305.233 96 663.955
0.405099 321.608 168 699.576
0.422256 350.7 144 762.857
0.442145 217.366 146 472.823
0.456965 284.487 240 618.828
0.476937 247.179 192 537.675
0.493022 244.891 168 532.698
0.510602 239.826 270 521.679
0.527626 205.921 228 447.929
0.546637 212.701 344 462.675
0.570583 200.608 342 436.372
0.591498 210.502 456 457.893
0.616749 171.99 396 374.12
0.63768 160.624 486 349.395
0.661928 163.282 560 355.177
0.686555 153.579 558 334.071
0.712045 145.239 708 315.93
0.737212 146.66 672 319.021
0.767295 133.45 998 290.286
0.797876 142.826 924 310.68
0.827231 122.94 1014 267.425
0.855366 118.226 1064 257.17
0.888745 117.572 1434 255.748
0.922629 106.813 1440 232.343
0.9574 105.948 1662 230.463
0.994531 98.7805 1898 214.871
1.03188 98.4486 2040 214.149
1.07175 88.9924 2378 193.58
1.11154 81.6292 2430 177.563
1.15271 91.6304 2964 199.318
1.19766 79.1219 3278 172.109
1.2432 81.1203 3618 176.456
1.28924 76.6227 3896 166.673
1.33879 72.5115 4770 157.73
1.3903 69.9974 4902 152.261
1.44163 67.3401 5522 146.481
1.49595 64.7858 6402 140.925
1.55328 62.9478 7118 136.927
1.61149 60.791 7634 132.235
1.67267 57.6936 9090 125.497
1.73596 55.4944 9566 120.714
1.80111 54.0528 11034 117.578
1.86923 50.3151 12290 109.447
1.94007 49.1968 13706 107.015
2.01239 47.5765 14970 103.49
2.08788 44.6039 17198 97.0241
2.16695 43.0624 19016 93.6711
2.24881 41.1161 21458 89.4375
2.33445 39.6513 24186 86.251
2.42318 37.9522 26624 82.5552
2.51406 36.4675 29594 79.3257
2.60906 35.2296 33536 76.6328
2.70773 33.6183 37166 73.1278
2.80996 32.8618 41720 71.4824
2.91588 31.3756 46280 68.2495
3.02527 29.7573 51536 64.7293
3.13941 28.5884 58466 62.1868
3.25901 27.4289 65564 59.6644
3.38216 26.0757 72080 56.721
3.50965 25.6497 81380 55.7942
3.64194 24.7519 90070 53.8414
3.7792 24.4002 101516 53.0762
3.92175 24.6255 112736 53.5664
4.06885 24.6844 122371 53.6944
4.22253 23.8543 120908 51.8889
4.38168 23.1556 118888 50.369
4.54705 22.7673 115424 49.5245
4.71893 22.5556 110068 49.064
4.89655 22.6623 101516 49.2959
5.08084 23.0302 92536 50.0963
5.27183 24.441 78532 53.1651
5.46879 25.7576 62872 56.0289
5.67269 26.7204 43009 58.1232
5.8872 27.2546 27262 59.2854
6.10775 29.3966 16264 63.9448
6.3354 35.4245 8614 77.0568
6.56292 44.0544 3046 95.8289
6.76744 57.3643 550 124.781
6.96499 122.045 1 265.478
