# in Mpc/h Units 
# D1 = 0.224685 
# k P N P(z=0)
0.0628319 557.982 6 11052.8
0.0888577 329.433 12 6525.55
0.108828 249.204 8 4936.34
0.125664 241.878 6 4791.23
0.140496 183.193 24 3628.77
0.153906 131.937 24 2613.46
0.177715 121.135 12 2399.5
0.188496 109.848 30 2175.92
0.198692 112.581 24 2230.05
0.20839 97.762 24 1936.51
0.217656 96.7607 8 1916.68
0.226543 67.9301 24 1345.59
0.235095 82.6377 48 1636.92
0.251327 58.7234 6 1163.22
0.262281 61.3197 84 1214.65
0.273878 45.3616 24 898.543
0.280993 61.6766 24 1221.72
0.29019 49.3485 72 977.517
0.307812 40.1291 24 794.894
0.318551 42.0124 102 832.201
0.326484 46.4891 32 920.876
0.340674 37.2736 120 738.332
0.355431 40.3623 12 799.514
0.366343 31.0346 144 614.746
0.379302 25.4056 54 503.245
0.389837 26.335 96 521.655
0.405099 26.1365 168 517.722
0.422256 25.4395 144 503.916
0.442145 19.1049 146 378.439
0.456965 20.59 240 407.856
0.476937 19.5119 192 386.499
0.493022 16.8456 168 333.684
0.510602 16.6315 270 329.443
0.527626 15.2028 228 301.143
0.546637 14.0366 344 278.042
0.570583 12.6964 342 251.496
0.591498 12.3852 456 245.33
0.616749 10.4599 396 207.195
0.63768 9.74885 486 193.109
0.661928 9.50034 560 188.187
0.686555 8.69422 558 172.219
0.712045 8.35852 708 165.569
0.737212 7.34277 672 145.449
0.767295 7.12167 998 141.069
0.797876 6.16618 924 122.142
0.827231 5.75704 1014 114.038
0.855366 5.31179 1064 105.218
0.888745 4.99941 1434 99.0305
0.922629 4.1528 1440 82.2604
0.9574 4.1473 1662 82.1514
0.994531 3.72528 1898 73.7918
1.03188 3.47504 2040 68.835
1.07175 3.17234 2378 62.8391
1.11154 3.00714 2430 59.5667
1.15271 2.74726 2964 54.4189
1.19766 2.54797 3278 50.4712
1.2432 2.24611 3618 44.4919
1.28924 2.1804 3896 43.1902
1.33879 1.92097 4770 38.0513
1.3903 1.80274 4902 35.7095
1.44163 1.64472 5522 32.5793
1.49595 1.53548 6402 30.4155
1.55328 1.37044 7118 27.1462
1.61149 1.31092 7634 25.9672
1.67267 1.18962 9090 23.5646
1.73596 1.13655 9566 22.5132
1.80111 1.06191 11034 21.0347
1.86923 1.01727 12290 20.1505
1.94007 0.985029 13706 19.5119
2.01239 0.907673 14970 17.9796
2.08788 0.884988 17198 17.5302
2.16695 0.882817 19016 17.4872
2.24881 0.88453 21458 17.5211
2.33445 0.884366 24186 17.5179
2.42318 0.979912 26624 19.4105
2.51406 1.02239 29594 20.2519
2.60906 1.13865 33536 22.5549
2.70773 1.22619 37166 24.2888
2.80996 1.5476 41720 30.6554
2.91588 1.75674 46280 34.7982
3.02527 2.06173 51536 40.8396
3.13941 2.68213 58466 53.1288
3.25901 3.42565 65564 67.8568
3.38216 4.12005 72080 81.6117
3.50965 4.67278 81380 92.5605
3.64194 5.68023 90070 112.516
3.7792 7.01749 101516 139.006
3.92175 7.4203 112736 146.984
4.06885 4.42667 122371 87.6854
4.22253 2.46784 120908 48.884
4.38168 2.88416 118888 57.1307
4.54705 3.76949 115424 74.6676
4.71893 5.2166 110068 103.333
4.89655 7.24134 101516 143.44
5.08084 9.76505 92536 193.43
5.27183 11.8525 78532 234.78
5.46879 13.6948 62872 271.273
5.67269 11.1646 43009 221.154
5.8872 13.5054 27262 267.52
6.10775 22.8365 16264 452.355
6.3354 37.0372 8614 733.648
6.56292 53.9836 3046 1069.33
6.76744 71.4649 550 1415.61
6.96499 179.261 1 3550.88
