# in Mpc/h Units 
# D1 = 0.0515083 
# k P N P(z=0)
0.0628319 30.0626 6 11331.1
0.0888577 18.2833 12 6891.29
0.108828 13.3417 8 5028.72
0.125664 12.0801 6 4553.19
0.140496 9.66543 24 3643.06
0.153906 7.5995 24 2864.38
0.177715 6.30732 12 2377.33
0.188496 5.84223 30 2202.03
0.198692 5.45983 24 2057.9
0.20839 4.81792 24 1815.95
0.217656 4.50403 8 1697.64
0.226543 3.83465 24 1445.34
0.235095 3.85977 48 1454.81
0.251327 3.28868 6 1239.56
0.262281 3.15622 84 1189.63
0.273878 2.71292 24 1022.55
0.280993 2.85229 24 1075.08
0.29019 2.50458 72 944.019
0.307812 2.21386 24 834.441
0.318551 2.12199 102 799.814
0.326484 2.1291 32 802.494
0.340674 1.83469 120 691.523
0.355431 1.76088 12 663.703
0.366343 1.57028 144 591.866
0.379302 1.46268 54 551.306
0.389837 1.39091 96 524.257
0.405099 1.29456 168 487.94
0.422256 1.20304 144 453.447
0.442145 1.03758 146 391.082
0.456965 0.997855 240 376.108
0.476937 0.937125 192 353.218
0.493022 0.828841 168 312.404
0.510602 0.79003 270 297.775
0.527626 0.732375 228 276.044
0.546637 0.676796 344 255.096
0.570583 0.626785 342 236.245
0.591498 0.570874 456 215.172
0.616749 0.518979 396 195.612
0.63768 0.487781 486 183.853
0.661928 0.441059 560 166.242
0.686555 0.409986 558 154.53
0.712045 0.374181 708 141.035
0.737212 0.338993 672 127.772
0.767295 0.324539 998 122.324
0.797876 0.290263 924 109.405
0.827231 0.267054 1014 100.657
0.855366 0.243186 1064 91.6609
0.888745 0.225908 1434 85.1484
0.922629 0.200355 1440 75.517
0.9574 0.185982 1662 70.0997
0.994531 0.166885 1898 62.9016
1.03188 0.157306 2040 59.2913
1.07175 0.142791 2378 53.8204
1.11154 0.13651 2430 51.453
1.15271 0.121068 2964 45.6325
1.19766 0.108648 3278 40.9511
1.2432 0.0994932 3618 37.5006
1.28924 0.0936173 3896 35.2859
1.33879 0.0844389 4770 31.8264
1.3903 0.0783596 4902 29.535
1.44163 0.0707877 5522 26.681
1.49595 0.0649148 6402 24.4675
1.55328 0.0594505 7118 22.4079
1.61149 0.0549841 7634 20.7244
1.67267 0.0508051 9090 19.1493
1.73596 0.0477659 9566 18.0038
1.80111 0.0448129 11034 16.8907
1.86923 0.0421253 12290 15.8777
1.94007 0.040611 13706 15.3069
2.01239 0.0380245 14970 14.3321
2.08788 0.0376754 17198 14.2005
2.16695 0.0388714 19016 14.6513
2.24881 0.0392358 21458 14.7886
2.33445 0.0404495 24186 15.2461
2.42318 0.0451177 26624 17.0056
2.51406 0.0485013 29594 18.2809
2.60906 0.0571532 33536 21.542
2.70773 0.0664243 37166 25.0364
2.80996 0.0838969 41720 31.6221
2.91588 0.109119 46280 41.1287
3.02527 0.139392 51536 52.5393
3.13941 0.202891 58466 76.4728
3.25901 0.302925 65564 114.177
3.38216 0.476531 72080 179.613
3.50965 0.788904 81380 297.351
3.64194 1.75727 90070 662.345
3.7792 5.20284 101516 1961.03
3.92175 12.6981 112736 4786.13
4.06885 30.2494 122371 11401.5
4.22253 0.12787 120908 48.1962
4.38168 0.175257 118888 66.0571
4.54705 0.289386 115424 109.074
4.71893 0.549059 110068 206.949
4.89655 1.2 101516 452.301
5.08084 3.10428 92536 1170.05
5.27183 8.75885 78532 3301.35
5.46879 47.896 62872 18052.8
5.67269 163.579 43009 61655.8
5.8872 2.23275 27262 841.561
6.10775 8.12819 16264 3063.65
6.3354 43.8687 8614 16534.8
6.56292 349.905 3046 131885
6.76744 7316.44 550 2.75768e+06
6.96499 1.06827e+06 1 4.0265e+08
