# in Mpc/h Units 
# D1 = 0.947277 
# k P N P(z=0)
0.0628319 8663.89 6 9655.14
0.0888577 4566.38 12 5088.83
0.108828 3950.37 8 4402.34
0.125664 5052.5 6 5630.57
0.140496 3033.48 24 3380.54
0.153906 1872.25 24 2086.46
0.177715 2326.34 12 2592.5
0.188496 1796.82 30 2002.4
0.198692 2039.1 24 2272.4
0.20839 1676.8 24 1868.65
0.217656 1329.25 8 1481.34
0.226543 817.887 24 911.463
0.235095 2213.64 48 2466.91
0.251327 1444.34 6 1609.6
0.262281 1230.06 84 1370.79
0.273878 712.061 24 793.529
0.280993 914.157 24 1018.75
0.29019 1279.58 72 1425.97
0.307812 1285.81 24 1432.93
0.318551 1085.09 102 1209.24
0.326484 1343.44 32 1497.15
0.340674 826.905 120 921.513
0.355431 1513.19 12 1686.32
0.366343 791.128 144 881.642
0.379302 597.597 54 665.97
0.389837 776.04 96 864.829
0.405099 772.479 168 860.86
0.422256 727.777 144 811.044
0.442145 493.112 146 549.53
0.456965 672.72 240 749.688
0.476937 663.137 192 739.008
0.493022 528.533 168 589.003
0.510602 600.007 270 668.655
0.527626 492.639 228 549.003
0.546637 505.621 344 563.47
0.570583 502.226 342 559.686
0.591498 509.232 456 567.495
0.616749 448.271 396 499.559
0.63768 431.637 486 481.022
0.661928 421.697 560 469.945
0.686555 415.536 558 463.079
0.712045 345.513 708 385.044
0.737212 386.235 672 430.425
0.767295 358.868 998 399.927
0.797876 358.854 924 399.911
0.827231 324.739 1014 361.893
0.855366 329.883 1064 367.626
0.888745 315.742 1434 351.867
0.922629 303.054 1440 337.728
0.9574 279.765 1662 311.774
0.994531 287.885 1898 320.822
1.03188 285.866 2040 318.573
1.07175 262.532 2378 292.568
1.11154 247.02 2430 275.282
1.15271 243.694 2964 271.576
1.19766 227.29 3278 253.295
1.2432 221.578 3618 246.929
1.28924 216.179 3896 240.913
1.33879 205.886 4770 229.442
1.3903 199.403 4902 222.217
1.44163 190.841 5522 212.675
1.49595 189.483 6402 211.162
1.55328 185.096 7118 206.274
1.61149 171.582 7634 191.213
1.67267 162.133 9090 180.683
1.73596 165.012 9566 183.892
1.80111 157.046 11034 175.014
1.86923 146.221 12290 162.95
1.94007 137.964 13706 153.748
2.01239 133.786 14970 149.093
2.08788 124.67 17198 138.934
2.16695 120.055 19016 133.791
2.24881 115.51 21458 128.725
2.33445 109.257 24186 121.757
2.42318 102.338 26624 114.046
2.51406 97.6994 29594 108.877
2.60906 91.9925 33536 102.517
2.70773 87.3155 37166 97.3054
2.80996 83.4899 41720 93.0421
2.91588 77.7214 46280 86.6136
3.02527 73.3535 51536 81.7461
3.13941 69.4461 58466 77.3916
3.25901 66.9929 65564 74.6576
3.38216 63.8415 72080 71.1457
3.50965 60.1384 81380 67.0189
3.64194 58.1033 90070 64.7511
3.7792 56.1289 101516 62.5507
3.92175 55.4358 112736 61.7783
4.06885 55.2578 122371 61.5799
4.22253 53.5073 120908 59.6292
4.38168 51.9377 118888 57.88
4.54705 49.8817 115424 55.5888
4.71893 48.7696 110068 54.3494
4.89655 48.8054 101516 54.3894
5.08084 50.2619 92536 56.0124
5.27183 51.4726 78532 57.3617
5.46879 54.5351 62872 60.7746
5.67269 54.9043 43009 61.186
5.8872 56.0253 27262 62.4353
6.10775 57.8153 16264 64.43
6.3354 64.4378 8614 71.8103
6.56292 75.8779 3046 84.5592
6.76744 102.603 550 114.342
6.96499 13.3589 1 14.8873
