# in Mpc/h Units 
# D1 = 0.0140243 
# k P N P(z=0)
0.0628319 2.24384 6 11408.5
0.0888577 1.37127 12 6972.03
0.108828 0.999187 8 5080.24
0.125664 0.874056 6 4444.03
0.140496 0.718581 24 3653.53
0.153906 0.578121 24 2939.38
0.177715 0.471189 12 2395.7
0.188496 0.436617 30 2219.93
0.198692 0.396299 24 2014.93
0.20839 0.355 24 1804.95
0.217656 0.323487 8 1644.73
0.226543 0.294825 24 1499
0.235095 0.281614 48 1431.83
0.251327 0.25225 6 1282.53
0.262281 0.232558 84 1182.41
0.273878 0.209789 24 1066.64
0.280993 0.200088 24 1017.32
0.29019 0.186525 72 948.36
0.307812 0.168797 24 858.225
0.318551 0.15759 102 801.245
0.326484 0.150806 32 766.752
0.340674 0.137556 120 699.385
0.355431 0.128035 12 650.979
0.366343 0.118213 144 601.037
0.379302 0.109784 54 558.182
0.389837 0.104394 96 530.777
0.405099 0.0964967 168 490.625
0.422256 0.088615 144 450.552
0.442145 0.0806054 146 409.828
0.456965 0.0749612 240 381.131
0.476937 0.0689311 192 350.472
0.493022 0.0634877 168 322.795
0.510602 0.0595506 270 302.777
0.527626 0.055117 228 280.235
0.546637 0.0513346 344 261.004
0.570583 0.0469574 342 238.749
0.591498 0.0433299 456 220.306
0.616749 0.0395848 396 201.264
0.63768 0.0366714 486 186.451
0.661928 0.0338238 560 171.973
0.686555 0.0311509 558 158.383
0.712045 0.0286926 708 145.884
0.737212 0.0266222 672 135.357
0.767295 0.0244266 998 124.194
0.797876 0.0225172 924 114.486
0.827231 0.0206835 1014 105.163
0.855366 0.0191344 1064 97.2864
0.888745 0.0176247 1434 89.6106
0.922629 0.0160776 1440 81.7443
0.9574 0.0147117 1662 74.7996
0.994531 0.0135555 1898 68.9211
1.03188 0.0125412 2040 63.7641
1.07175 0.0115616 2378 58.7832
1.11154 0.0106813 2430 54.3075
1.15271 0.00979852 2964 49.8193
1.19766 0.00892169 3278 45.3612
1.2432 0.00832293 3618 42.3169
1.28924 0.00764211 3896 38.8553
1.33879 0.00706132 4770 35.9024
1.3903 0.00652991 4902 33.2005
1.44163 0.00604547 5522 30.7374
1.49595 0.00554061 6402 28.1705
1.55328 0.00516163 7118 26.2436
1.61149 0.00479038 7634 24.3561
1.67267 0.00450769 9090 22.9188
1.73596 0.00425309 9566 21.6243
1.80111 0.00396747 11034 20.1721
1.86923 0.00378049 12290 19.2214
1.94007 0.00365738 13706 18.5955
2.01239 0.00346058 14970 17.5949
2.08788 0.00342181 17198 17.3978
2.16695 0.00351728 19016 17.8831
2.24881 0.0034912 21458 17.7506
2.33445 0.00358471 24186 18.226
2.42318 0.00393876 26624 20.0261
2.51406 0.00424378 29594 21.577
2.60906 0.00484762 33536 24.6471
2.70773 0.00567402 37166 28.8488
2.80996 0.00728584 41720 37.0439
2.91588 0.00906952 46280 46.1128
3.02527 0.0117551 51536 59.7674
3.13941 0.0172864 58466 87.8906
3.25901 0.0259667 65564 132.024
3.38216 0.0413175 72080 210.074
3.50965 0.0695872 81380 353.807
3.64194 0.156137 90070 793.857
3.7792 0.576403 101516 2930.65
3.92175 2.7984 112736 14228.1
4.06885 42.0943 122371 214023
4.22253 0.0109902 120908 55.8783
4.38168 0.0147979 118888 75.2381
4.54705 0.0232281 115424 118.1
4.71893 0.041901 110068 213.04
4.89655 0.0904204 101516 459.731
5.08084 0.233737 92536 1188.41
5.27183 0.749933 78532 3812.94
5.46879 6.17857 62872 31414.1
5.67269 188.417 43009 957984
5.8872 0.13772 27262 700.218
6.10775 0.479724 16264 2439.09
6.3354 2.60026 8614 13220.7
6.56292 28.0376 3046 142554
6.76744 1646.96 550 8.37376e+06
6.96499 2.45417e+06 1 1.24779e+10
