# in Mpc/h Units 
# D1 = 0.814222 
# k P N P(z=0)
0.0628319 6578.86 6 9923.5
0.0888577 3540.9 12 5341.06
0.108828 2994.16 8 4516.37
0.125664 3668.79 6 5533.98
0.140496 2282.4 24 3442.76
0.153906 1420.9 24 2143.27
0.177715 1692.55 12 2553.04
0.188496 1358.91 30 2049.77
0.198692 1566.34 24 2362.65
0.20839 1281.55 24 1933.07
0.217656 1126.01 8 1698.47
0.226543 644.7 24 972.461
0.235095 1572.99 48 2372.69
0.251327 991.944 6 1496.24
0.262281 886.223 84 1336.77
0.273878 482.575 24 727.913
0.280993 735.89 24 1110.01
0.29019 886.861 72 1337.73
0.307812 851.46 24 1284.34
0.318551 774.705 102 1168.56
0.326484 959.344 32 1447.07
0.340674 585.711 120 883.483
0.355431 1042.9 12 1573.1
0.366343 557.584 144 841.056
0.379302 394.775 54 595.476
0.389837 505.928 96 763.138
0.405099 514.481 168 776.04
0.422256 532.004 144 802.471
0.442145 337.7 146 509.385
0.456965 451.635 240 681.243
0.476937 417.992 192 630.496
0.493022 374.049 168 564.212
0.510602 389.76 270 587.911
0.527626 331.862 228 500.578
0.546637 339.022 344 511.378
0.570583 326.326 342 492.228
0.591498 340.718 456 513.936
0.616749 289.955 396 437.366
0.63768 274.534 486 414.105
0.661928 272.1 560 410.434
0.686555 263.875 558 398.027
0.712045 231.224 708 348.777
0.737212 247.656 672 373.562
0.767295 228.467 998 344.618
0.797876 239.218 924 360.834
0.827231 210.772 1014 317.926
0.855366 211.127 1064 318.462
0.888745 198.482 1434 299.389
0.922629 188.756 1440 284.719
0.9574 179.592 1662 270.896
0.994531 181.076 1898 273.134
1.03188 175.486 2040 264.702
1.07175 160.117 2378 241.519
1.11154 145.377 2430 219.286
1.15271 154.93 2964 233.696
1.19766 139.863 3278 210.968
1.2432 140.794 3618 212.372
1.28924 135.041 3896 203.695
1.33879 129.176 4770 194.848
1.3903 123.757 4902 186.674
1.44163 120.471 5522 181.718
1.49595 116.726 6402 176.069
1.55328 111.663 7118 168.431
1.61149 106.508 7634 160.656
1.67267 100.203 9090 151.146
1.73596 99.7804 9566 150.508
1.80111 95.6868 11034 144.333
1.86923 87.5617 12290 132.077
1.94007 86.0159 13706 129.746
2.01239 82.0078 14970 123.7
2.08788 78.2383 17198 118.014
2.16695 76.2592 19016 115.029
2.24881 70.8891 21458 106.929
2.33445 68.2546 24186 102.955
2.42318 62.8406 26624 94.7883
2.51406 60.8854 29594 91.8391
2.60906 58.2638 33536 87.8847
2.70773 54.9746 37166 82.9232
2.80996 51.7649 41720 78.0818
2.91588 49.5156 46280 74.6889
3.02527 47.8942 51536 72.2432
3.13941 45.8103 58466 69.0999
3.25901 43.9094 65564 66.2327
3.38216 42.04 72080 63.4129
3.50965 41.0642 81380 61.941
3.64194 39.3286 90070 59.3229
3.7792 38.731 101516 58.4216
3.92175 38.7643 112736 58.4719
4.06885 38.903 122371 58.6811
4.22253 37.7724 120908 56.9757
4.38168 37.2776 118888 56.2292
4.54705 36.2098 115424 54.6187
4.71893 35.3784 110068 53.3646
4.89655 35.241 101516 53.1573
5.08084 35.7489 92536 53.9234
5.27183 37.5165 78532 56.5897
5.46879 39.6601 62872 59.8229
5.67269 41.3579 43009 62.384
5.8872 42.4236 27262 63.9914
6.10775 46.0486 16264 69.4594
6.3354 55.7119 8614 84.0354
6.56292 66.4574 3046 100.244
6.76744 89.6679 550 135.254
6.96499 689.622 1 1040.22
