# in Mpc/h Units 
# D1 = 0.327928 
# k P N P(z=0)
0.0628319 1168.86 6 10869.4
0.0888577 679.187 12 6315.85
0.108828 524.055 8 4873.25
0.125664 532.503 6 4951.81
0.140496 388.641 24 3614.02
0.153906 268.44 24 2496.26
0.177715 260.418 12 2421.66
0.188496 233.208 30 2168.63
0.198692 249.282 24 2318.11
0.20839 213.424 24 1984.66
0.217656 214.986 8 1999.18
0.226543 137.699 24 1280.48
0.235095 190.858 48 1774.81
0.251327 125.042 6 1162.78
0.262281 132.854 84 1235.43
0.273878 89.7651 24 834.737
0.280993 137.34 24 1277.14
0.29019 109.739 72 1020.47
0.307812 87.8282 24 816.725
0.318551 95.4712 102 887.798
0.326484 110.719 32 1029.59
0.340674 83.5076 120 776.547
0.355431 98.9749 12 920.38
0.366343 70.1554 144 652.384
0.379302 54.0939 54 503.026
0.389837 56.9518 96 529.602
0.405099 59.3028 168 551.464
0.422256 60.0907 144 558.791
0.442145 41.6601 146 387.403
0.456965 48.5576 240 451.543
0.476937 44.4369 192 413.224
0.493022 40.4596 168 376.239
0.510602 39.4668 270 367.007
0.527626 35.4032 228 329.219
0.546637 33.8615 344 314.882
0.570583 30.5249 342 283.855
0.591498 30.1157 456 280.049
0.616749 24.9448 396 231.965
0.63768 22.7143 486 211.223
0.661928 23.5254 560 218.766
0.686555 21.0152 558 195.423
0.712045 21.415 708 199.141
0.737212 19.3404 672 179.849
0.767295 17.8498 998 165.987
0.797876 16.0705 924 149.442
0.827231 15.1591 1014 140.966
0.855366 14.1766 1064 131.83
0.888745 13.6193 1434 126.648
0.922629 11.2482 1440 104.598
0.9574 11.1572 1662 103.752
0.994531 10.4558 1898 97.2298
1.03188 9.57233 2040 89.0143
1.07175 9.13076 2378 84.9081
1.11154 8.23093 2430 76.5404
1.15271 7.93753 2964 73.8121
1.19766 7.55717 3278 70.275
1.2432 6.85187 3618 63.7164
1.28924 6.29692 3896 58.5558
1.33879 6.11469 4770 56.8613
1.3903 5.71422 4902 53.1372
1.44163 5.10087 5522 47.4336
1.49595 4.83143 6402 44.9281
1.55328 4.66878 7118 43.4156
1.61149 4.19882 7634 39.0453
1.67267 3.99869 9090 37.1843
1.73596 3.74856 9566 34.8583
1.80111 3.6068 11034 33.5401
1.86923 3.46231 12290 32.1965
1.94007 3.35589 13706 31.2068
2.01239 3.20582 14970 29.8113
2.08788 2.99637 17198 27.8636
2.16695 3.01788 19016 28.0636
2.24881 2.94739 21458 27.4082
2.33445 2.92027 24186 27.156
2.42318 3.08122 26624 28.6527
2.51406 3.07955 29594 28.6372
2.60906 3.30116 33536 30.6979
2.70773 3.30486 37166 30.7323
2.80996 3.77362 41720 35.0914
2.91588 3.99716 46280 37.1701
3.02527 4.16919 51536 38.7698
3.13941 4.59272 58466 42.7083
3.25901 4.90639 65564 45.6252
3.38216 5.20647 72080 48.4156
3.50965 5.4358 81380 50.5481
3.64194 5.76791 90070 53.6365
3.7792 6.30091 101516 58.5929
3.92175 6.79073 112736 63.1478
4.06885 6.12408 122371 56.9485
4.22253 5.12578 120908 47.6653
4.38168 5.2316 118888 48.6493
4.54705 5.71861 115424 53.1781
4.71893 6.49313 110068 60.3804
4.89655 7.52138 101516 69.9422
5.08084 8.51651 92536 79.1961
5.27183 9.3758 78532 87.1868
5.46879 10.4385 62872 97.069
5.67269 10.7179 43009 99.6671
5.8872 11.5767 27262 107.653
6.10775 14.6567 16264 136.295
6.3354 18.0521 8614 167.869
6.56292 23.1597 3046 215.365
6.76744 30.7489 550 285.937
6.96499 27.0564 1 251.601
