# in Mpc/h Units 
# D1 = 0.910396 
# k P N P(z=0)
0.0628319 8064.12 6 9729.63
0.0888577 4274.64 12 5157.49
0.108828 3674.96 8 4433.96
0.125664 4646.81 6 5606.53
0.140496 2816.39 24 3398.07
0.153906 1741.28 24 2100.92
0.177715 2139.43 12 2581.29
0.188496 1670.2 30 2015.15
0.198692 1906.84 24 2300.67
0.20839 1564.69 24 1887.85
0.217656 1279.74 8 1544.04
0.226543 767.958 24 926.566
0.235095 2025.98 48 2444.41
0.251327 1307.98 6 1578.13
0.262281 1128.12 84 1361.12
0.273878 639.59 24 771.686
0.280993 863.729 24 1042.12
0.29019 1163.09 72 1403.31
0.307812 1155.67 24 1394.36
0.318551 993.949 102 1199.23
0.326484 1232.16 32 1486.64
0.340674 753.502 120 909.125
0.355431 1374.04 12 1657.82
0.366343 721.142 144 870.082
0.379302 533.333 54 643.484
0.389837 694.103 96 837.459
0.405099 693.181 168 836.346
0.422256 672.644 144 811.567
0.442145 445.565 146 537.589
0.456965 604.782 240 729.69
0.476937 587.03 192 708.272
0.493022 481.988 168 581.535
0.510602 534.361 270 644.725
0.527626 443.817 228 535.48
0.546637 454.352 344 548.191
0.570583 447.438 342 539.848
0.591498 457.306 456 551.755
0.616749 399.858 396 482.442
0.63768 383.58 486 462.802
0.661928 374.994 560 452.443
0.686555 367.584 558 443.503
0.712045 310.165 708 374.224
0.737212 342.898 672 413.718
0.767295 318.277 998 384.012
0.797876 323.254 924 390.017
0.827231 290.619 1014 350.641
0.855366 295.927 1064 357.046
0.888745 279.722 1434 337.494
0.922629 268.767 1440 324.277
0.9574 248.823 1662 300.213
0.994531 257.162 1898 310.275
1.03188 252.898 2040 305.13
1.07175 232.024 2378 279.945
1.11154 216.38 2430 261.07
1.15271 217.043 2964 261.87
1.19766 201.682 3278 243.336
1.2432 198.199 3618 239.133
1.28924 192.808 3896 232.629
1.33879 184.597 4770 222.722
1.3903 179.271 4902 216.296
1.44163 172.071 5522 207.609
1.49595 170.495 6402 205.708
1.55328 165.242 7118 199.37
1.61149 154.538 7634 186.456
1.67267 146.254 9090 176.46
1.73596 147.799 9566 178.325
1.80111 140.605 11034 169.645
1.86923 129.702 12290 156.49
1.94007 124.306 13706 149.979
2.01239 119.821 14970 144.568
2.08788 112.439 17198 135.662
2.16695 109.293 19016 131.866
2.24881 104.422 21458 125.989
2.33445 99.3336 24186 119.849
2.42318 92.4347 26624 111.526
2.51406 88.1315 29594 106.334
2.60906 83.007 33536 100.151
2.70773 79.2554 37166 95.6243
2.80996 74.8882 41720 90.3551
2.91588 70.0243 46280 84.4866
3.02527 67.0884 51536 80.9444
3.13941 63.7629 58466 76.9321
3.25901 60.7041 65564 73.2415
3.38216 57.0071 72080 68.781
3.50965 54.146 81380 65.3289
3.64194 52.4163 90070 63.2421
3.7792 50.4522 101516 60.8723
3.92175 50.0987 112736 60.4458
4.06885 49.7211 122371 59.9902
4.22253 47.6948 120908 57.5454
4.38168 46.025 118888 55.5307
4.54705 44.8971 115424 54.1698
4.71893 44.7877 110068 54.0379
4.89655 44.2213 101516 53.3545
5.08084 44.5637 92536 53.7676
5.27183 45.0819 78532 54.3928
5.46879 46.9748 62872 56.6767
5.67269 47.9146 43009 57.8105
5.8872 48.0865 27262 58.018
6.10775 50.1239 16264 60.4762
6.3354 53.0025 8614 63.9493
6.56292 64.7478 3046 78.1204
6.76744 89.1345 550 107.544
6.96499 192.297 1 232.013
