# in Mpc/h Units 
# D1 = 0.0173955 
# k P N P(z=0)
0.0628319 3.45286 6 11410.5
0.0888577 2.10583 12 6959.02
0.108828 1.53839 8 5083.83
0.125664 1.32564 6 4380.79
0.140496 1.10744 24 3659.7
0.153906 0.883444 24 2919.47
0.177715 0.727461 12 2404
0.188496 0.667308 30 2205.22
0.198692 0.611761 24 2021.65
0.20839 0.545475 24 1802.6
0.217656 0.49602 8 1639.17
0.226543 0.454471 24 1501.87
0.235095 0.43479 48 1436.83
0.251327 0.410894 6 1357.86
0.262281 0.358845 84 1185.86
0.273878 0.317827 24 1050.31
0.280993 0.31315 24 1034.85
0.29019 0.287406 72 949.774
0.307812 0.254939 24 842.484
0.318551 0.242705 102 802.054
0.326484 0.231408 32 764.721
0.340674 0.213109 120 704.249
0.355431 0.201181 12 664.832
0.366343 0.182331 144 602.54
0.379302 0.167138 54 552.332
0.389837 0.157755 96 521.326
0.405099 0.148422 168 490.482
0.422256 0.135897 144 449.09
0.442145 0.124893 146 412.727
0.456965 0.115076 240 380.284
0.476937 0.106562 192 352.15
0.493022 0.0972531 168 321.387
0.510602 0.090927 270 300.482
0.527626 0.0845044 228 279.257
0.546637 0.0789849 344 261.017
0.570583 0.0717371 342 237.066
0.591498 0.0676064 456 223.415
0.616749 0.0608204 396 200.99
0.63768 0.0563617 486 186.255
0.661928 0.0517246 560 170.931
0.686555 0.0474821 558 156.912
0.712045 0.0436782 708 144.341
0.737212 0.0408602 672 135.028
0.767295 0.0377171 998 124.642
0.797876 0.0341593 924 112.885
0.827231 0.0315881 1014 104.388
0.855366 0.029377 1064 97.0806
0.888745 0.0270478 1434 89.3833
0.922629 0.0244787 1440 80.8935
0.9574 0.0224311 1662 74.1268
0.994531 0.0207797 1898 68.6696
1.03188 0.0191141 2040 63.1655
1.07175 0.0175883 2378 58.123
1.11154 0.0165187 2430 54.5884
1.15271 0.0149401 2964 49.3717
1.19766 0.0136033 3278 44.9541
1.2432 0.0126994 3618 41.9671
1.28924 0.0115886 3896 38.2963
1.33879 0.0107493 4770 35.5227
1.3903 0.00984774 4902 32.5433
1.44163 0.00912458 5522 30.1535
1.49595 0.00840141 6402 27.7637
1.55328 0.00780688 7118 25.799
1.61149 0.00723396 7634 23.9057
1.67267 0.00675966 9090 22.3383
1.73596 0.00647736 9566 21.4054
1.80111 0.00604845 11034 19.988
1.86923 0.00576783 12290 19.0606
1.94007 0.00556098 13706 18.3771
2.01239 0.00524617 14970 17.3368
2.08788 0.00516388 17198 17.0648
2.16695 0.00527823 19016 17.4427
2.24881 0.00533955 21458 17.6453
2.33445 0.00540203 24186 17.8518
2.42318 0.00601823 26624 19.8881
2.51406 0.00638878 29594 21.1127
2.60906 0.00731195 33536 24.1634
2.70773 0.00852159 37166 28.1608
2.80996 0.0111092 41720 36.7119
2.91588 0.0137908 46280 45.5736
3.02527 0.0177325 51536 58.5997
3.13941 0.0256604 58466 84.7987
3.25901 0.0391271 65564 129.301
3.38216 0.0617498 72080 204.061
3.50965 0.101039 81380 333.899
3.64194 0.223451 90070 738.427
3.7792 0.780704 101516 2579.95
3.92175 3.54953 112736 11729.9
4.06885 39.9616 122371 132059
4.22253 0.0164732 120908 54.4383
4.38168 0.0219728 118888 72.6125
4.54705 0.0342975 115424 113.341
4.71893 0.0623203 110068 205.947
4.89655 0.132191 101516 436.846
5.08084 0.349204 92536 1154
5.27183 1.063 78532 3512.83
5.46879 8.93681 62872 29533
5.67269 110.802 43009 366161
5.8872 0.164421 27262 543.353
6.10775 0.559626 16264 1849.37
6.3354 2.91453 8614 9631.51
6.56292 26.9942 3046 89206.3
6.76744 1348.45 550 4.45616e+06
6.96499 127593 1 4.21651e+08
