# in Mpc/h Units 
# D1 = 0.0754567 
# k P N P(z=0)
0.0628319 64.3769 6 11306.7
0.0888577 38.9322 12 6837.75
0.108828 28.6086 8 5024.59
0.125664 25.8969 6 4548.33
0.140496 20.7431 24 3643.15
0.153906 16.0845 24 2824.96
0.177715 13.5772 12 2384.59
0.188496 12.5206 30 2199.02
0.198692 11.824 24 2076.68
0.20839 10.494 24 1843.09
0.217656 9.80953 8 1722.87
0.226543 8.1805 24 1436.76
0.235095 8.38234 48 1472.21
0.251327 6.9433 6 1219.47
0.262281 6.77252 84 1189.47
0.273878 5.73836 24 1007.84
0.280993 6.14087 24 1078.53
0.29019 5.37777 72 944.51
0.307812 4.64748 24 816.247
0.318551 4.51014 102 792.125
0.326484 4.56493 32 801.749
0.340674 3.96712 120 696.755
0.355431 3.78659 12 665.048
0.366343 3.35982 144 590.092
0.379302 3.05781 54 537.049
0.389837 3.00578 96 527.912
0.405099 2.79094 168 490.179
0.422256 2.58212 144 453.504
0.442145 2.19865 146 386.154
0.456965 2.14532 240 376.787
0.476937 2.0107 192 353.143
0.493022 1.76426 168 309.86
0.510602 1.72045 270 302.166
0.527626 1.58753 228 278.821
0.546637 1.45007 344 254.679
0.570583 1.32528 342 232.762
0.591498 1.23963 456 217.719
0.616749 1.10011 396 193.216
0.63768 1.04583 486 183.682
0.661928 0.945241 560 166.015
0.686555 0.871997 558 153.151
0.712045 0.795272 708 139.675
0.737212 0.713575 672 125.327
0.767295 0.694266 998 121.935
0.797876 0.614432 924 107.914
0.827231 0.56795 1014 99.7504
0.855366 0.520445 1064 91.4069
0.888745 0.474617 1434 83.358
0.922629 0.422662 1440 74.2331
0.9574 0.393923 1662 69.1856
0.994531 0.348443 1898 61.1979
1.03188 0.335792 2040 58.9759
1.07175 0.294736 2378 51.7652
1.11154 0.288748 2430 50.7135
1.15271 0.248164 2964 43.5856
1.19766 0.229548 3278 40.3161
1.2432 0.206938 3618 36.345
1.28924 0.193081 3896 33.9112
1.33879 0.174398 4770 30.6299
1.3903 0.164835 4902 28.9504
1.44163 0.147518 5522 25.9089
1.49595 0.132851 6402 23.333
1.55328 0.120735 7118 21.2049
1.61149 0.112331 7634 19.729
1.67267 0.103474 9090 18.1733
1.73596 0.0961081 9566 16.8797
1.80111 0.0917996 11034 16.123
1.86923 0.0850396 12290 14.9357
1.94007 0.0812503 13706 14.2702
2.01239 0.0769984 14970 13.5234
2.08788 0.0757089 17198 13.2969
2.16695 0.0791676 19016 13.9044
2.24881 0.0799888 21458 14.0486
2.33445 0.081768 24186 14.3611
2.42318 0.0913485 26624 16.0437
2.51406 0.0994059 29594 17.4589
2.60906 0.117993 33536 20.7233
2.70773 0.140062 37166 24.5994
2.80996 0.176698 41720 31.0338
2.91588 0.221137 46280 38.8388
3.02527 0.280554 51536 49.2744
3.13941 0.420962 58466 73.9345
3.25901 0.655003 65564 115.04
3.38216 1.00732 72080 176.917
3.50965 1.57398 81380 276.441
3.64194 3.70066 90070 649.955
3.7792 9.35182 101516 1642.48
3.92175 22.2873 112736 3914.36
4.06885 5.46847 122371 960.439
4.22253 0.240435 120908 42.2282
4.38168 0.329938 118888 57.9478
4.54705 0.564536 115424 99.1508
4.71893 1.06355 110068 186.794
4.89655 2.33686 101516 410.428
5.08084 5.58066 92536 980.144
5.27183 14.1111 78532 2478.36
5.46879 55.8222 62872 9804.17
5.67269 41.1938 43009 7234.96
5.8872 3.97923 27262 698.881
6.10775 14.1631 16264 2487.49
6.3354 65.3607 8614 11479.4
6.56292 421.615 3046 74049.1
6.76744 2444.42 550 429319
6.96499 5.1135 1 898.096
