# in Mpc/h Units 
# D1 = 0.775016 
# k P N P(z=0)
0.0628319 6007.97 6 10002.4
0.0888577 3254 12 5417.46
0.108828 2732.47 8 4549.19
0.125664 3303.83 6 5500.43
0.140496 2078.44 24 3460.32
0.153906 1298.78 24 2162.28
0.177715 1526.57 12 2541.53
0.188496 1239.73 30 2063.99
0.198692 1430.84 24 2382.15
0.20839 1170.95 24 1949.47
0.217656 1055.12 8 1756.62
0.226543 596.868 24 993.702
0.235095 1404.25 48 2337.88
0.251327 877.939 6 1461.65
0.262281 797.298 84 1327.39
0.273878 430.474 24 716.679
0.280993 683.579 24 1138.06
0.29019 786.538 72 1309.48
0.307812 743.153 24 1237.25
0.318551 692.802 102 1153.42
0.326484 857.354 32 1427.38
0.340674 525.797 120 875.379
0.355431 920.941 12 1533.24
0.366343 497.972 144 829.055
0.379302 348.126 54 579.581
0.389837 440.274 96 732.995
0.405099 452.205 168 752.858
0.422256 476.868 144 793.92
0.442145 299.37 146 498.409
0.456965 397.898 240 662.445
0.476937 361.069 192 601.13
0.493022 334.238 168 556.459
0.510602 340.582 270 567.021
0.527626 291.572 228 485.427
0.546637 298.347 344 496.707
0.570583 285.166 342 474.761
0.591498 299.445 456 498.535
0.616749 251.55 396 418.796
0.63768 236.86 486 394.339
0.661928 236.714 560 394.095
0.686555 228.232 558 379.975
0.712045 203.525 708 338.841
0.737212 214.447 672 357.024
0.767295 196.973 998 327.932
0.797876 208.461 924 347.059
0.827231 181.881 1014 302.807
0.855366 180.219 1064 300.04
0.888745 171.294 1434 285.181
0.922629 161.051 1440 268.128
0.9574 155.829 1662 259.434
0.994531 153.517 1898 255.585
1.03188 149.224 2040 248.438
1.07175 135.57 2378 225.705
1.11154 122.604 2430 204.119
1.15271 133.936 2964 222.985
1.19766 119.162 3278 198.388
1.2432 120.657 3618 200.878
1.28924 115.496 3896 192.284
1.33879 109.97 4770 183.085
1.3903 104.837 4902 174.538
1.44163 102.904 5522 171.321
1.49595 98.6296 6402 164.205
1.55328 94.7065 7118 157.673
1.61149 91.2204 7634 151.869
1.67267 85.7159 9090 142.705
1.73596 84.9136 9566 141.369
1.80111 81.7763 11034 136.146
1.86923 75.1621 12290 125.135
1.94007 73.9349 13706 123.091
2.01239 70.4998 14970 117.372
2.08788 66.7921 17198 111.2
2.16695 64.6566 19016 107.644
2.24881 60.1522 21458 100.145
2.33445 58.2627 24186 96.9993
2.42318 53.7177 26624 89.4325
2.51406 51.8697 29594 86.3559
2.60906 49.8756 33536 83.0361
2.70773 46.9987 37166 78.2463
2.80996 44.2145 41720 73.611
2.91588 42.4443 46280 70.664
3.02527 41.1718 51536 68.5454
3.13941 39 58466 64.9296
3.25901 37.1503 65564 61.8501
3.38216 35.6325 72080 59.3232
3.50965 34.4079 81380 57.2843
3.64194 33.1206 90070 55.1413
3.7792 32.7055 101516 54.4501
3.92175 32.6172 112736 54.3031
4.06885 32.6644 122371 54.3817
4.22253 31.3905 120908 52.2608
4.38168 30.5826 118888 50.9158
4.54705 29.4579 115424 49.0433
4.71893 29.1356 110068 48.5068
4.89655 28.8913 101516 48.1
5.08084 29.644 92536 49.3532
5.27183 30.7804 78532 51.2451
5.46879 32.5382 62872 54.1716
5.67269 33.3846 43009 55.5808
5.8872 33.6145 27262 55.9635
6.10775 37.2859 16264 62.0759
6.3354 41.2957 8614 68.7516
6.56292 53.7681 3046 89.5165
6.76744 75.4331 550 125.586
6.96499 284.916 1 474.346
