# in Mpc/h Units 
# D1 = 0.0240626 
# k P N P(z=0)
0.0628319 6.58478 6 11372.6
0.0888577 4.01955 12 6942.14
0.108828 2.92955 8 5059.61
0.125664 2.64542 6 4568.89
0.140496 2.10978 24 3643.78
0.153906 1.68885 24 2916.81
0.177715 1.38047 12 2384.2
0.188496 1.28693 30 2222.65
0.198692 1.16822 24 2017.64
0.20839 1.03634 24 1789.86
0.217656 0.961203 8 1660.09
0.226543 0.847691 24 1464.04
0.235095 0.83224 48 1437.36
0.251327 0.722679 6 1248.14
0.262281 0.69092 84 1193.28
0.273878 0.611658 24 1056.39
0.280993 0.606403 24 1047.32
0.29019 0.550541 72 950.837
0.307812 0.488986 24 844.526
0.318551 0.467338 102 807.137
0.326484 0.468026 32 808.326
0.340674 0.399794 120 690.482
0.355431 0.374409 12 646.64
0.366343 0.344295 144 594.631
0.379302 0.326504 54 563.903
0.389837 0.306783 96 529.844
0.405099 0.281369 168 485.952
0.422256 0.260974 144 450.727
0.442145 0.230205 146 397.587
0.456965 0.221462 240 382.486
0.476937 0.204026 192 352.372
0.493022 0.186032 168 321.295
0.510602 0.173543 270 299.725
0.527626 0.162402 228 280.484
0.546637 0.15004 344 259.134
0.570583 0.137147 342 236.866
0.591498 0.125735 456 217.157
0.616749 0.115661 396 199.758
0.63768 0.107127 486 185.018
0.661928 0.0976557 560 168.661
0.686555 0.091364 558 157.794
0.712045 0.0843079 708 145.608
0.737212 0.0765948 672 132.287
0.767295 0.0716409 998 123.731
0.797876 0.0654472 924 113.034
0.827231 0.0603342 1014 104.203
0.855366 0.0556182 1064 96.058
0.888745 0.0508617 1434 87.8431
0.922629 0.0462444 1440 79.8684
0.9574 0.0425683 1662 73.5195
0.994531 0.0390243 1898 67.3987
1.03188 0.0363379 2040 62.759
1.07175 0.0332487 2378 57.4237
1.11154 0.03107 2430 53.6609
1.15271 0.0280777 2964 48.4928
1.19766 0.0254553 3278 43.9638
1.2432 0.0235656 3618 40.7001
1.28924 0.0217686 3896 37.5965
1.33879 0.0200587 4770 34.6433
1.3903 0.0186088 4902 32.1392
1.44163 0.0169621 5522 29.2952
1.49595 0.0155289 6402 26.8199
1.55328 0.0145236 7118 25.0836
1.61149 0.0134503 7634 23.2299
1.67267 0.0126201 9090 21.7961
1.73596 0.0118448 9566 20.4571
1.80111 0.0111067 11034 19.1823
1.86923 0.0106851 12290 18.4542
1.94007 0.010188 13706 17.5957
2.01239 0.00967531 14970 16.7102
2.08788 0.00956446 17198 16.5187
2.16695 0.00985419 19016 17.0191
2.24881 0.00982353 21458 16.9662
2.33445 0.0101103 24186 17.4614
2.42318 0.0111092 26624 19.1866
2.51406 0.0120231 29594 20.7651
2.60906 0.0136984 33536 23.6584
2.70773 0.0161229 37166 27.8459
2.80996 0.0205228 41720 35.4448
2.91588 0.0259027 46280 44.7365
3.02527 0.0330319 51536 57.0492
3.13941 0.0486753 58466 84.0669
3.25901 0.0719313 65564 124.232
3.38216 0.113891 72080 196.701
3.50965 0.198184 81380 342.284
3.64194 0.430813 90070 744.056
3.7792 1.44984 101516 2504.02
3.92175 5.37693 112736 9286.48
4.06885 49.6964 122371 85830.5
4.22253 0.0353399 120908 61.0355
4.38168 0.047449 118888 81.949
4.54705 0.0750853 115424 129.679
4.71893 0.139328 110068 240.633
4.89655 0.299172 101516 516.699
5.08084 0.809879 92536 1398.74
5.27183 2.48871 78532 4298.24
5.46879 19.6513 62872 33939.7
5.67269 278.633 43009 481227
5.8872 0.554936 27262 958.428
6.10775 2.02355 16264 3494.87
6.3354 11.4219 8614 19726.6
6.56292 117.222 3046 202453
6.76744 4990.44 550 8.61898e+06
6.96499 4.35915e+06 1 7.52866e+09
