# in Mpc/h Units 
# D1 = 0.0392299 
# k P N P(z=0)
0.0628319 17.4993 6 11370.6
0.0888577 10.6584 12 6925.57
0.108828 7.75972 8 5042.1
0.125664 6.94472 6 4512.53
0.140496 5.61454 24 3648.2
0.153906 4.44379 24 2887.48
0.177715 3.67695 12 2389.2
0.188496 3.39213 30 2204.13
0.198692 3.11007 24 2020.86
0.20839 2.74518 24 1783.76
0.217656 2.56645 8 1667.62
0.226543 2.25464 24 1465.02
0.235095 2.22561 48 1446.15
0.251327 1.88671 6 1225.94
0.262281 1.83761 84 1194.04
0.273878 1.59282 24 1034.98
0.280993 1.6008 24 1040.16
0.29019 1.45635 72 946.308
0.307812 1.29332 24 840.372
0.318551 1.24336 102 807.911
0.326484 1.24023 32 805.871
0.340674 1.06557 120 692.381
0.355431 0.99145 12 644.222
0.366343 0.912422 144 592.872
0.379302 0.838296 54 544.706
0.389837 0.817483 96 531.183
0.405099 0.750156 168 487.435
0.422256 0.685354 144 445.328
0.442145 0.608317 146 395.271
0.456965 0.580999 240 377.52
0.476937 0.537011 192 348.938
0.493022 0.489573 168 318.114
0.510602 0.460197 270 299.026
0.527626 0.428502 228 278.431
0.546637 0.393341 344 255.585
0.570583 0.358265 342 232.793
0.591498 0.332317 456 215.932
0.616749 0.303793 396 197.398
0.63768 0.282463 486 183.538
0.661928 0.256923 560 166.943
0.686555 0.237233 558 154.149
0.712045 0.218326 708 141.864
0.737212 0.199026 672 129.322
0.767295 0.187416 998 121.779
0.797876 0.169134 924 109.899
0.827231 0.15722 1014 102.158
0.855366 0.143849 1064 93.4701
0.888745 0.131161 1434 85.2254
0.922629 0.118944 1440 77.2874
0.9574 0.108762 1662 70.6715
0.994531 0.0993374 1898 64.5473
1.03188 0.0936922 2040 60.8791
1.07175 0.0834466 2378 54.2217
1.11154 0.0797458 2430 51.8171
1.15271 0.0703308 2964 45.6994
1.19766 0.0649315 3278 42.1911
1.2432 0.0593763 3618 38.5814
1.28924 0.05494 3896 35.6988
1.33879 0.0500997 4770 32.5537
1.3903 0.0463124 4902 30.0928
1.44163 0.042127 5522 27.3732
1.49595 0.0384471 6402 24.9821
1.55328 0.0355592 7118 23.1056
1.61149 0.0327471 7634 21.2783
1.67267 0.0305673 9090 19.862
1.73596 0.028755 9566 18.6844
1.80111 0.0267768 11034 17.399
1.86923 0.0256211 12290 16.648
1.94007 0.0240773 13706 15.6449
2.01239 0.0228905 14970 14.8737
2.08788 0.0225048 17198 14.6231
2.16695 0.0234321 19016 15.2256
2.24881 0.0234919 21458 15.2645
2.33445 0.023621 24186 15.3484
2.42318 0.0267099 26624 17.3555
2.51406 0.0287391 29594 18.6741
2.60906 0.0335063 33536 21.7717
2.70773 0.0397398 37166 25.8221
2.80996 0.0509054 41720 33.0772
2.91588 0.0629625 46280 40.9117
3.02527 0.0812959 51536 52.8243
3.13941 0.119897 58466 77.9062
3.25901 0.18555 65564 120.566
3.38216 0.291892 72080 189.665
3.50965 0.478576 81380 310.968
3.64194 1.1516 90070 748.287
3.7792 3.56672 101516 2317.58
3.92175 14.8761 112736 9666.14
4.06885 23.8915 122371 15524.2
4.22253 0.0694932 120908 45.1551
4.38168 0.0942909 118888 61.2682
4.54705 0.153916 115424 100.011
4.71893 0.289941 110068 188.397
4.89655 0.637102 101516 413.975
5.08084 1.67026 92536 1085.3
5.27183 4.82723 78532 3136.63
5.46879 34.789 62872 22605.1
5.67269 133.782 43009 86928.7
5.8872 1.02149 27262 663.743
6.10775 3.83402 16264 2491.26
6.3354 20.8031 8614 13517.4
6.56292 178.918 3046 116257
6.76744 5637.96 550 3.66343e+06
6.96499 674897 1 4.38533e+08
