# in Mpc/h Units 
# D1 = 0.180725 
# k P N P(z=0)
0.0628319 363.471 6 11128.4
0.0888577 216.067 12 6615.34
0.108828 162.087 8 4962.63
0.125664 154.208 6 4721.38
0.140496 118.655 24 3632.88
0.153906 87.1903 24 2669.51
0.177715 78.1312 12 2392.15
0.188496 71.1844 30 2179.46
0.198692 71.4358 24 2187.15
0.20839 62.4074 24 1910.73
0.217656 60.982 8 1867.09
0.226543 44.8529 24 1373.26
0.235095 51.7107 48 1583.23
0.251327 38.366 6 1174.65
0.262281 39.4072 84 1206.53
0.273878 30.3025 24 927.775
0.280993 38.8252 24 1188.71
0.29019 31.4786 72 963.781
0.307812 25.9749 24 795.276
0.318551 26.6059 102 814.595
0.326484 28.727 32 879.537
0.340674 23.6342 120 723.61
0.355431 24.7097 12 756.538
0.366343 19.696 144 603.034
0.379302 16.5852 54 507.789
0.389837 17.0147 96 520.94
0.405099 16.5015 168 505.226
0.422256 15.8469 144 485.185
0.442145 12.3689 146 378.699
0.456965 12.8878 240 394.585
0.476937 12.2449 192 374.902
0.493022 10.5031 168 321.573
0.510602 10.3299 270 316.272
0.527626 9.54248 228 292.163
0.546637 8.70326 344 266.468
0.570583 7.93273 342 242.877
0.591498 7.6642 456 234.655
0.616749 6.55633 396 200.735
0.63768 6.14041 486 188.001
0.661928 5.81653 560 178.085
0.686555 5.34543 558 163.661
0.712045 5.03896 708 154.278
0.737212 4.42057 672 135.345
0.767295 4.32154 998 132.313
0.797876 3.76052 924 115.136
0.827231 3.47972 1014 106.539
0.855366 3.17115 1064 97.0912
0.888745 2.99324 1434 91.6442
0.922629 2.50675 1440 76.7493
0.9574 2.46253 1662 75.3955
0.994531 2.18172 1898 66.7978
1.03188 2.0704 2040 63.3896
1.07175 1.8616 2378 56.9968
1.11154 1.80337 2430 55.2139
1.15271 1.60842 2964 49.2451
1.19766 1.45738 3278 44.6206
1.2432 1.27726 3618 39.1059
1.28924 1.26052 3896 38.5933
1.33879 1.09344 4770 33.4778
1.3903 1.03743 4902 31.7629
1.44163 0.937926 5522 28.7165
1.49595 0.864673 6402 26.4737
1.55328 0.764345 7118 23.402
1.61149 0.746333 7634 22.8505
1.67267 0.660232 9090 20.2144
1.73596 0.633898 9566 19.4081
1.80111 0.595951 11034 18.2463
1.86923 0.558007 12290 17.0845
1.94007 0.537956 13706 16.4706
2.01239 0.498439 14970 15.2607
2.08788 0.493335 17198 15.1045
2.16695 0.491132 19016 15.037
2.24881 0.504674 21458 15.4516
2.33445 0.500867 24186 15.3351
2.42318 0.570751 26624 17.4747
2.51406 0.5935 29594 18.1712
2.60906 0.69392 33536 21.2458
2.70773 0.766966 37166 23.4822
2.80996 0.991841 41720 30.3673
2.91588 1.19135 46280 36.4755
3.02527 1.4609 51536 44.7283
3.13941 1.95782 58466 59.9426
3.25901 2.74544 65564 84.0574
3.38216 3.66922 72080 112.341
3.50965 4.43367 81380 135.746
3.64194 6.02132 90070 184.355
3.7792 8.62522 101516 264.079
3.92175 8.89685 112736 272.395
4.06885 3.91644 122371 119.91
4.22253 1.53019 120908 46.85
4.38168 1.95121 118888 59.7402
4.54705 2.91411 115424 89.2215
4.71893 4.41042 110068 135.034
4.89655 7.07876 101516 216.731
5.08084 10.8202 92536 331.282
5.27183 14.739 78532 451.265
5.46879 18.5219 62872 567.085
5.67269 12.1175 43009 371.003
5.8872 13.661 27262 418.259
6.10775 28.7536 16264 880.349
6.3354 58.1732 8614 1781.09
6.56292 100.398 3046 3073.9
6.76744 158.937 550 4866.17
6.96499 343.7 1 10523.1
