# in Mpc/h Units 
# D1 = 0.659099 
# k P N P(z=0)
0.0628319 4446.31 6 10235.2
0.0888577 2453.22 12 5647.22
0.108828 2016.52 8 4641.95
0.125664 2340.29 6 5387.26
0.140496 1525.01 24 3510.52
0.153906 967.272 24 2226.62
0.177715 1089.72 12 2508.49
0.188496 914.01 30 2104.02
0.198692 1050.88 24 2419.09
0.20839 864.714 24 1990.54
0.217656 826.384 8 1902.3
0.226543 462.098 24 1063.73
0.235095 963.288 48 2217.45
0.251327 590.627 6 1359.6
0.262281 565.795 84 1302.44
0.273878 307.914 24 708.807
0.280993 528.784 24 1217.24
0.29019 532.538 72 1225.88
0.307812 476.168 24 1096.12
0.318551 478.01 102 1100.36
0.326484 588.987 32 1355.82
0.340674 372.312 120 857.047
0.355431 604.704 12 1392.01
0.366343 343.835 144 791.494
0.379302 237.604 54 546.954
0.389837 283.025 96 651.514
0.405099 299.637 168 689.753
0.422256 327.866 144 754.736
0.442145 203.161 146 467.668
0.456965 265.072 240 610.186
0.476937 228.953 192 527.041
0.493022 229.032 168 527.222
0.510602 222.963 270 513.252
0.527626 191.419 228 440.639
0.546637 197.951 344 455.676
0.570583 186.361 342 428.996
0.591498 194.947 456 448.759
0.616749 158.668 396 365.249
0.63768 147.926 486 340.521
0.661928 150.999 560 347.594
0.686555 140.911 558 324.371
0.712045 135.146 708 311.101
0.737212 135.35 672 311.571
0.767295 122.833 998 282.758
0.797876 131.356 924 302.377
0.827231 112.98 1014 260.075
0.855366 108.056 1064 248.741
0.888745 108.539 1434 249.853
0.922629 97.9672 1440 225.517
0.9574 97.0303 1662 223.36
0.994531 89.8218 1898 206.766
1.03188 89.9708 2040 207.109
1.07175 81.4301 2378 187.449
1.11154 74.984 2430 172.61
1.15271 83.8643 2964 193.052
1.19766 72.2174 3278 166.242
1.2432 74.0547 3618 170.471
1.28924 69.4081 3896 159.775
1.33879 65.8277 4770 151.533
1.3903 63.7018 4902 146.639
1.44163 60.692 5522 139.711
1.49595 58.6127 6402 134.924
1.55328 56.8469 7118 130.859
1.61149 54.9258 7634 126.437
1.67267 52.1798 9090 120.116
1.73596 49.8501 9566 114.753
1.80111 48.5748 11034 111.817
1.86923 45.1381 12290 103.906
1.94007 44.4001 13706 102.207
2.01239 42.8278 14970 98.5878
2.08788 40.2693 17198 92.6984
2.16695 38.9147 19016 89.5802
2.24881 37.2648 21458 85.7821
2.33445 35.8591 24186 82.5462
2.42318 34.6665 26624 79.8009
2.51406 33.1488 29594 76.3072
2.60906 32.0502 33536 73.7784
2.70773 30.6289 37166 70.5066
2.80996 29.8253 41720 68.6567
2.91588 28.1487 46280 64.7973
3.02527 26.8396 51536 61.7837
3.13941 25.6497 58466 59.0446
3.25901 24.6986 65564 56.8552
3.38216 23.4311 72080 53.9376
3.50965 23.0257 81380 53.0043
3.64194 22.5464 90070 51.9009
3.7792 22.1094 101516 50.895
3.92175 22.3387 112736 51.4228
4.06885 22.2991 122371 51.3318
4.22253 21.5009 120908 49.4943
4.38168 20.9773 118888 48.2889
4.54705 20.6864 115424 47.6193
4.71893 20.3788 110068 46.9112
4.89655 20.4536 101516 47.0835
5.08084 20.8852 92536 48.077
5.27183 21.8255 78532 50.2413
5.46879 23.1543 62872 53.3003
5.67269 24.5326 43009 56.4731
5.8872 24.5629 27262 56.5428
6.10775 27.044 16264 62.2542
6.3354 30.5858 8614 70.4073
6.56292 39.3946 3046 90.6849
6.76744 53.0547 550 122.13
6.96499 352.482 1 811.399
