# in Mpc/h Units 
# D1 = 0.833751 
# k P N P(z=0)
0.0628319 6870.86 6 9884.14
0.0888577 3686.56 12 5303.33
0.108828 3127.98 8 4499.79
0.125664 3857.8 6 5549.67
0.140496 2387 24 3433.84
0.153906 1483.53 24 2134.14
0.177715 1778.69 12 2558.76
0.188496 1420.05 30 2042.83
0.198692 1634.8 24 2351.76
0.20839 1337.8 24 1924.51
0.217656 1159.64 8 1668.21
0.226543 668.984 24 962.373
0.235095 1660.52 48 2388.76
0.251327 1052.02 6 1513.4
0.262281 932.611 84 1341.62
0.273878 510.947 24 735.028
0.280993 761.738 24 1095.8
0.29019 939.384 72 1351.36
0.307812 908.91 24 1307.52
0.318551 817.09 102 1175.43
0.326484 1012.22 32 1456.15
0.340674 617.27 120 887.979
0.355431 1106.27 12 1591.44
0.366343 588.698 144 846.877
0.379302 419.98 54 604.165
0.389837 541.061 96 778.348
0.405099 547.666 168 787.849
0.422256 559.83 144 805.348
0.442145 357.747 146 514.64
0.456965 480.006 240 690.518
0.476937 448.865 192 645.719
0.493022 394.708 168 567.81
0.510602 416.211 270 598.744
0.527626 352.982 228 507.786
0.546637 360.531 344 518.645
0.570583 348.507 342 501.348
0.591498 362.582 456 521.595
0.616749 310.323 396 446.418
0.63768 294.618 486 423.826
0.661928 291.047 560 418.688
0.686555 282.861 558 406.912
0.712045 245.82 708 353.626
0.737212 265.217 672 381.531
0.767295 245.109 998 352.604
0.797876 255.243 924 367.182
0.827231 225.874 1014 324.933
0.855366 227.407 1064 327.139
0.888745 213.255 1434 306.781
0.922629 203.599 1440 292.889
0.9574 192.141 1662 276.406
0.994531 195.66 1898 281.468
1.03188 189.579 2040 272.721
1.07175 173.401 2378 249.448
1.11154 157.953 2430 227.224
1.15271 166.251 2964 239.162
1.19766 151.177 3278 217.477
1.2432 151.502 3618 217.944
1.28924 145.671 3896 209.556
1.33879 139.64 4770 200.88
1.3903 133.972 4902 192.727
1.44163 129.886 5522 186.848
1.49595 126.828 6402 182.45
1.55328 121.228 7118 174.393
1.61149 115.034 7634 165.483
1.67267 108.257 9090 155.735
1.73596 108.048 9566 155.434
1.80111 103.078 11034 148.284
1.86923 94.1434 12290 135.431
1.94007 92.2783 13706 132.748
2.01239 88.0844 14970 126.715
2.08788 83.9349 17198 120.745
2.16695 81.8845 19016 117.796
2.24881 76.1525 21458 109.55
2.33445 72.928 24186 104.911
2.42318 67.2985 26624 96.8129
2.51406 64.7988 29594 93.2169
2.60906 62.1383 33536 89.3896
2.70773 58.5807 37166 84.2718
2.80996 54.9519 41720 79.0516
2.91588 52.4145 46280 75.4013
3.02527 50.4929 51536 72.637
3.13941 48.0874 58466 69.1765
3.25901 46.0631 65564 66.2645
3.38216 43.9164 72080 63.1764
3.50965 42.8825 81380 61.6891
3.64194 40.8736 90070 58.7991
3.7792 40.004 101516 57.5481
3.92175 39.8363 112736 57.3069
4.06885 39.4098 122371 56.6933
4.22253 37.8205 120908 54.407
4.38168 36.9915 118888 53.2145
4.54705 35.7722 115424 51.4605
4.71893 35.2231 110068 50.6706
4.89655 34.2061 101516 49.2075
5.08084 34.9877 92536 50.3318
5.27183 36.3497 78532 52.2912
5.46879 38.1551 62872 54.8884
5.67269 38.5916 43009 55.5164
5.8872 38.495 27262 55.3773
6.10775 41.5187 16264 59.7272
6.3354 48.1276 8614 69.2344
6.56292 56.8189 3046 81.7374
6.76744 76.1517 550 109.549
6.96499 44.6263 1 64.1976
