# in Mpc/h Units 
# D1 = 0.79463 
# k P N P(z=0)
0.0628319 6290.99 6 9962.97
0.0888577 3396.58 12 5379.13
0.108828 2862.19 8 4532.83
0.125664 3483.95 6 5517.5
0.140496 2179.48 24 3451.63
0.153906 1359.27 24 2152.66
0.177715 1608.35 12 2547.13
0.188496 1298.81 30 2056.92
0.198692 1498.41 24 2373.02
0.20839 1225.94 24 1941.51
0.217656 1091.06 8 1727.91
0.226543 620.687 24 982.976
0.235095 1487.44 48 2355.65
0.251327 934.072 6 1479.28
0.262281 841.091 84 1332.03
0.273878 455.782 24 721.817
0.280993 709.879 24 1124.23
0.29019 835.791 72 1323.63
0.307812 796.072 24 1260.73
0.318551 733.218 102 1161.19
0.326484 907.651 32 1437.44
0.340674 555.227 120 879.308
0.355431 980.849 12 1553.36
0.366343 527.198 144 834.918
0.379302 370.748 54 587.15
0.389837 472.323 96 748.014
0.405099 482.617 168 764.317
0.422256 504.115 144 798.362
0.442145 318.101 146 503.773
0.456965 424.086 240 671.62
0.476937 388.675 192 615.54
0.493022 353.817 168 560.337
0.510602 364.526 270 577.296
0.527626 311.208 228 492.857
0.546637 318.213 344 503.951
0.570583 305.113 342 483.204
0.591498 319.673 456 506.263
0.616749 270.265 396 428.015
0.63768 255.237 486 404.216
0.661928 253.876 560 402.06
0.686555 245.607 558 388.966
0.712045 217.049 708 343.739
0.737212 230.571 672 365.153
0.767295 212.283 998 336.19
0.797876 223.479 924 353.922
0.827231 195.973 1014 310.361
0.855366 195.222 1064 309.172
0.888745 184.4 1434 292.033
0.922629 174.429 1440 276.242
0.9574 167.259 1662 264.887
0.994531 166.81 1898 264.175
1.03188 161.731 2040 256.131
1.07175 147.27 2378 233.23
1.11154 133.346 2430 211.179
1.15271 144 2964 228.052
1.19766 129.049 3278 204.374
1.2432 130.108 3618 206.051
1.28924 124.725 3896 197.526
1.33879 118.982 4770 188.431
1.3903 113.679 4902 180.033
1.44163 111.16 5522 176.043
1.49595 107.058 6402 169.546
1.55328 102.557 7118 162.419
1.61149 98.2037 7634 155.524
1.67267 92.2456 9090 146.088
1.73596 91.6798 9566 145.192
1.80111 88.0684 11034 139.473
1.86923 80.7113 12290 127.822
1.94007 79.3573 13706 125.677
2.01239 75.6337 14970 119.78
2.08788 71.812 17198 113.728
2.16695 69.7547 19016 110.47
2.24881 64.8765 21458 102.744
2.33445 62.6384 24186 99.1998
2.42318 57.5986 26624 91.2183
2.51406 55.7011 29594 88.2134
2.60906 53.1943 33536 84.2433
2.70773 50.141 37166 79.4078
2.80996 47.1922 41720 74.7379
2.91588 45.1612 46280 71.5213
3.02527 43.5336 51536 68.9438
3.13941 41.3518 58466 65.4884
3.25901 39.4878 65564 62.5364
3.38216 37.6332 72080 59.5994
3.50965 36.1271 81380 57.2142
3.64194 34.7513 90070 55.0353
3.7792 33.9385 101516 53.7481
3.92175 33.838 112736 53.589
4.06885 33.8568 122371 53.6186
4.22253 32.4704 120908 51.4231
4.38168 31.6807 118888 50.1724
4.54705 30.6243 115424 48.4995
4.71893 30.4632 110068 48.2442
4.89655 30.0298 101516 47.558
5.08084 30.6061 92536 48.4706
5.27183 31.9035 78532 50.5252
5.46879 33.3938 62872 52.8854
5.67269 33.864 43009 53.6301
5.8872 34.0503 27262 53.9251
6.10775 35.7458 16264 56.6103
6.3354 41.3393 8614 65.4687
6.56292 49.6107 3046 78.5679
6.76744 62.6279 550 99.1832
6.96499 129.47 1 205.04
