# in Mpc/h Units 
# D1 = 0.53445 
# k P N P(z=0)
0.0628319 2993.82 6 10481.2
0.0888577 1684.65 12 5897.86
0.108828 1352.37 8 4734.6
0.125664 1497.33 6 5242.09
0.140496 1016.54 24 3558.86
0.153906 660.371 24 2311.93
0.177715 706.995 12 2475.15
0.188496 610.841 30 2138.53
0.198692 690.533 24 2417.52
0.20839 575.406 24 2014.47
0.217656 571.57 8 2001.04
0.226543 327.102 24 1145.17
0.235095 588.567 48 2060.54
0.251327 360.224 6 1261.13
0.262281 364.803 84 1277.16
0.273878 210.69 24 737.617
0.280993 365.389 24 1279.21
0.29019 325.388 72 1139.17
0.307812 273.446 24 957.32
0.318551 293.265 102 1026.71
0.326484 356.523 32 1248.17
0.340674 238.993 120 836.704
0.355431 346.869 12 1214.37
0.366343 211.99 144 742.165
0.379302 150.076 54 525.408
0.389837 166.642 96 583.405
0.405099 180.696 168 632.608
0.422256 196.617 144 688.345
0.442145 123.982 146 434.056
0.456965 158.026 240 553.24
0.476937 134.788 192 471.885
0.493022 137.048 168 479.797
0.510602 130.908 270 458.303
0.527626 113.136 228 396.083
0.546637 116.186 344 406.763
0.570583 107.743 342 377.204
0.591498 109.475 456 383.268
0.616749 88.2993 396 309.132
0.63768 81.2324 486 284.391
0.661928 84.8435 560 297.033
0.686555 75.4593 558 264.179
0.712045 78.4019 708 274.481
0.737212 75.4218 672 264.048
0.767295 67.2325 998 235.378
0.797876 69.4453 924 243.125
0.827231 60.7814 1014 212.793
0.855366 56.7119 1064 198.545
0.888745 58.9655 1434 206.435
0.922629 51.47 1440 180.194
0.9574 49.4062 1662 172.969
0.994531 45.6059 1898 159.664
1.03188 45.9419 2040 160.84
1.07175 42.782 2378 149.778
1.11154 38.8756 2430 136.102
1.15271 41.0351 2964 143.662
1.19766 36.4093 3278 127.467
1.2432 36.3627 3618 127.304
1.28924 32.2939 3896 113.06
1.33879 31.6531 4770 110.816
1.3903 30.5795 4902 107.057
1.44163 28.8159 5522 100.883
1.49595 28.2041 6402 98.7411
1.55328 27.0821 7118 94.8133
1.61149 26.2811 7634 92.009
1.67267 24.5927 9090 86.0978
1.73596 23.2698 9566 81.4666
1.80111 22.6109 11034 79.1596
1.86923 21.656 12290 75.8165
1.94007 21.6555 13706 75.8147
2.01239 20.7758 14970 72.7352
2.08788 19.6144 17198 68.6691
2.16695 19.1373 19016 66.9987
2.24881 18.6161 21458 65.1739
2.33445 18.0492 24186 63.1892
2.42318 17.7433 26624 62.1184
2.51406 17.1922 29594 60.1891
2.60906 16.4732 33536 57.6718
2.70773 16.2645 37166 56.9413
2.80996 15.8634 41720 55.5369
2.91588 15.4286 46280 54.0148
3.02527 14.9256 51536 52.2539
3.13941 14.7058 58466 51.4844
3.25901 14.3804 65564 50.3451
3.38216 14.0687 72080 49.2538
3.50965 14.0329 81380 49.1283
3.64194 13.7185 90070 48.0277
3.7792 13.772 101516 48.215
3.92175 14.1456 112736 49.5229
4.06885 14.1242 122371 49.4483
4.22253 13.821 120908 48.3866
4.38168 13.5642 118888 47.4875
4.54705 13.6042 115424 47.6278
4.71893 13.7361 110068 48.0895
4.89655 14.1592 101516 49.5705
5.08084 14.7974 92536 51.8051
5.27183 15.3405 78532 53.7065
5.46879 16.473 62872 57.6711
5.67269 17.0708 43009 59.7641
5.8872 17.8257 27262 62.4069
6.10775 20.1739 16264 70.6278
6.3354 23.0067 8614 80.5453
6.56292 28.7935 3046 100.805
6.76744 40.7729 550 142.744
6.96499 31.2811 1 109.513
