# in Mpc/h Units 
# D1 = 0.0268184 
# k P N P(z=0)
0.0628319 8.17652 6 11368.5
0.0888577 4.98597 12 6932.42
0.108828 3.64045 8 5061.62
0.125664 3.25038 6 4519.28
0.140496 2.62165 24 3645.1
0.153906 2.07803 24 2889.26
0.177715 1.70979 12 2377.27
0.188496 1.5808 30 2197.92
0.198692 1.47468 24 2050.37
0.20839 1.29543 24 1801.15
0.217656 1.19328 8 1659.11
0.226543 1.05263 24 1463.56
0.235095 1.04218 48 1449.03
0.251327 0.93372 6 1298.23
0.262281 0.857147 84 1191.76
0.273878 0.736122 24 1023.49
0.280993 0.779748 24 1084.15
0.29019 0.684651 72 951.929
0.307812 0.608172 24 845.594
0.318551 0.580157 102 806.642
0.326484 0.568278 32 790.126
0.340674 0.500141 120 695.388
0.355431 0.484526 12 673.678
0.366343 0.430071 144 597.964
0.379302 0.393177 54 546.667
0.389837 0.376655 96 523.696
0.405099 0.351217 168 488.328
0.422256 0.326597 144 454.095
0.442145 0.29066 146 404.13
0.456965 0.271876 240 378.012
0.476937 0.256574 192 356.737
0.493022 0.229465 168 319.045
0.510602 0.213816 270 297.287
0.527626 0.202629 228 281.732
0.546637 0.185146 344 257.425
0.570583 0.17094 342 237.672
0.591498 0.160121 456 222.63
0.616749 0.144405 396 200.779
0.63768 0.132055 486 183.608
0.661928 0.122399 560 170.182
0.686555 0.11244 558 156.335
0.712045 0.103917 708 144.485
0.737212 0.0950818 672 132.2
0.767295 0.0899992 998 125.134
0.797876 0.0809838 924 112.599
0.827231 0.0740761 1014 102.994
0.855366 0.0690198 1064 95.9642
0.888745 0.0635919 1434 88.4173
0.922629 0.0568965 1440 79.1081
0.9574 0.0522499 1662 72.6475
0.994531 0.0480843 1898 66.8557
1.03188 0.0448785 2040 62.3985
1.07175 0.0410086 2378 57.0178
1.11154 0.0394347 2430 54.8295
1.15271 0.0349266 2964 48.5614
1.19766 0.0316047 3278 43.9427
1.2432 0.0293401 3618 40.794
1.28924 0.0271763 3896 37.7855
1.33879 0.0250108 4770 34.7746
1.3903 0.0227365 4902 31.6125
1.44163 0.0208552 5522 28.9968
1.49595 0.0196485 6402 27.319
1.55328 0.0180855 7118 25.1458
1.61149 0.0167214 7634 23.2491
1.67267 0.0155864 9090 21.6711
1.73596 0.0148212 9566 20.6073
1.80111 0.0140142 11034 19.4851
1.86923 0.0135071 12290 18.7801
1.94007 0.0130174 13706 18.0992
2.01239 0.0122938 14970 17.0932
2.08788 0.0120938 17198 16.8151
2.16695 0.0123403 19016 17.1577
2.24881 0.0125534 21458 17.4541
2.33445 0.0129015 24186 17.9381
2.42318 0.0140742 26624 19.5686
2.51406 0.0153419 29594 21.3312
2.60906 0.0175116 33536 24.3479
2.70773 0.0204513 37166 28.4352
2.80996 0.0259644 41720 36.1005
2.91588 0.0332472 46280 46.2265
3.02527 0.0417022 51536 57.9822
3.13941 0.0593182 58466 82.4752
3.25901 0.0888231 65564 123.498
3.38216 0.137201 72080 190.763
3.50965 0.215053 81380 299.007
3.64194 0.434794 90070 604.531
3.7792 1.3116 101516 1823.63
3.92175 3.04069 112736 4227.74
4.06885 80.9689 122371 112578
4.22253 0.0601083 120908 83.5738
4.38168 0.0801172 118888 111.394
4.54705 0.128459 115424 178.607
4.71893 0.236634 110068 329.012
4.89655 0.5327 101516 740.659
5.08084 1.35874 92536 1889.18
5.27183 3.84384 78532 5344.42
5.46879 24.9189 62872 34646.8
5.67269 779.704 43009 1.08409e+06
5.8872 1.43528 27262 1995.6
6.10775 5.29065 16264 7356.04
6.3354 30.6875 8614 42667.5
6.56292 285.093 3046 396389
6.76744 8373.66 550 1.16426e+07
6.96499 3.36471e+07 1 4.67824e+10
