# in Mpc/h Units 
# D1 = 0.0147992 
# k P N P(z=0)
0.0628319 2.49836 6 11407.2
0.0888577 1.5267 12 6970.73
0.108828 1.11283 8 5081.07
0.125664 0.974469 6 4449.32
0.140496 0.799637 24 3651.06
0.153906 0.644503 24 2942.73
0.177715 0.524825 12 2396.3
0.188496 0.486128 30 2219.61
0.198692 0.440486 24 2011.21
0.20839 0.394047 24 1799.18
0.217656 0.359324 8 1640.64
0.226543 0.328392 24 1499.4
0.235095 0.313296 48 1430.48
0.251327 0.281542 6 1285.49
0.262281 0.259121 84 1183.12
0.273878 0.233259 24 1065.04
0.280993 0.22237 24 1015.32
0.29019 0.207914 72 949.313
0.307812 0.187703 24 857.031
0.318551 0.175906 102 803.168
0.326484 0.167598 32 765.234
0.340674 0.153 120 698.584
0.355431 0.141701 12 646.99
0.366343 0.131585 144 600.802
0.379302 0.122418 54 558.947
0.389837 0.116661 96 532.662
0.405099 0.107244 168 489.663
0.422256 0.0986205 144 450.291
0.442145 0.0897028 146 409.573
0.456965 0.0835018 240 381.26
0.476937 0.076535 192 349.451
0.493022 0.0708291 168 323.398
0.510602 0.0663219 270 302.819
0.527626 0.0615773 228 281.155
0.546637 0.0571277 344 260.839
0.570583 0.0521474 342 238.1
0.591498 0.048253 456 220.318
0.616749 0.0439934 396 200.869
0.63768 0.0407414 486 186.021
0.661928 0.0376311 560 171.82
0.686555 0.0345415 558 157.713
0.712045 0.0320253 708 146.224
0.737212 0.0296294 672 135.285
0.767295 0.027217 998 124.27
0.797876 0.0249943 924 114.121
0.827231 0.0230167 1014 105.092
0.855366 0.0212813 1064 97.1682
0.888745 0.0196092 1434 89.5336
0.922629 0.0178889 1440 81.6786
0.9574 0.0163497 1662 74.651
0.994531 0.0150583 1898 68.7547
1.03188 0.0139266 2040 63.5875
1.07175 0.0128476 2378 58.6606
1.11154 0.0118678 2430 54.187
1.15271 0.0108739 2964 49.6493
1.19766 0.00990226 3278 45.2127
1.2432 0.00925118 3618 42.2399
1.28924 0.0084606 3896 38.6302
1.33879 0.00784217 4770 35.8065
1.3903 0.00721717 4902 32.9528
1.44163 0.00668911 5522 30.5418
1.49595 0.00612965 6402 27.9873
1.55328 0.00570866 7118 26.0651
1.61149 0.00528433 7634 24.1277
1.67267 0.00498675 9090 22.769
1.73596 0.00469796 9566 21.4504
1.80111 0.00438395 11034 20.0166
1.86923 0.00418252 12290 19.097
1.94007 0.0040246 13706 18.3759
2.01239 0.00380476 14970 17.3721
2.08788 0.00376835 17198 17.2059
2.16695 0.00386353 19016 17.6405
2.24881 0.00383062 21458 17.4902
2.33445 0.00394897 24186 18.0306
2.42318 0.00432832 26624 19.7626
2.51406 0.00465185 29594 21.2399
2.60906 0.00532982 33536 24.3354
2.70773 0.0062253 37166 28.424
2.80996 0.0080151 41720 36.5961
2.91588 0.00999653 46280 45.6431
3.02527 0.0129688 51536 59.2141
3.13941 0.0189757 58466 86.6409
3.25901 0.0288173 65564 131.577
3.38216 0.0458669 72080 209.424
3.50965 0.0776961 81380 354.752
3.64194 0.174138 90070 795.096
3.7792 0.654744 101516 2989.49
3.92175 3.20708 112736 14643.2
4.06885 34.1799 122371 156062
4.22253 0.01094 120908 49.9509
4.38168 0.0146537 118888 66.9072
4.54705 0.0228165 115424 104.178
4.71893 0.0408703 110068 186.609
4.89655 0.0876442 101516 400.174
5.08084 0.22245 92536 1015.68
5.27183 0.706368 78532 3225.2
5.46879 5.94677 62872 27152.3
5.67269 135.599 43009 619130
5.8872 0.119865 27262 547.292
6.10775 0.413871 16264 1889.69
6.3354 2.19275 8614 10011.9
6.56292 24.1871 3046 110436
6.76744 1177.83 550 5.37784e+06
6.96499 1.77257e+06 1 8.09337e+09
