# in Mpc/h Units 
# D1 = 0.853174 
# k P N P(z=0)
0.0628319 7166.23 6 9845
0.0888577 3833.14 12 5265.99
0.108828 3263.34 8 4483.19
0.125664 4050.64 6 5564.79
0.140496 2493.04 24 3424.95
0.153906 1547.03 24 2125.32
0.177715 1866.78 12 2564.59
0.188496 1481.76 30 2035.65
0.198692 1703.18 24 2339.84
0.20839 1394.46 24 1915.72
0.217656 1191.93 8 1637.48
0.226543 693.563 24 952.82
0.235095 1749.97 48 2404.11
0.251327 1113.4 6 1529.6
0.262281 980.16 84 1346.55
0.273878 540.842 24 743.012
0.280993 787.551 24 1081.94
0.29019 993.488 72 1364.86
0.307812 968.349 24 1330.32
0.318551 860.338 102 1181.94
0.326484 1066.32 32 1464.92
0.340674 649.866 120 892.789
0.355431 1171.68 12 1609.66
0.366343 620.73 144 852.761
0.379302 446.679 54 613.65
0.389837 577.597 96 793.506
0.405099 582.178 168 799.799
0.422256 588.084 144 807.913
0.442145 378.793 146 520.388
0.456965 509.697 240 700.224
0.476937 481.283 192 661.188
0.493022 415.869 168 571.323
0.510602 443.826 270 609.73
0.527626 374.802 228 514.904
0.546637 382.826 344 525.928
0.570583 371.702 342 510.646
0.591498 385.17 456 529.148
0.616749 331.695 396 455.684
0.63768 315.831 486 433.891
0.661928 310.891 560 427.103
0.686555 302.619 558 415.74
0.712045 261.122 708 358.73
0.737212 283.649 672 389.678
0.767295 262.558 998 360.703
0.797876 271.733 924 373.308
0.827231 241.56 1014 331.856
0.855366 244.338 1064 335.673
0.888745 228.929 1434 314.504
0.922629 219.261 1440 301.222
0.9574 205.611 1662 282.47
0.994531 211.018 1898 289.898
1.03188 204.809 2040 281.367
1.07175 187.502 2378 257.591
1.11154 171.818 2430 236.045
1.15271 178.409 2964 245.1
1.19766 163.236 3278 224.254
1.2432 162.945 3618 223.854
1.28924 157.053 3896 215.76
1.33879 150.852 4770 207.241
1.3903 145.208 4902 199.487
1.44163 140.214 5522 192.627
1.49595 137.423 6402 188.792
1.55328 131.803 7118 181.071
1.61149 124.654 7634 171.25
1.67267 117.438 9090 161.337
1.73596 117.42 9566 161.312
1.80111 111.803 11034 153.596
1.86923 102.143 12290 140.325
1.94007 99.7264 13706 137.005
2.01239 95.1664 14970 130.74
2.08788 90.3867 17198 124.174
2.16695 88.3744 19016 121.409
2.24881 82.7335 21458 113.66
2.33445 78.7234 24186 108.151
2.42318 72.7509 26624 99.9455
2.51406 69.6799 29594 95.7266
2.60906 66.634 33536 91.5421
2.70773 62.997 37166 86.5456
2.80996 59.1241 41720 81.2249
2.91588 56.3513 46280 77.4156
3.02527 54.4786 51536 74.843
3.13941 51.4907 58466 70.7382
3.25901 49.2578 65564 67.6706
3.38216 46.9146 72080 64.4515
3.50965 45.803 81380 62.9244
3.64194 44.2709 90070 60.8196
3.7792 43.4934 101516 59.7514
3.92175 43.4292 112736 59.6632
4.06885 43.0377 122371 59.1254
4.22253 40.7425 120908 55.9722
4.38168 39.9294 118888 54.8551
4.54705 38.9214 115424 53.4704
4.71893 37.9677 110068 52.1602
4.89655 37.595 101516 51.6482
5.08084 38.1405 92536 52.3976
5.27183 39.0224 78532 53.6091
5.46879 41.2976 62872 56.7348
5.67269 42.201 43009 57.9759
5.8872 43.2501 27262 59.4173
6.10775 46.2596 16264 63.5516
6.3354 51.7091 8614 71.0383
6.56292 63.5906 3046 87.3611
6.76744 89.2794 550 122.653
6.96499 51.7506 1 71.0952
