# in Mpc/h Units 
# D1 = 0.0215927 
# k P N P(z=0)
0.0628319 5.31307 6 11395.4
0.0888577 3.24499 12 6959.82
0.108828 2.36399 8 5070.25
0.125664 2.08567 6 4473.33
0.140496 1.70071 24 3647.65
0.153906 1.36712 24 2932.18
0.177715 1.11829 12 2398.5
0.188496 1.0317 30 2212.78
0.198692 0.933638 24 2002.45
0.20839 0.834732 24 1790.32
0.217656 0.767004 8 1645.06
0.226543 0.691976 24 1484.14
0.235095 0.669995 48 1437
0.251327 0.588547 6 1262.31
0.262281 0.553206 84 1186.51
0.273878 0.494133 24 1059.81
0.280993 0.476311 24 1021.59
0.29019 0.441923 72 947.831
0.307812 0.398208 24 854.071
0.318551 0.3759 102 806.225
0.326484 0.358376 32 768.64
0.340674 0.324645 120 696.293
0.355431 0.300197 12 643.859
0.366343 0.27891 144 598.203
0.379302 0.259518 54 556.611
0.389837 0.248946 96 533.935
0.405099 0.227736 168 488.444
0.422256 0.209967 144 450.334
0.442145 0.188709 146 404.74
0.456965 0.176308 240 378.143
0.476937 0.162355 192 348.216
0.493022 0.150329 168 322.424
0.510602 0.141019 270 302.455
0.527626 0.130743 228 280.417
0.546637 0.120904 344 259.312
0.570583 0.109906 342 235.726
0.591498 0.101875 456 218.5
0.616749 0.0931684 396 199.826
0.63768 0.0866663 486 185.881
0.661928 0.0793489 560 170.186
0.686555 0.0729949 558 156.558
0.712045 0.0675796 708 144.944
0.737212 0.0622461 672 133.505
0.767295 0.0572465 998 122.782
0.797876 0.0524752 924 112.548
0.827231 0.048728 1014 104.511
0.855366 0.0446704 1064 95.8085
0.888745 0.0411674 1434 88.2954
0.922629 0.0376638 1440 80.7809
0.9574 0.0342254 1662 73.4063
0.994531 0.031362 1898 67.2647
1.03188 0.0291665 2040 62.556
1.07175 0.0266639 2378 57.1883
1.11154 0.024918 2430 53.4438
1.15271 0.0224941 2964 48.245
1.19766 0.0206199 3278 44.2253
1.2432 0.0191019 3618 40.9694
1.28924 0.0175353 3896 37.6095
1.33879 0.0161112 4770 34.5551
1.3903 0.0148426 4902 31.8342
1.44163 0.0136917 5522 29.3658
1.49595 0.0125031 6402 26.8166
1.55328 0.0116691 7118 25.0277
1.61149 0.0107136 7634 22.9783
1.67267 0.0101006 9090 21.6637
1.73596 0.0095032 9566 20.3823
1.80111 0.0088858 11034 19.0581
1.86923 0.0084258 12290 18.0715
1.94007 0.00810582 13706 17.3852
2.01239 0.00762829 14970 16.3611
2.08788 0.00751992 17198 16.1286
2.16695 0.00775198 19016 16.6264
2.24881 0.00770399 21458 16.5234
2.33445 0.00781289 24186 16.757
2.42318 0.00872643 26624 18.7163
2.51406 0.00933699 29594 20.0259
2.60906 0.0107468 33536 23.0496
2.70773 0.0126355 37166 27.1004
2.80996 0.0162498 41720 34.8523
2.91588 0.0203678 46280 43.6847
3.02527 0.0262428 51536 56.2853
3.13941 0.0387333 58466 83.0746
3.25901 0.0594824 65564 127.577
3.38216 0.0961437 72080 206.208
3.50965 0.158938 81380 340.887
3.64194 0.365234 90070 783.348
3.7792 1.31954 101516 2830.13
3.92175 6.53104 112736 14007.7
4.06885 19.1442 122371 41060.2
4.22253 0.0179475 120908 38.4936
4.38168 0.024408 118888 52.3499
4.54705 0.0377162 115424 80.8931
4.71893 0.066907 110068 143.501
4.89655 0.143665 101516 308.131
5.08084 0.355634 92536 762.759
5.27183 1.06097 78532 2275.56
5.46879 9.1702 62872 19668.1
5.67269 40.2679 43009 86366.1
5.8872 0.144725 27262 310.404
6.10775 0.480741 16264 1031.09
6.3354 2.29975 8614 4932.47
6.56292 21.2694 3046 45618.3
6.76744 838.813 550 1.79908e+06
6.96499 51746.7 1 1.10986e+08
