# in Mpc/h Units 
# D1 = 0.137577 
# k P N P(z=0)
0.0628319 212.014 6 11201.4
0.0888577 126.882 12 6703.58
0.108828 94.4188 8 4988.44
0.125664 88.1202 6 4655.67
0.140496 68.8043 24 3635.15
0.153906 51.6643 24 2729.59
0.177715 45.1593 12 2385.91
0.188496 41.3531 30 2184.81
0.198692 40.5422 24 2141.97
0.20839 35.6171 24 1881.76
0.217656 34.2968 8 1812.01
0.226543 26.5207 24 1401.17
0.235095 29.0538 48 1535
0.251327 22.5837 6 1193.17
0.262281 22.6832 84 1198.42
0.273878 18.1361 24 958.189
0.280993 21.7629 24 1149.8
0.29019 18.0666 72 954.517
0.307812 15.1904 24 802.558
0.318551 15.1917 102 802.623
0.326484 15.9728 32 843.893
0.340674 13.4374 120 709.94
0.355431 13.5903 12 718.017
0.366343 11.2403 144 593.859
0.379302 9.72671 54 513.893
0.389837 9.8499 96 520.401
0.405099 9.37808 168 495.473
0.422256 8.88321 144 469.328
0.442145 7.22779 146 381.867
0.456965 7.29042 240 385.176
0.476937 6.89486 192 364.277
0.493022 5.92657 168 313.119
0.510602 5.81026 270 306.974
0.527626 5.38229 228 284.363
0.546637 4.90427 344 259.108
0.570583 4.48213 342 236.805
0.591498 4.27744 456 225.991
0.616749 3.71676 396 196.368
0.63768 3.49682 486 184.748
0.661928 3.23277 560 170.797
0.686555 2.98617 558 157.769
0.712045 2.78258 708 147.012
0.737212 2.4355 672 128.675
0.767295 2.38044 998 125.766
0.797876 2.0906 924 110.453
0.827231 1.92581 1014 101.746
0.855366 1.74028 1064 91.9442
0.888745 1.62864 1434 86.0462
0.922629 1.39793 1440 73.8571
0.9574 1.34259 1662 70.933
0.994531 1.17647 1898 62.1566
1.03188 1.13517 2040 59.9745
1.07175 1.01382 2378 53.5635
1.11154 0.988526 2430 52.2269
1.15271 0.860093 2964 45.4414
1.19766 0.778418 3278 41.1262
1.2432 0.683762 3618 36.1253
1.28924 0.670922 3896 35.4469
1.33879 0.592315 4770 31.2938
1.3903 0.556598 4902 29.4068
1.44163 0.496181 5522 26.2148
1.49595 0.460317 6402 24.32
1.55328 0.406448 7118 21.4739
1.61149 0.389688 7634 20.5885
1.67267 0.347713 9090 18.3708
1.73596 0.333154 9566 17.6016
1.80111 0.312225 11034 16.4958
1.86923 0.293821 12290 15.5235
1.94007 0.283463 13706 14.9762
2.01239 0.266004 14970 14.0538
2.08788 0.257828 17198 13.6219
2.16695 0.260293 19016 13.7521
2.24881 0.274972 21458 14.5276
2.33445 0.270917 24186 14.3134
2.42318 0.312852 26624 16.5289
2.51406 0.332416 29594 17.5626
2.60906 0.388936 33536 20.5487
2.70773 0.447039 37166 23.6185
2.80996 0.587335 41720 31.0307
2.91588 0.695275 46280 36.7336
3.02527 0.879466 51536 46.4649
3.13941 1.24924 58466 66.0011
3.25901 1.88569 65564 99.6271
3.38216 2.64396 72080 139.689
3.50965 3.8796 81380 204.971
3.64194 6.12599 90070 323.655
3.7792 10.608 101516 560.454
3.92175 12.427 112736 656.555
4.06885 4.33323 122371 228.938
4.22253 0.847998 120908 44.8024
4.38168 1.14683 118888 60.5905
4.54705 1.848 115424 97.6356
4.71893 3.18578 110068 168.315
4.89655 5.92586 101516 313.082
5.08084 11.1912 92536 591.268
5.27183 18.6316 78532 984.364
5.46879 32.3236 62872 1707.76
5.67269 15.2794 43009 807.258
5.8872 11.6532 27262 615.674
6.10775 31.1607 16264 1646.32
6.3354 89.8425 8614 4746.66
6.56292 249.998 3046 13208.2
6.76744 524.512 550 27711.6
6.96499 35.3821 1 1869.35
