# in Mpc/h Units 
# D1 = 0.0991412 
# k P N P(z=0)
0.0628319 110.71 6 11263.7
0.0888577 66.6542 12 6781.4
0.108828 49.2747 8 5013.2
0.125664 45.1822 6 4596.83
0.140496 35.7658 24 3638.81
0.153906 27.4035 24 2788.03
0.177715 23.3982 12 2380.53
0.188496 21.5327 30 2190.73
0.198692 20.6781 24 2103.79
0.20839 18.2463 24 1856.38
0.217656 17.3359 8 1763.76
0.226543 14.008 24 1425.18
0.235095 14.6861 48 1494.16
0.251327 11.9288 6 1213.64
0.262281 11.7283 84 1193.24
0.273878 9.68278 24 985.126
0.280993 10.9761 24 1116.71
0.29019 9.32683 72 948.912
0.307812 7.99956 24 813.875
0.318551 7.85335 102 799
0.326484 7.98149 32 812.037
0.340674 6.88404 120 700.382
0.355431 6.8244 12 694.314
0.366343 5.79728 144 589.815
0.379302 5.15941 54 524.918
0.389837 5.09611 96 518.478
0.405099 4.80745 168 489.11
0.422256 4.5079 144 458.634
0.442145 3.81493 146 388.131
0.456965 3.72163 240 378.639
0.476937 3.50714 192 356.817
0.493022 3.04878 168 310.183
0.510602 2.95837 270 300.984
0.527626 2.7452 228 279.296
0.546637 2.50453 344 254.81
0.570583 2.31101 342 235.122
0.591498 2.1706 456 220.837
0.616749 1.91335 396 194.665
0.63768 1.7825 486 181.352
0.661928 1.64261 560 167.119
0.686555 1.51201 558 153.832
0.712045 1.39714 708 142.145
0.737212 1.24249 672 126.411
0.767295 1.19274 998 121.35
0.797876 1.06423 924 108.275
0.827231 0.979058 1014 99.6093
0.855366 0.889887 1064 90.5371
0.888745 0.830976 1434 84.5435
0.922629 0.726427 1440 73.9067
0.9574 0.680312 1662 69.2149
0.994531 0.59638 1898 60.6757
1.03188 0.575212 2040 58.5221
1.07175 0.516966 2378 52.5961
1.11154 0.50218 2430 51.0917
1.15271 0.436016 2964 44.3603
1.19766 0.387851 3278 39.4599
1.2432 0.349423 3618 35.5503
1.28924 0.337609 3896 34.3483
1.33879 0.300253 4770 30.5477
1.3903 0.277428 4902 28.2255
1.44163 0.249502 5522 25.3844
1.49595 0.227473 6402 23.1431
1.55328 0.210218 7118 21.3875
1.61149 0.193725 7634 19.7096
1.67267 0.17691 9090 17.9989
1.73596 0.16713 9566 17.0038
1.80111 0.158398 11034 16.1154
1.86923 0.146836 12290 14.9391
1.94007 0.143881 13706 14.6385
2.01239 0.134522 14970 13.6863
2.08788 0.130851 17198 13.3127
2.16695 0.134398 19016 13.6736
2.24881 0.138481 21458 14.0891
2.33445 0.13735 24186 13.974
2.42318 0.155955 26624 15.8669
2.51406 0.169461 29594 17.241
2.60906 0.199364 33536 20.2833
2.70773 0.234753 37166 23.8837
2.80996 0.305146 41720 31.0455
2.91588 0.386491 46280 39.3216
3.02527 0.483313 51536 49.1722
3.13941 0.708044 58466 72.0364
3.25901 1.07193 65564 109.058
3.38216 1.57955 72080 160.704
3.50965 2.56759 81380 261.226
3.64194 4.72524 90070 480.746
3.7792 10.5949 101516 1077.92
3.92175 13.8541 112736 1409.51
4.06885 9.99741 122371 1017.14
4.22253 0.425692 120908 43.3099
4.38168 0.590852 118888 60.1133
4.54705 0.980984 115424 99.8053
4.71893 1.85422 110068 188.648
4.89655 3.76616 101516 383.169
5.08084 8.49998 92536 864.788
5.27183 18.7184 78532 1904.41
5.46879 48.254 62872 4909.37
5.67269 30.2714 43009 3079.81
5.8872 7.21963 27262 734.526
6.10775 22.7698 16264 2316.6
6.3354 91.7491 8614 9334.56
6.56292 378.621 3046 38520.9
6.76744 1647.48 550 167615
6.96499 1.0629 1 108.139
