# in Mpc/h Units 
# D1 = 0.145296 
# k P N P(z=0)
0.0628319 236.194 6 11188.2
0.0888577 141.19 12 6687.98
0.108828 105.217 8 4983.97
0.125664 98.4718 6 4664.48
0.140496 76.7383 24 3634.99
0.153906 57.3728 24 2717.67
0.177715 50.4072 12 2387.72
0.188496 46.1016 30 2183.77
0.198692 45.4017 24 2150.62
0.20839 39.8534 24 1887.8
0.217656 38.4633 8 1821.96
0.226543 29.4732 24 1396.11
0.235095 32.5737 48 1542.97
0.251327 25.0695 6 1187.51
0.262281 25.3321 84 1199.95
0.273878 20.1017 24 952.192
0.280993 24.4326 24 1157.34
0.29019 20.1729 72 955.561
0.307812 16.9032 24 800.684
0.318551 16.9913 102 804.855
0.326484 17.9251 32 849.089
0.340674 15.0537 120 713.075
0.355431 15.3099 12 725.21
0.366343 12.5759 144 595.706
0.379302 10.8172 54 512.398
0.389837 10.999 96 521.009
0.405099 10.4948 168 497.124
0.422256 9.97073 144 472.3
0.442145 8.04367 146 381.018
0.456965 8.15052 240 386.079
0.476937 7.72809 192 366.069
0.493022 6.64032 168 314.543
0.510602 6.50507 270 308.136
0.527626 6.03148 228 285.703
0.546637 5.48731 344 259.926
0.570583 5.02137 342 237.856
0.591498 4.78554 456 226.685
0.616749 4.16658 396 197.365
0.63768 3.9179 486 185.586
0.661928 3.63084 560 171.988
0.686555 3.33226 558 157.845
0.712045 3.12003 708 147.791
0.737212 2.74274 672 129.92
0.767295 2.68055 998 126.974
0.797876 2.35444 924 111.527
0.827231 2.16392 1014 102.502
0.855366 1.95676 1064 92.6889
0.888745 1.8429 1434 87.2959
0.922629 1.55904 1440 73.8496
0.9574 1.51158 1662 71.6014
0.994531 1.31539 1898 62.3081
1.03188 1.27573 2040 60.4296
1.07175 1.13979 2378 53.9904
1.11154 1.11213 2430 52.68
1.15271 0.979928 2964 46.4179
1.19766 0.872582 3278 41.333
1.2432 0.773603 3618 36.6445
1.28924 0.756888 3896 35.8528
1.33879 0.662383 4770 31.3762
1.3903 0.620193 4902 29.3777
1.44163 0.563549 5522 26.6945
1.49595 0.51991 6402 24.6274
1.55328 0.4671 7118 22.1259
1.61149 0.447571 7634 21.2008
1.67267 0.395799 9090 18.7485
1.73596 0.377366 9566 17.8753
1.80111 0.355315 11034 16.8308
1.86923 0.328148 12290 15.5439
1.94007 0.317999 13706 15.0632
2.01239 0.299286 14970 14.1768
2.08788 0.29183 17198 13.8236
2.16695 0.296241 19016 14.0325
2.24881 0.309816 21458 14.6756
2.33445 0.307611 24186 14.5711
2.42318 0.354633 26624 16.7985
2.51406 0.372018 29594 17.622
2.60906 0.440396 33536 20.861
2.70773 0.493918 37166 23.3962
2.80996 0.648791 41720 30.7323
2.91588 0.794606 46280 37.6394
3.02527 0.977049 51536 46.2815
3.13941 1.38047 58466 65.3911
3.25901 2.07244 65564 98.1687
3.38216 2.84275 72080 134.657
3.50965 3.92454 81380 185.9
3.64194 6.13906 90070 290.799
3.7792 10.5396 101516 499.248
3.92175 11.5372 112736 546.504
4.06885 3.82067 122371 180.98
4.22253 0.952744 120908 45.1302
4.38168 1.27623 118888 60.4533
4.54705 2.03369 115424 96.3333
4.71893 3.45515 110068 163.666
4.89655 6.09858 101516 288.882
5.08084 11.1195 92536 526.716
5.27183 17.7804 78532 842.235
5.46879 28.8564 62872 1366.89
5.67269 13.8674 43009 656.879
5.8872 12.0875 27262 572.571
6.10775 30.5157 16264 1445.49
6.3354 81.9511 8614 3881.91
6.56292 208.632 3046 9882.64
6.76744 430.127 550 20374.5
6.96499 1664.06 1 78824.1
