# in Mpc/h Units 
# D1 = 0.455952 
# k P N P(z=0)
0.0628319 2210.26 6 10631.8
0.0888577 1259.1 12 6056.49
0.108828 995.683 8 4789.43
0.125664 1068.17 6 5138.08
0.140496 745.065 24 3583.91
0.153906 493.763 24 2375.1
0.177715 510.202 12 2454.17
0.188496 447.692 30 2153.49
0.198692 497.603 24 2393.57
0.20839 418.68 24 2013.93
0.217656 421.152 8 2025.82
0.226543 248.893 24 1197.22
0.235095 406.097 48 1953.41
0.251327 251.731 6 1210.88
0.262281 262.234 84 1261.39
0.273878 159.846 24 768.892
0.280993 269.274 24 1295.26
0.29019 226.537 72 1089.69
0.307812 184.775 24 888.803
0.318551 202.428 102 973.716
0.326484 242.949 32 1168.63
0.340674 170.145 120 818.433
0.355431 228.42 12 1098.74
0.366343 147.175 144 707.939
0.379302 106.978 54 514.584
0.389837 115.37 96 554.952
0.405099 124.718 168 599.916
0.422256 132.769 144 638.643
0.442145 86.0088 146 413.719
0.456965 106.999 240 514.687
0.476937 92.932 192 447.021
0.493022 91.8608 168 441.868
0.510602 87.9135 270 422.881
0.527626 76.872 228 369.769
0.546637 77.3663 344 372.147
0.570583 70.8036 342 340.579
0.591498 70.6812 456 339.99
0.616749 57.5113 396 276.64
0.63768 52.3018 486 251.582
0.661928 55.2512 560 265.769
0.686555 48.3527 558 232.586
0.712045 51.2094 708 246.327
0.737212 48.2283 672 231.988
0.767295 42.8767 998 206.245
0.797876 42.3478 924 203.701
0.827231 38.2302 1014 183.895
0.855366 35.5068 1064 170.795
0.888745 36.3823 1434 175.006
0.922629 30.9937 1440 149.086
0.9574 29.7028 1662 142.876
0.994531 27.7514 1898 133.489
1.03188 27.1773 2040 130.728
1.07175 25.6778 2378 123.515
1.11154 22.9519 2430 110.403
1.15271 23.3135 2964 112.142
1.19766 21.4352 3278 103.107
1.2432 20.7051 3618 99.5953
1.28924 18.388 3896 88.4499
1.33879 18.2745 4770 87.9037
1.3903 17.741 4902 85.3375
1.44163 16.4614 5522 79.1823
1.49595 15.8501 6402 76.2421
1.55328 15.3252 7118 73.7174
1.61149 14.3086 7634 68.8274
1.67267 13.4916 9090 64.8973
1.73596 12.7403 9566 61.2831
1.80111 12.2782 11034 59.0604
1.86923 11.963 12290 57.5444
1.94007 11.4528 13706 55.0903
2.01239 11.1568 14970 53.6665
2.08788 10.6014 17198 50.9947
2.16695 10.4527 19016 50.2796
2.24881 10.2608 21458 49.3565
2.33445 9.77996 24186 47.0435
2.42318 9.9272 26624 47.7518
2.51406 9.69204 29594 46.6206
2.60906 9.59231 33536 46.1409
2.70773 9.55466 37166 45.9598
2.80996 9.51004 41720 45.7452
2.91588 9.45001 46280 45.4564
3.02527 9.36593 51536 45.0519
3.13941 9.46466 58466 45.5269
3.25901 9.30957 65564 44.7808
3.38216 9.40758 72080 45.2523
3.50965 9.511 81380 45.7498
3.64194 9.50402 90070 45.7162
3.7792 9.84083 101516 47.3363
3.92175 10.2299 112736 49.2076
4.06885 10.2347 122371 49.2308
4.22253 9.75115 120908 46.9049
4.38168 9.7012 118888 46.6647
4.54705 9.871 115424 47.4814
4.71893 10.1859 110068 48.9961
4.89655 10.6507 101516 51.2318
5.08084 11.181 92536 53.7829
5.27183 11.9828 78532 57.6398
5.46879 13.1854 62872 63.4241
5.67269 13.7153 43009 65.9732
5.8872 14.5592 27262 70.0326
6.10775 16.7605 16264 80.6213
6.3354 19.4009 8614 93.3221
6.56292 24.313 3046 116.95
6.76744 34.8297 550 167.538
6.96499 0.899141 1 4.32504
