# in Mpc/h Units 
# D1 = 0.0461904 
# k P N P(z=0)
0.0628319 24.2015 6 11343.3
0.0888577 14.7376 12 6907.55
0.108828 10.7544 8 5040.59
0.125664 9.68701 6 4540.33
0.140496 7.76631 24 3640.09
0.153906 6.13103 24 2873.63
0.177715 5.08125 12 2381.59
0.188496 4.68573 30 2196.21
0.198692 4.37824 24 2052.09
0.20839 3.87239 24 1815
0.217656 3.59454 8 1684.77
0.226543 3.10137 24 1453.62
0.235095 3.1101 48 1457.71
0.251327 2.60043 6 1218.83
0.262281 2.524 84 1183.01
0.273878 2.1888 24 1025.9
0.280993 2.29389 24 1075.15
0.29019 2.01378 72 943.865
0.307812 1.79811 24 842.778
0.318551 1.6953 102 794.591
0.326484 1.67905 32 786.975
0.340674 1.47683 120 692.194
0.355431 1.42572 12 668.239
0.366343 1.26845 144 594.525
0.379302 1.1529 54 540.368
0.389837 1.13012 96 529.692
0.405099 1.03557 168 485.377
0.422256 0.967933 144 453.673
0.442145 0.843512 146 395.356
0.456965 0.803231 240 376.476
0.476937 0.750792 192 351.898
0.493022 0.671033 168 314.515
0.510602 0.637309 270 298.708
0.527626 0.59328 228 278.072
0.546637 0.54554 344 255.696
0.570583 0.499399 342 234.07
0.591498 0.461314 456 216.219
0.616749 0.419852 396 196.785
0.63768 0.393161 486 184.276
0.661928 0.356361 560 167.027
0.686555 0.330136 558 154.736
0.712045 0.302746 708 141.898
0.737212 0.277342 672 129.991
0.767295 0.260411 998 122.055
0.797876 0.233292 924 109.345
0.827231 0.217444 1014 101.917
0.855366 0.19711 1064 92.3858
0.888745 0.18211 1434 85.3553
0.922629 0.162914 1440 76.3583
0.9574 0.149299 1662 69.9766
0.994531 0.135523 1898 63.5198
1.03188 0.127427 2040 59.7255
1.07175 0.115078 2378 53.9372
1.11154 0.109772 2430 51.4502
1.15271 0.0961848 2964 45.0821
1.19766 0.089145 3278 41.7825
1.2432 0.0809529 3618 37.9428
1.28924 0.0755465 3896 35.4088
1.33879 0.0687719 4770 32.2336
1.3903 0.0632102 4902 29.6268
1.44163 0.0572407 5522 26.8289
1.49595 0.052991 6402 24.837
1.55328 0.0486911 7118 22.8216
1.61149 0.0447164 7634 20.9587
1.67267 0.0416421 9090 19.5178
1.73596 0.0388983 9566 18.2318
1.80111 0.0365635 11034 17.1374
1.86923 0.0348373 12290 16.3283
1.94007 0.0332956 13706 15.6057
2.01239 0.0312355 14970 14.6401
2.08788 0.030718 17198 14.3976
2.16695 0.0315975 19016 14.8098
2.24881 0.0317983 21458 14.9039
2.33445 0.0329104 24186 15.4252
2.42318 0.0368541 26624 17.2736
2.51406 0.0395491 29594 18.5367
2.60906 0.0466884 33536 21.883
2.70773 0.0546617 37166 25.6201
2.80996 0.0678712 41720 31.8114
2.91588 0.0881099 46280 41.2973
3.02527 0.113274 51536 53.0919
3.13941 0.165531 58466 77.585
3.25901 0.250697 65564 117.502
3.38216 0.401575 72080 188.219
3.50965 0.622004 81380 291.535
3.64194 1.39143 90070 652.165
3.7792 4.128 101516 1934.81
3.92175 13.3693 112736 6266.23
4.06885 33.8851 122371 15882
4.22253 0.108825 120908 51.0064
4.38168 0.149128 118888 69.8965
4.54705 0.24184 115424 113.351
4.71893 0.462327 110068 216.694
4.89655 1.00589 101516 471.463
5.08084 2.61688 92536 1226.54
5.27183 7.57384 78532 3549.88
5.46879 46.552 62872 21819
5.67269 196.293 43009 92003.2
5.8872 1.9371 27262 907.926
6.10775 7.04889 16264 3303.83
6.3354 38.129 8614 17871.2
6.56292 326.33 3046 152951
6.76744 8820.05 550 4.13398e+06
6.96499 1.40957e+06 1 6.60669e+08
