# in Mpc/h Units 
# D1 = 0.427261 
# k P N P(z=0)
0.0628319 1950.7 6 10685.7
0.0888577 1116.2 12 6114.39
0.108828 877.849 8 4808.75
0.125664 930.63 6 5097.88
0.140496 655.682 24 3591.75
0.153906 438.145 24 2400.1
0.177715 446.606 12 2446.45
0.188496 393.915 30 2157.82
0.198692 434.555 24 2380.44
0.20839 367 24 2010.38
0.217656 370.108 8 2027.41
0.226543 222.008 24 1216.13
0.235095 349.305 48 1913.45
0.251327 218.321 6 1195.94
0.262281 229.189 84 1255.47
0.273878 142.76 24 782.023
0.280993 236.599 24 1296.06
0.29019 195.834 72 1072.75
0.307812 158.527 24 868.392
0.318551 174.113 102 953.769
0.326484 207.809 32 1138.35
0.340674 147.862 120 809.972
0.355431 192.97 12 1057.07
0.366343 126.884 144 695.054
0.379302 93.3194 54 511.192
0.389837 99.9237 96 547.37
0.405099 107.426 168 588.468
0.422256 113.212 144 620.16
0.442145 74.2455 146 406.708
0.456965 91.321 240 500.246
0.476937 80.1325 192 438.956
0.493022 77.9324 168 426.904
0.510602 74.8484 270 410.01
0.527626 65.784 228 360.357
0.546637 65.525 344 358.938
0.570583 59.6823 342 326.933
0.591498 59.329 456 324.997
0.616749 48.4818 396 265.577
0.63768 43.9551 486 240.781
0.661928 46.4699 560 254.556
0.686555 40.6977 558 222.937
0.712045 43.0294 708 235.71
0.737212 40.1361 672 219.861
0.767295 35.8199 998 196.217
0.797876 34.6668 924 189.901
0.827231 31.7168 1014 173.741
0.855366 29.4758 1064 161.465
0.888745 29.822 1434 163.361
0.922629 25.1781 1440 137.922
0.9574 24.2334 1662 132.748
0.994531 22.7509 1898 124.627
1.03188 21.9178 2040 120.063
1.07175 20.8284 2378 114.095
1.11154 18.5653 2430 101.698
1.15271 18.5814 2964 101.787
1.19766 17.3263 3278 94.9114
1.2432 16.5038 3618 90.406
1.28924 14.7246 3896 80.6596
1.33879 14.6755 4770 80.3908
1.3903 14.2226 4902 77.9097
1.44163 13.0162 5522 71.3012
1.49595 12.4065 6402 67.9613
1.55328 12.0705 7118 66.121
1.61149 11.1103 7634 60.8607
1.67267 10.5206 9090 57.6305
1.73596 9.89962 9566 54.229
1.80111 9.50531 11034 52.069
1.86923 9.28294 12290 50.8509
1.94007 8.87775 13706 48.6313
2.01239 8.67673 14970 47.5301
2.08788 8.22069 17198 45.032
2.16695 8.15104 19016 44.6504
2.24881 7.99424 21458 43.7915
2.33445 7.63046 24186 41.7988
2.42318 7.81852 26624 42.8289
2.51406 7.68964 29594 42.123
2.60906 7.65888 33536 41.9544
2.70773 7.69089 37166 42.1298
2.80996 7.70766 41720 42.2216
2.91588 7.77888 46280 42.6118
3.02527 7.79758 51536 42.7142
3.13941 7.94523 58466 43.523
3.25901 7.91987 65564 43.3841
3.38216 7.97093 72080 43.6638
3.50965 8.11499 81380 44.4529
3.64194 8.19742 90070 44.9045
3.7792 8.58621 101516 47.0343
3.92175 8.91269 112736 48.8226
4.06885 8.93926 122371 48.9682
4.22253 8.45334 120908 46.3064
4.38168 8.42954 118888 46.176
4.54705 8.66156 115424 47.447
4.71893 9.0115 110068 49.3639
4.89655 9.54745 101516 52.2998
5.08084 10.2902 92536 56.3684
5.27183 11.1836 78532 61.2622
5.46879 12.2002 62872 66.831
5.67269 12.6402 43009 69.2418
5.8872 13.7119 27262 75.1123
6.10775 15.7532 16264 86.2944
6.3354 19.2025 8614 105.189
6.56292 24.4933 3046 134.171
6.76744 27.9159 550 152.92
6.96499 78.4623 1 429.807
