# in Mpc/h Units 
# D1 = 0.4862 
# k P N P(z=0)
0.0628319 2499.66 6 10574.3
0.0888577 1417.24 12 5995.35
0.108828 1127.26 8 4768.65
0.125664 1224.34 6 5179.3
0.140496 845.063 24 3574.86
0.153906 555.483 24 2349.85
0.177715 582.047 12 2462.23
0.188496 507.846 30 2148.33
0.198692 568.515 24 2404.98
0.20839 476.5 24 2015.73
0.217656 477.426 8 2019.65
0.226543 278.29 24 1177.25
0.235095 471.649 48 1995.21
0.251327 290.498 6 1228.89
0.262281 299.622 84 1267.49
0.273878 178.687 24 755.899
0.280993 305.241 24 1291.26
0.29019 261.977 72 1108.24
0.307812 215.859 24 913.147
0.318551 235.083 102 994.471
0.326484 283.682 32 1200.06
0.340674 195.293 120 826.145
0.355431 270.213 12 1143.08
0.366343 170.513 144 721.319
0.379302 122.578 54 518.538
0.389837 133.485 96 564.681
0.405099 144.772 168 612.426
0.422256 155.583 144 658.162
0.442145 99.6172 146 421.41
0.456965 125.227 240 529.746
0.476937 107.776 192 455.923
0.493022 108.053 168 457.095
0.510602 103.241 270 436.739
0.527626 89.7467 228 379.654
0.546637 91.2083 344 385.838
0.570583 83.9425 342 355.101
0.591498 84.2538 456 356.418
0.616749 68.3041 396 288.946
0.63768 62.3524 486 263.769
0.661928 65.6486 560 277.713
0.686555 57.6815 558 244.009
0.712045 60.8618 708 257.463
0.737212 57.8117 672 244.56
0.767295 51.3763 998 217.336
0.797876 51.7171 924 218.778
0.827231 46.0737 1014 194.905
0.855366 42.7972 1064 181.045
0.888745 44.2531 1434 187.203
0.922629 38.0613 1440 161.01
0.9574 36.4299 1662 154.109
0.994531 33.8652 1898 143.26
1.03188 33.5754 2040 142.034
1.07175 31.5955 2378 133.658
1.11154 28.3738 2430 120.029
1.15271 29.2747 2964 123.84
1.19766 26.5068 3278 112.132
1.2432 25.9745 3618 109.88
1.28924 23.0105 3896 97.3412
1.33879 22.7756 4770 96.3473
1.3903 22.0545 4902 93.2968
1.44163 20.6789 5522 87.4776
1.49595 20.0718 6402 84.9097
1.55328 19.3626 7118 81.9093
1.61149 18.3481 7634 77.6178
1.67267 17.2201 9090 72.846
1.73596 16.2539 9566 68.7588
1.80111 15.762 11034 66.6778
1.86923 15.2584 12290 64.5475
1.94007 14.8381 13706 62.7696
2.01239 14.3576 14970 60.737
2.08788 13.5729 17198 57.4175
2.16695 13.3578 19016 56.5074
2.24881 13.0631 21458 55.2608
2.33445 12.513 24186 52.9335
2.42318 12.5149 26624 52.9417
2.51406 12.1306 29594 51.316
2.60906 11.8409 33536 50.0906
2.70773 11.7369 37166 49.6503
2.80996 11.5501 41720 48.8603
2.91588 11.3904 46280 48.1846
3.02527 11.0826 51536 46.8825
3.13941 11.1056 58466 46.9801
3.25901 10.8875 65564 46.0571
3.38216 10.8868 72080 46.0542
3.50965 10.8819 81380 46.0334
3.64194 10.7615 90070 45.5243
3.7792 11.0044 101516 46.5517
3.92175 11.3779 112736 48.1316
4.06885 11.5433 122371 48.8314
4.22253 11.1035 120908 46.9711
4.38168 10.9456 118888 46.3032
4.54705 11.1585 115424 47.2037
4.71893 11.4105 110068 48.2695
4.89655 11.7307 101516 49.6242
5.08084 12.302 92536 52.041
5.27183 13.1149 78532 55.4797
5.46879 14.3207 62872 60.5807
5.67269 15.0831 43009 63.8057
5.8872 15.9538 27262 67.4893
6.10775 17.9397 16264 75.89
6.3354 20.5334 8614 86.8622
6.56292 26.7258 3046 113.058
6.76744 34.7832 550 147.143
6.96499 30.1527 1 127.555
