# in Mpc/h Units 
# D1 = 0.501904 
# k P N P(z=0)
0.0628319 2656.14 6 10544.1
0.0888577 1502.28 12 5963.62
0.108828 1198.49 8 4757.67
0.125664 1309.95 6 5200.11
0.140496 899.285 24 3569.89
0.153906 588.763 24 2337.21
0.177715 621.341 12 2466.54
0.188496 540.44 30 2145.39
0.198692 607.085 24 2409.95
0.20839 507.818 24 2015.89
0.217656 507.598 8 2015.01
0.226543 293.914 24 1166.75
0.235095 508.018 48 2016.68
0.251327 312.081 6 1238.87
0.262281 320.121 84 1270.78
0.273878 188.838 24 749.63
0.280993 324.558 24 1288.4
0.29019 281.638 72 1118.02
0.307812 233.506 24 926.951
0.318551 253.196 102 1005.11
0.326484 306.344 32 1216.1
0.340674 209.054 120 829.883
0.355431 293.774 12 1166.2
0.366343 183.467 144 728.308
0.379302 131.169 54 520.704
0.389837 143.676 96 570.349
0.405099 155.917 168 618.945
0.422256 168.313 144 668.153
0.442145 107.189 146 425.508
0.456965 135.409 240 537.533
0.476937 116.118 192 460.953
0.493022 117.093 168 464.826
0.510602 111.821 270 443.896
0.527626 96.9777 228 384.972
0.546637 98.921 344 392.687
0.570583 91.2656 342 362.297
0.591498 92.0076 456 365.243
0.616749 74.3958 396 295.329
0.63768 68.1363 486 270.481
0.661928 71.5572 560 284.061
0.686555 63.0552 558 250.31
0.712045 66.3109 708 263.235
0.737212 63.2319 672 251.012
0.767295 56.2119 998 223.144
0.797876 57.1131 924 226.722
0.827231 50.5866 1014 200.814
0.855366 47.0124 1064 186.625
0.888745 48.7764 1434 193.628
0.922629 42.143 1440 167.295
0.9574 40.3493 1662 160.175
0.994531 37.4311 1898 148.59
1.03188 37.3453 2040 148.25
1.07175 35.0158 2378 139.002
1.11154 31.5778 2430 125.354
1.15271 32.79 2964 130.166
1.19766 29.5075 3278 117.136
1.2432 29.0951 3618 115.499
1.28924 25.7717 3896 102.306
1.33879 25.4505 4770 101.031
1.3903 24.6155 4902 97.7163
1.44163 23.1522 5522 91.9074
1.49595 22.5947 6402 89.6942
1.55328 21.7004 7118 86.1441
1.61149 20.7921 7634 82.5384
1.67267 19.4994 9090 77.4069
1.73596 18.4021 9566 73.0507
1.80111 17.8796 11034 70.9766
1.86923 17.304 12290 68.6916
1.94007 16.9105 13706 67.1295
2.01239 16.3259 14970 64.8091
2.08788 15.459 17198 61.3675
2.16695 15.1455 19016 60.123
2.24881 14.8061 21458 58.7759
2.33445 14.2889 24186 56.7229
2.42318 14.1801 26624 56.291
2.51406 13.6943 29594 54.3623
2.60906 13.285 33536 52.7376
2.70773 13.1368 37166 52.1493
2.80996 12.864 41720 51.0663
2.91588 12.6459 46280 50.2006
3.02527 12.2511 51536 48.633
3.13941 12.2487 58466 48.6237
3.25901 11.9935 65564 47.6106
3.38216 11.9239 72080 47.3344
3.50965 11.8445 81380 47.019
3.64194 11.6767 90070 46.3529
3.7792 11.8737 101516 47.1351
3.92175 12.2778 112736 48.7394
4.06885 12.3885 122371 49.1785
4.22253 11.9249 120908 47.3385
4.38168 11.7807 118888 46.7659
4.54705 11.9437 115424 47.413
4.71893 12.24 110068 48.5893
4.89655 12.5407 101516 49.7828
5.08084 13.0785 92536 51.9178
5.27183 13.8479 78532 54.9721
5.46879 14.8992 62872 59.1456
5.67269 15.7979 43009 62.7129
5.8872 16.4636 27262 65.3556
6.10775 18.5745 16264 73.7352
6.3354 21.8746 8614 86.8356
6.56292 27.5782 3046 109.477
6.76744 41.2188 550 163.626
6.96499 42.6289 1 169.224
