# in Mpc/h Units 
# D1 = 0.11679 
# k P N P(z=0)
0.0628319 153.26 6 11236.2
0.0888577 92.0271 12 6746.92
0.108828 68.2199 8 5001.51
0.125664 63.0509 6 4622.55
0.140496 49.6453 24 3639.72
0.153906 37.6528 24 2760.5
0.177715 32.5003 12 2382.75
0.188496 29.8199 30 2186.23
0.198692 28.9238 24 2120.53
0.20839 25.4717 24 1867.45
0.217656 24.338 8 1784.33
0.226543 19.2737 24 1413.04
0.235095 20.6368 48 1512.98
0.251327 16.4055 6 1202.76
0.262281 16.289 84 1194.22
0.273878 13.2684 24 972.77
0.280993 15.397 24 1128.82
0.29019 12.949 72 949.35
0.307812 11.0279 24 808.505
0.318551 10.9001 102 799.138
0.326484 11.3054 32 828.852
0.340674 9.62819 120 705.886
0.355431 9.51998 12 697.953
0.366343 8.06386 144 591.198
0.379302 7.08648 54 519.542
0.389837 7.1089 96 521.186
0.405099 6.71381 168 492.22
0.422256 6.30601 144 462.322
0.442145 5.23118 146 383.522
0.456965 5.17125 240 379.128
0.476937 4.92758 192 361.264
0.493022 4.24217 168 311.013
0.510602 4.15128 270 304.349
0.527626 3.86012 228 283.003
0.546637 3.49195 344 256.011
0.570583 3.21673 342 235.833
0.591498 3.04511 456 223.251
0.616749 2.65268 396 194.48
0.63768 2.49398 486 182.845
0.661928 2.29718 560 168.416
0.686555 2.12497 558 155.791
0.712045 1.95177 708 143.093
0.737212 1.72549 672 126.504
0.767295 1.69204 998 124.051
0.797876 1.48499 924 108.871
0.827231 1.36901 1014 100.368
0.855366 1.23782 1064 90.7499
0.888745 1.15613 1434 84.7612
0.922629 1.00143 1440 73.4193
0.9574 0.94756 1662 69.4699
0.994531 0.840795 1898 61.6425
1.03188 0.806595 2040 59.1351
1.07175 0.71515 2378 52.4309
1.11154 0.703573 2430 51.5821
1.15271 0.60492 2964 44.3494
1.19766 0.551531 3278 40.4352
1.2432 0.488345 3618 35.8028
1.28924 0.472949 3896 34.6741
1.33879 0.419241 4770 30.7364
1.3903 0.392148 4902 28.7501
1.44163 0.349608 5522 25.6313
1.49595 0.323277 6402 23.7009
1.55328 0.28825 7118 21.1329
1.61149 0.274555 7634 20.1288
1.67267 0.245257 9090 17.9809
1.73596 0.230603 9566 16.9066
1.80111 0.2214 11034 16.2319
1.86923 0.206115 12290 15.1113
1.94007 0.200747 13706 14.7177
2.01239 0.187678 14970 13.7595
2.08788 0.183265 17198 13.436
2.16695 0.187461 19016 13.7436
2.24881 0.19201 21458 14.0771
2.33445 0.196649 24186 14.4172
2.42318 0.221414 26624 16.2329
2.51406 0.242408 29594 17.772
2.60906 0.280619 33536 20.5734
2.70773 0.318161 37166 23.3258
2.80996 0.425622 41720 31.2042
2.91588 0.516103 46280 37.8378
3.02527 0.67432 51536 49.4375
3.13941 0.950808 58466 69.708
3.25901 1.4269 65564 104.612
3.38216 2.11493 72080 155.055
3.50965 3.11106 81380 228.086
3.64194 5.68139 90070 416.528
3.7792 11.0509 101516 810.195
3.92175 14.3578 112736 1052.63
4.06885 5.30173 122371 388.694
4.22253 0.59882 120908 43.9022
4.38168 0.807479 118888 59.1999
4.54705 1.35547 115424 99.3759
4.71893 2.4795 110068 181.783
4.89655 4.84648 101516 355.317
5.08084 9.86525 92536 723.266
5.27183 19.1323 78532 1402.68
5.46879 39.1822 62872 2872.62
5.67269 20.2626 43009 1485.55
5.8872 9.4135 27262 690.146
6.10775 27.467 16264 2013.73
6.3354 91.3755 8614 6699.15
6.56292 315.506 3046 23131.2
6.76744 882.226 550 64680
6.96499 116.223 1 8520.84
