# in Mpc/h Units 
# D1 = 0.035186 
# k P N P(z=0)
0.0628319 14.0935 6 11383.6
0.0888577 8.57584 12 6926.85
0.108828 6.2598 8 5056.14
0.125664 5.54804 6 4481.25
0.140496 4.5185 24 3649.67
0.153906 3.58967 24 2899.43
0.177715 2.95143 12 2383.92
0.188496 2.73965 30 2212.86
0.198692 2.50763 24 2025.46
0.20839 2.22649 24 1798.38
0.217656 2.06154 8 1665.14
0.226543 1.84132 24 1487.26
0.235095 1.77748 48 1435.7
0.251327 1.53427 6 1239.25
0.262281 1.46635 84 1184.39
0.273878 1.29076 24 1042.57
0.280993 1.26377 24 1020.77
0.29019 1.1717 72 946.399
0.307812 1.04448 24 843.644
0.318551 0.996144 102 804.602
0.326484 0.971765 32 784.911
0.340674 0.859145 120 693.946
0.355431 0.798462 12 644.931
0.366343 0.735656 144 594.202
0.379302 0.676875 54 546.723
0.389837 0.658571 96 531.939
0.405099 0.604408 168 488.19
0.422256 0.547281 144 442.048
0.442145 0.496242 146 400.823
0.456965 0.466949 240 377.163
0.476937 0.431707 192 348.697
0.493022 0.391083 168 315.884
0.510602 0.369515 270 298.463
0.527626 0.346908 228 280.203
0.546637 0.316497 344 255.64
0.570583 0.29325 342 236.863
0.591498 0.269488 456 217.67
0.616749 0.244081 396 197.149
0.63768 0.227249 486 183.553
0.661928 0.207749 560 167.802
0.686555 0.190107 558 153.553
0.712045 0.17678 708 142.788
0.737212 0.161004 672 130.045
0.767295 0.150508 998 121.568
0.797876 0.13647 924 110.229
0.827231 0.126163 1014 101.904
0.855366 0.11611 1064 93.7838
0.888745 0.106506 1434 86.0266
0.922629 0.0962954 1440 77.7794
0.9574 0.0883612 1662 71.3708
0.994531 0.0806449 1898 65.1382
1.03188 0.0757975 2040 61.2229
1.07175 0.0680408 2378 54.9577
1.11154 0.0637122 2430 51.4614
1.15271 0.0574828 2964 46.4298
1.19766 0.0523367 3278 42.2732
1.2432 0.0485188 3618 39.1895
1.28924 0.044569 3896 35.9991
1.33879 0.04065 4770 32.8337
1.3903 0.037266 4902 30.1004
1.44163 0.0342935 5522 27.6994
1.49595 0.0312696 6402 25.2569
1.55328 0.028887 7118 23.3325
1.61149 0.0264561 7634 21.3691
1.67267 0.024937 9090 20.142
1.73596 0.0233586 9566 18.8671
1.80111 0.0217656 11034 17.5805
1.86923 0.0207221 12290 16.7376
1.94007 0.0196875 13706 15.902
2.01239 0.0185949 14970 15.0194
2.08788 0.0182547 17198 14.7446
2.16695 0.0189691 19016 15.3216
2.24881 0.0189672 21458 15.3201
2.33445 0.0191818 24186 15.4934
2.42318 0.0214379 26624 17.3157
2.51406 0.0231868 29594 18.7284
2.60906 0.0265301 33536 21.4288
2.70773 0.0316512 37166 25.5652
2.80996 0.0408877 41720 33.0257
2.91588 0.05082 46280 41.0482
3.02527 0.0664915 51536 53.7063
3.13941 0.0976203 58466 78.8495
3.25901 0.150558 65564 121.609
3.38216 0.239073 72080 193.103
3.50965 0.404808 81380 326.97
3.64194 0.965502 90070 779.852
3.7792 3.30661 101516 2670.8
3.92175 14.8568 112736 12000.1
4.06885 13.5626 122371 10954.7
4.22253 0.0474458 120908 38.3228
4.38168 0.0650478 118888 52.5402
4.54705 0.104497 115424 84.4039
4.71893 0.197538 110068 159.555
4.89655 0.422795 101516 341.499
5.08084 1.09725 92536 886.269
5.27183 3.21574 78532 2597.4
5.46879 23.1378 62872 18688.8
5.67269 68.0441 43009 54960.3
5.8872 0.561907 27262 453.862
6.10775 1.99554 16264 1611.83
6.3354 10.6871 8614 8632.15
6.56292 97.1068 3046 78434.8
6.76744 2906.4 550 2.34755e+06
6.96499 24813.2 1 2.00421e+07
